order_purchase_date,Aavg_freight_charges_per_order
2017-06-29,21.425565217391302
2017-06-30,20.328854166666662
2017-07-01,25.533048780487807
2017-07-02,21.39444444444445
2017-07-03,20.825210084033614
2017-07-04,25.478174603174608
2017-07-05,22.82972413793103
2017-07-06,20.806129032258067
2017-07-07,23.20190082644628
2017-07-08,20.52904761904762
2017-07-09,22.111914893617023
2017-07-10,21.199510489510487
2017-07-11,20.27381818181819
2017-07-12,22.753725490196075
2017-07-13,21.195652173913043
2017-07-14,21.293066666666668
2017-07-15,20.546200000000002
2017-07-16,23.23850877192983
2017-07-17,22.195029585798817
2017-07-18,23.348704663212438
2017-07-19,21.842418300653602
2017-07-20,21.2386013986014
2017-07-21,21.723879310344834
2017-07-22,20.28125
2017-07-23,20.872476190476192
2017-07-24,22.140308641975313
2017-07-25,20.643831168831166
2017-07-26,21.223145161290322
2017-07-27,23.78370967741936
2017-07-28,21.615075757575763
2017-07-29,20.87965517241379
2017-07-30,23.443813559322034
2017-07-31,22.57554054054054
2017-08-01,22.39694610778443
2017-08-02,21.177721518987337
2017-08-03,21.357785234899332
2017-08-04,22.77690140845071
2017-08-05,19.853793103448275
2017-08-06,23.80846846846847
2017-08-07,20.786392405063292
2017-08-08,26.22371621621622
2017-08-09,22.07137931034483
2017-08-10,20.625987261146502
2017-08-11,21.893120567375888
2017-08-12,21.293673469387763
2017-08-13,18.88104166666667
2017-08-14,21.572187500000002
2017-08-15,23.76010256410256
2017-08-16,20.59303370786517
2017-08-17,21.371139240506327
2017-08-18,19.567702702702704
2017-08-19,20.577870370370373
2017-08-20,19.699230769230766
2017-08-21,21.126983240223463
2017-08-22,22.4213768115942
2017-08-23,20.68824561403509
2017-08-24,22.941171875000002
2017-08-25,22.7869918699187
2017-08-26,23.838602150537632
2017-08-27,22.035500000000003
2017-08-28,21.535419354838716
2017-08-29,23.513065693430658
2017-08-30,21.991602209944755
2017-08-31,19.1248
2017-09-01,22.76462025316456
2017-09-02,20.253846153846155
2017-09-03,21.788333333333334
2017-09-04,23.67763157894737
2017-09-05,19.131082802547777
2017-09-06,21.358297872340426
2017-09-07,21.7634
2017-09-08,23.163983050847456
2017-09-09,22.857452830188677
2017-09-10,21.160729927007303
2017-09-11,21.045801104972377
2017-09-12,22.34121359223301
2017-09-13,20.20342995169082
2017-09-14,20.481845238095243
2017-09-15,22.53407894736842
2017-09-16,21.893333333333334
2017-09-17,20.838412698412696
2017-09-18,22.965652173913035
2017-09-19,20.9274358974359
2017-09-20,21.80116564417178
2017-09-21,22.392960526315793
2017-09-22,21.293191489361703
2017-09-23,21.495568181818182
2017-09-24,18.70352941176471
2017-09-25,22.087573529411767
2017-09-26,21.550274725274726
2017-09-27,20.775238095238095
2017-09-28,23.8320979020979
2017-09-29,22.888360655737706
2017-09-30,21.812293577981652
2017-10-01,21.473643410852713
2017-10-02,20.68706293706294
2017-10-03,21.547336683417075
2017-10-04,20.433694267515925
2017-10-05,20.46489361702128
2017-10-06,21.106230769230766
2017-10-07,22.381333333333338
2017-10-08,20.74277777777778
2017-10-09,22.363056994818653
2017-10-10,19.351236559139785
2017-10-11,22.444746835443045
2017-10-12,20.874758620689654
2017-10-13,21.709935064935063
2017-10-14,22.217179487179486
2017-10-15,23.793884297520666
2017-10-16,21.7010152284264
2017-10-17,19.430940594059404
2017-10-18,24.597597765363126
2017-10-19,20.955113636363635
2017-10-20,22.70928
2017-10-21,19.65473684210526
2017-10-22,21.19754716981132
2017-10-23,21.234355828220856
2017-10-24,22.277987804878048
2017-10-25,22.150191082802547
2017-10-26,20.272206896551726
2017-10-27,20.717142857142854
2017-10-28,25.61715909090909
2017-10-29,22.436074074074078
2017-10-30,22.04466666666666
2017-10-31,21.55223602484472
2017-11-01,23.451428571428572
2017-11-02,23.626370967741938
2017-11-03,21.935241379310344
2017-11-04,23.31803571428572
2017-11-05,23.914097222222217
2017-11-06,24.485824742268036
2017-11-07,20.381125000000004
2017-11-08,22.698114285714286
2017-11-09,23.1831443298969
2017-11-10,23.242484848484853
2017-11-11,22.093874999999993
2017-11-12,22.911142857142856
2017-11-13,22.065410628019322
2017-11-14,19.229230769230767
2017-11-15,23.367606382978728
2017-11-16,23.87747787610619
2017-11-17,20.066243654822337
2017-11-18,21.36
2017-11-19,20.52981012658228
2017-11-20,22.709914163090126
2017-11-21,19.98706140350877
2017-11-22,20.361930693069304
2017-11-23,21.184771929824553
2017-11-24,21.17046452702703
2017-11-25,21.519358717434866
2017-11-26,20.820153452685425
2017-11-27,21.173548387096773
2017-11-28,21.74890052356021
2017-11-29,21.022584615384613
2017-11-30,21.575645756457565
2017-12-01,22.161007194244608
2017-12-02,22.62350230414746
2017-12-03,22.57863247863248
2017-12-04,20.86758823529411
2017-12-05,21.08085106382978
2017-12-06,24.486832740213515
2017-12-07,21.32489082969432
2017-12-08,20.47818181818182
2017-12-09,19.827419354838714
2017-12-10,21.423089005235596
2017-12-11,21.328955223880598
2017-12-12,23.002961538461538
2017-12-13,20.346772727272736
2017-12-14,20.894029850746268
2017-12-15,20.614895833333332
2017-12-16,30.18786259541985
2017-12-17,26.770522388059703
2017-12-18,19.647511961722486
2017-12-19,22.6890395480226
2017-12-20,22.708245614035086
2017-12-21,20.20643356643357
2017-12-22,20.31663716814159
2017-12-23,24.758990825688073
2017-12-24,18.3385
2017-12-25,23.313222222222223
2017-12-26,24.173273809523806
2017-12-27,22.567023809523807
2017-12-28,21.774256756756756
2017-12-29,22.316814814814816
2017-12-30,22.09340206185567
2017-12-31,23.466486486486485
2018-01-01,21.483200000000004
2018-01-02,21.751594202898552
2018-01-03,20.346888888888895
2018-01-04,20.91957528957528
2018-01-05,21.248190476190477
2018-01-06,23.265616438356158
2018-01-07,23.942272727272726
2018-01-08,20.870204778156996
2018-01-09,20.963686274509804
2018-01-10,22.689999999999994
2018-01-11,23.942164179104477
2018-01-12,25.276910569105695
2018-01-13,21.245818181818176
2018-01-14,20.568813559322034
2018-01-15,22.10745161290323
2018-01-16,21.825296052631582
2018-01-17,20.943732394366197
2018-01-18,21.494214876033055
2018-01-19,21.17012658227848
2018-01-20,19.520108695652176
2018-01-21,21.85468292682927
2018-01-22,20.956529968454255
2018-01-23,21.43950757575757
2018-01-24,19.158387096774188
2018-01-25,21.935042735042735
2018-01-26,22.223275109170306
2018-01-27,23.103333333333335
2018-01-28,25.441719745222926
2018-01-29,20.4591056910569
2018-01-30,21.463100775193794
2018-01-31,21.261124031007753
2018-02-01,22.418068669527898
2018-02-02,23.538046511627908
2018-02-03,21.846734693877547
2018-02-04,20.68189054726368
2018-02-05,21.40131868131868
2018-02-06,19.623629629629626
2018-02-07,20.71996
2018-02-08,22.654568965517242
2018-02-09,22.756898148148146
2018-02-10,19.819111111111113
2018-02-11,20.38034682080925
2018-02-12,24.900688073394498
2018-02-13,21.74724444444444
2018-02-14,21.637905405405405
2018-02-15,20.93929824561403
2018-02-16,20.552744186046503
2018-02-17,20.859460784313725
2018-02-18,22.299900990099005
2018-02-19,26.23511538461538
2018-02-20,22.453275862068967
2018-02-21,21.433483146067417
2018-02-22,23.065321428571433
2018-02-23,21.211186440677967
2018-02-24,24.041191709844558
2018-02-25,23.551087866108787
2018-02-26,21.957633333333334
2018-02-27,22.194026845637584
2018-02-28,20.480157728706622
2018-03-01,22.370649819494584
2018-03-02,22.091573033707856
2018-03-03,22.579112149532712
2018-03-04,19.64201680672269
2018-03-05,20.378764044943825
2018-03-06,22.565912408759125
2018-03-07,20.845954198473283
2018-03-08,20.880808510638296
2018-03-09,22.75719806763285
2018-03-10,24.160205128205128
2018-03-11,23.15235294117647
2018-03-12,22.403090128755366
2018-03-13,23.450570175438582
2018-03-14,21.536200000000004
2018-03-15,22.09907216494846
2018-03-16,22.916313725490195
2018-03-17,20.769285714285715
2018-03-18,20.638651162790694
2018-03-19,21.279183006535945
2018-03-20,22.063020134228186
2018-03-21,23.923229166666665
2018-03-22,22.371210937499995
2018-03-23,22.4310407239819
2018-03-24,21.682848484848492
2018-03-25,21.609322916666667
2018-03-26,21.266268115942026
2018-03-27,22.598048780487805
2018-03-28,22.34334841628959
2018-03-29,19.844030612244893
2018-03-30,22.29254545454545
2018-03-31,24.27870588235294
2018-04-01,20.092403846153843
2018-04-02,23.94636042402827
2018-04-03,20.332919999999994
2018-04-04,22.00268482490272
2018-04-05,22.461518518518517
2018-04-06,23.23322751322751
2018-04-07,21.815365853658538
2018-04-08,20.89096256684492
2018-04-09,19.877677165354324
2018-04-10,20.81398009950249
2018-04-11,21.166399999999996
2018-04-12,21.96031007751938
2018-04-13,19.896485148514852
2018-04-14,20.66571428571429
2018-04-15,20.18410714285714
2018-04-16,20.462206405693948
2018-04-17,23.100263157894737
2018-04-18,22.328975265017664
2018-04-19,22.037104377104367
2018-04-20,24.11243654822335
2018-04-21,19.120254777070066
2018-04-22,23.208
2018-04-23,23.129510489510487
2018-04-24,22.085257352941177
2018-04-25,20.9841754385965
2018-04-26,22.727198443579763
2018-04-27,19.897355371900822
2018-04-28,19.408470588235296
2018-04-29,20.20401162790698
2018-04-30,20.01439834024896
2018-05-01,23.209453125000003
2018-05-02,20.161006711409392
2018-05-03,21.43944625407166
2018-05-04,19.98052434456929
2018-05-05,23.933553299492385
2018-05-06,20.07398104265403
2018-05-07,20.76156914893617
2018-05-08,21.18522658610271
2018-05-09,20.598670520231206
2018-05-10,22.07259786476868
2018-05-11,22.0046963562753
2018-05-12,21.211531100478464
2018-05-13,22.590528846153845
2018-05-14,21.952309782608694
2018-05-15,22.568725212464585
2018-05-16,21.718725761772856
2018-05-17,20.24530701754385
2018-05-18,22.277383966244724
2018-05-19,22.816950354609933
2018-05-20,20.46742331288344
2018-05-21,19.743252427184462
2018-05-22,19.923781094527364
2018-05-23,23.3160447761194
2018-05-24,23.780614035087716
2018-05-25,21.024903846153848
2018-05-26,23.038686868686867
2018-05-27,21.721200000000003
2018-05-28,22.093448275862073
2018-05-29,21.3424
2018-05-30,21.182482269503545
2018-05-31,21.745367647058828
2018-06-01,20.79634408602151
2018-06-02,21.356643356643357
2018-06-03,20.74119170984456
2018-06-04,19.717212389380524
2018-06-05,21.21164179104478
2018-06-06,26.00412280701754
2018-06-07,24.27681415929203
2018-06-08,20.57939698492462
2018-06-09,20.8146511627907
2018-06-10,20.130871794871787
2018-06-11,19.131375838926175
2018-06-12,22.472248995983936
2018-06-13,20.332145593869726
2018-06-14,20.723831775700933
2018-06-15,23.708010752688175
2018-06-16,21.308392857142856
2018-06-17,23.98522875816994
2018-06-18,21.8703629032258
2018-06-19,20.304913793103452
2018-06-20,25.14345622119816
2018-06-21,22.14792372881356
2018-06-22,22.489060773480666
2018-06-23,21.03271523178808
2018-06-24,20.800950000000004
2018-06-25,20.680829875518672
2018-06-26,22.915163934426236
2018-06-27,21.8424537037037
2018-06-28,20.59828571428572
2018-06-29,22.011853932584263
2018-06-30,22.665520000000004
2018-07-01,22.049938271604937
2018-07-02,23.001065989847707
2018-07-03,23.244840182648407
2018-07-04,22.794414062500007
2018-07-05,23.00917948717949
2018-07-06,20.61172131147541
2018-07-07,19.662747252747256
2018-07-08,18.59901639344262
2018-07-09,19.56418918918919
2018-07-10,19.98634328358209
2018-07-11,19.770157480314957
2018-07-12,24.588951612903223
2018-07-13,21.653195266272185
2018-07-14,21.92472972972973
2018-07-15,19.69670967741936
2018-07-16,19.34467741935484
2018-07-17,20.661583710407236
2018-07-18,21.287012987012993
2018-07-19,22.849999999999994
2018-07-20,22.170480000000005
2018-07-21,21.46641711229946
2018-07-22,21.19158139534883
2018-07-23,23.769250814332246
2018-07-24,23.071025641025646
2018-07-25,21.12929104477611
2018-07-26,23.413855421686744
2018-07-27,20.80246073298429
2018-07-28,23.01216666666667
2018-07-29,20.589315789473684
2018-07-30,22.45124137931034
2018-07-31,20.699353846153844
2018-08-01,23.33675241157556
2018-08-02,21.140695364238407
2018-08-03,21.094493670886067
2018-08-04,21.464756097560972
2018-08-05,21.94440860215054
2018-08-06,21.794732620320854
2018-08-07,21.0891935483871
2018-08-08,23.10394984326019
2018-08-09,21.588689655172413
2018-08-10,20.973828125000004
2018-08-11,21.33763157894737
2018-08-12,21.103366834170853
2018-08-13,19.704589041095883
2018-08-14,21.655741324921127
2018-08-15,23.42020547945205
2018-08-16,21.093343750000003
2018-08-17,21.574555984555985
2018-08-18,24.65858585858585
2018-08-19,20.742439024390244
2018-08-20,22.11365758754864
2018-08-21,21.461975308641968
2018-08-22,22.220427807486633
2018-08-23,22.63951388888889
2018-08-24,20.639191919191923
2018-08-25,21.12594202898551
2018-08-26,28.439041095890413
2018-08-27,20.432058823529413
2018-08-28,24.171136363636357
2018-08-29,19.083571428571428
2018-08-30,19.802500000000002
2018-08-31,46.38
2018-09-03,15.3525
2018-09-06,21.956666666666667
2018-09-10,13.37
2018-09-11,6.78
2018-09-12,15.53
2018-09-13,43.53
2018-09-17,17.74
2018-09-20,167.05
2018-09-25,15.1
2018-09-26,17.44
2018-09-29,7.78
2018-10-01,17.64
2018-10-03,7.78
2018-10-16,15.23
2018-10-17,11.03
