customer_state,order_purchase_year,order_purchase_week,Total_sales
SC,2017,15,3100.36
SC,2017,16,3579.33
SC,2017,17,4594.25
SC,2017,18,2104.17
SC,2017,19,4436.29
SC,2017,2,2035.04
SC,2017,20,7841.17
SC,2017,21,4258.68
SC,2017,22,6122.029999999999
SC,2017,23,3992.5099999999998
SC,2017,24,3148.72
SC,2017,25,6526.76
SC,2017,26,6009.38
SC,2017,27,3254.92
SC,2017,28,6608.35
SC,2017,29,4798.290000000001
SC,2017,3,819.53
SC,2017,30,5277.43
SC,2017,31,3834.29
SC,2017,32,3032.35
SC,2017,33,7285.31
SC,2017,34,6222.130000000001
SC,2017,35,7026.900000000001
SC,2017,36,4410.5599999999995
SC,2017,37,7201.6
SC,2017,38,3744.3899999999994
SC,2017,39,3838.05
SC,2017,4,1703.7599999999998
SC,2017,40,7424.620000000001
SC,2017,41,7017.300000000001
SC,2017,42,7306.22
SC,2017,43,6634.13
SC,2017,44,7880.460000000001
SC,2017,45,7392.25
SC,2017,46,14844.419999999998
SC,2017,47,27646.270000000004
SC,2017,48,14833.119999999999
SC,2017,49,10315.45
SC,2017,5,2471.34
SC,2017,50,7341.549999999999
SC,2017,51,8795.16
SC,2017,52,5116.040000000001
SC,2017,6,2863.21
SC,2017,7,1023.35
SC,2017,8,1539.51
SC,2017,9,3007.99
SC,2018,1,5262.990000000001
SC,2018,10,12449.69
SC,2018,11,13636.91
SC,2018,12,13144.220000000001
SC,2018,13,10986.18
SC,2018,14,13065.77
SC,2018,15,11135.3
SC,2018,16,10590.8
SC,2018,17,7957.049999999999
SC,2018,18,11819.97
SC,2018,19,11290.2
SC,2018,2,12955.190000000002
SC,2018,20,13641.119999999999
SC,2018,21,6192.67
SC,2018,22,5860.21
SC,2018,23,13987.04
SC,2018,24,11146.47
SC,2018,25,9219.82
SC,2018,26,14038.46
SC,2018,27,8946.550000000001
SC,2018,28,5080.26
SC,2018,29,12241.929999999997
SC,2018,3,13552.16
SC,2018,30,11863.810000000001
SC,2018,31,11427.819999999998
SC,2018,32,13216.25
SC,2018,33,8735.970000000001
SC,2018,34,6571.85
SC,2018,35,209.07
SC,2018,39,42.0
SC,2018,4,13346.12
SC,2018,40,66.64
SC,2018,5,16506.28
SC,2018,6,12107.41
SC,2018,7,12976.800000000003
SC,2018,8,8927.86
SC,2018,9,9505.57
SE,2016,40,305.77
SE,2017,10,227.83999999999997
SE,2017,11,1067.3500000000001
SE,2017,12,233.41000000000003
SE,2017,13,1209.23
SE,2017,14,237.81
SE,2017,15,97.87
SE,2017,16,1682.16
SE,2017,17,637.4799999999999
SE,2017,18,90.79
SE,2017,19,500.67999999999995
SE,2017,20,896.8899999999999
SE,2017,21,558.4499999999999
SE,2017,22,2006.13
SE,2017,23,297.18
SE,2017,24,306.98
SE,2017,25,436.42999999999995
SE,2017,26,588.0799999999999
SE,2017,27,207.84
SE,2017,28,259.64
SE,2017,29,248.84
SE,2017,3,191.68
SE,2017,30,141.03
SE,2017,31,605.6800000000001
SE,2017,32,165.69
SE,2017,33,134.77
SE,2017,34,1159.71
SE,2017,35,502.79999999999995
SE,2017,36,412.39
SE,2017,37,1600.88
SE,2017,38,361.11
SE,2017,39,2549.49
SE,2017,4,99.80000000000001
SE,2017,40,222.42000000000002
SE,2017,41,1925.6
SE,2017,42,70.7
SE,2017,43,672.12
SE,2017,44,2922.91
SE,2017,45,1246.03
SE,2017,46,389.68000000000006
SE,2017,47,1282.0800000000004
SE,2017,48,1397.69
SE,2017,49,754.59
SE,2017,5,125.24
SE,2017,50,566.55
SE,2017,51,116.99
SE,2017,52,166.04
SE,2017,6,2227.68
SE,2017,8,122.04
SE,2017,9,119.2
SE,2018,1,79.82
SE,2018,10,667.86
SE,2018,12,937.3000000000001
SE,2018,13,1139.5900000000001
SE,2018,14,595.48
SE,2018,15,2267.41
SE,2018,16,1048.18
SE,2018,17,12972.550000000001
SE,2018,18,543.59
SE,2018,19,1672.07
SE,2018,2,837.33
SE,2018,20,257.59000000000003
SE,2018,21,764.2
SE,2018,22,492.90999999999997
SE,2018,23,990.96
SE,2018,24,788.78
SE,2018,25,297.49
SE,2018,26,731.95
SE,2018,27,2232.41
SE,2018,28,850.15
SE,2018,29,653.79
SE,2018,3,757.4199999999998
SE,2018,30,1426.65
SE,2018,31,3745.0600000000004
SE,2018,32,1726.7999999999997
SE,2018,33,1197.49
SE,2018,34,766.44
SE,2018,4,2496.33
SE,2018,5,907.1800000000001
SE,2018,6,550.9200000000001
SE,2018,7,271.81
SE,2018,8,2719.15
SE,2018,9,940.35
SP,2016,40,15336.68
SP,2016,41,2563.69
SP,2016,51,126.66
SP,2017,1,1830.8199999999997
SP,2017,10,41385.970000000016
SP,2017,11,36908.77999999999
SP,2017,12,43442.87000000001
SP,2017,13,32283.5
SP,2017,14,36988.63
SP,2017,15,27030.87000000001
SP,2017,16,34531.600000000006
SP,2017,17,40361.490000000005
SP,2017,18,51416.3
SP,2017,19,49919.04000000001
SP,2017,2,3920.25
SP,2017,20,61472.48000000001
SP,2017,21,47173.42
SP,2017,22,44642.26000000001
SP,2017,23,68788.90000000001
SP,2017,24,54343.219999999994
SP,2017,25,56533.060000000005
SP,2017,26,51140.03
SP,2017,27,54533.26999999999
SP,2017,28,68209.89
SP,2017,29,59718.61999999999
SP,2017,3,13482.310000000001
SP,2017,30,62063.76999999999
SP,2017,31,66408.98000000001
SP,2017,32,55937.789999999986
SP,2017,33,57709.25
SP,2017,34,54348.24000000002
SP,2017,35,56561.84000000001
SP,2017,36,64521.72
SP,2017,37,78764.23000000001
SP,2017,38,68832.36999999998
SP,2017,39,70972.84
SP,2017,4,23344.99000000001
SP,2017,40,60147.68
SP,2017,41,63766.94000000001
SP,2017,42,89166.17000000001
SP,2017,43,91201.09999999999
SP,2017,44,66331.07
SP,2017,45,70693.49
SP,2017,46,74065.94
SP,2017,47,195433.42999999993
SP,2017,48,130852.34999999992
SP,2017,49,97870.89999999997
SP,2017,5,41034.76
SP,2017,50,85242.91
SP,2017,51,64032.86999999999
SP,2017,52,54218.19000000001
SP,2017,6,33953.5
SP,2017,7,30007.519999999997
SP,2017,8,28787.270000000004
SP,2017,9,33637.03
SP,2018,1,89578.81000000001
SP,2018,10,115734.82999999999
SP,2018,11,119424.71999999997
SP,2018,12,111447.94999999997
SP,2018,13,90785.81999999998
SP,2018,14,108933.99999999991
SP,2018,15,99569.08999999997
SP,2018,16,116484.13999999998
SP,2018,17,105997.86
SP,2018,18,119165.42999999993
SP,2018,19,122201.45999999999
SP,2018,2,100161.86999999998
SP,2018,20,122735.96999999997
SP,2018,21,58182.32
SP,2018,22,61592.350000000006
SP,2018,23,110565.18999999997
SP,2018,24,86956.02000000002
SP,2018,25,104978.78999999998
SP,2018,26,98536.96
SP,2018,27,78423.34000000001
SP,2018,28,58710.51999999999
SP,2018,29,111136.39000000001
SP,2018,3,121167.08999999997
SP,2018,30,116470.98999999999
SP,2018,31,128158.23999999995
SP,2018,32,142731.27999999997
SP,2018,33,110493.86999999994
SP,2018,34,65800.29
SP,2018,35,8157.67
SP,2018,36,349.2900000000001
SP,2018,37,107.03999999999999
SP,2018,39,290.08000000000004
SP,2018,4,102942.08000000002
SP,2018,40,36.78
SP,2018,42,70.92999999999999
SP,2018,5,103092.21
SP,2018,6,94599.72
SP,2018,7,97528.59999999995
SP,2018,8,115478.90999999996
SP,2018,9,132219.76999999996
TO,2017,1,143.89999999999998
TO,2017,10,864.69
TO,2017,11,686.8299999999999
TO,2017,12,308.6
TO,2017,13,750.77
TO,2017,15,662.62
TO,2017,17,302.39
TO,2017,18,174.4
TO,2017,2,166.04
TO,2017,20,1705.88
TO,2017,21,1024.1200000000001
TO,2017,22,813.7800000000001
TO,2017,24,647.23
TO,2017,25,1513.54
TO,2017,26,258.24
TO,2017,27,143.91
TO,2017,28,500.46000000000004
TO,2017,29,1042.81
TO,2017,3,82.67
TO,2017,30,271.38
TO,2017,31,1346.65
TO,2017,32,81.8
TO,2017,33,445.73
TO,2017,34,965.28
TO,2017,35,578.74
TO,2017,36,604.36
TO,2017,37,1389.38
TO,2017,39,52.78
TO,2017,40,1087.9399999999998
TO,2017,42,903.01
TO,2017,44,498.26
TO,2017,45,454.28
TO,2017,46,497.11999999999995
TO,2017,47,1909.11
TO,2017,48,353.18
TO,2017,49,785.31
TO,2017,50,733.94
TO,2017,51,172.98000000000002
TO,2017,52,165.08999999999997
TO,2017,6,480.84000000000003
TO,2017,7,371.42999999999995
TO,2017,8,135.70999999999998
TO,2017,9,414.43
TO,2018,1,1210.19
TO,2018,10,300.32
TO,2018,11,584.31
TO,2018,12,1429.02
TO,2018,13,749.8199999999999
TO,2018,14,1210.14
TO,2018,15,363.96
TO,2018,16,925.97
TO,2018,17,1114.54
TO,2018,18,1130.46
TO,2018,19,1467.3999999999999
TO,2018,2,588.23
TO,2018,20,712.52
TO,2018,22,366.84000000000003
TO,2018,23,580.5899999999999
TO,2018,24,271.12
TO,2018,25,3868.85
TO,2018,26,1413.5499999999997
TO,2018,27,238.42000000000002
TO,2018,28,429.25
TO,2018,29,2137.23
TO,2018,3,615.8299999999999
TO,2018,30,1662.3200000000002
TO,2018,31,2317.45
TO,2018,32,1127.1399999999999
TO,2018,33,720.88
TO,2018,34,804.1400000000001
TO,2018,4,207.70000000000002
TO,2018,5,614.86
TO,2018,6,433.63000000000005
TO,2018,7,292.12
TO,2018,8,793.03
TO,2018,9,1560.67
