customer_state,order_purchase_date,Total_sales
ES,2017-10-23,354.82000000000005
ES,2017-10-24,938.59
ES,2017-10-25,315.84
ES,2017-10-26,720.69
ES,2017-10-27,369.22
ES,2017-10-28,167.85
ES,2017-10-29,229.91
ES,2017-10-30,329.48
ES,2017-10-31,525.9399999999999
ES,2017-11-01,44.47
ES,2017-11-02,423.94
ES,2017-11-03,397.56
ES,2017-11-04,1237.67
ES,2017-11-05,2326.3999999999996
ES,2017-11-07,2735.66
ES,2017-11-09,839.47
ES,2017-11-10,343.06000000000006
ES,2017-11-11,143.89
ES,2017-11-12,349.93
ES,2017-11-13,60.1
ES,2017-11-14,571.12
ES,2017-11-15,611.71
ES,2017-11-16,604.22
ES,2017-11-17,653.4300000000001
ES,2017-11-18,1105.7
ES,2017-11-19,575.02
ES,2017-11-20,627.5699999999999
ES,2017-11-21,1311.8799999999999
ES,2017-11-22,299.18999999999994
ES,2017-11-23,804.31
ES,2017-11-24,3975.33
ES,2017-11-25,1427.5900000000001
ES,2017-11-26,1182.95
ES,2017-11-27,1163.63
ES,2017-11-28,1671.1599999999999
ES,2017-11-29,680.3100000000001
ES,2017-11-30,422.62
ES,2017-12-01,39.01
ES,2017-12-02,688.9399999999999
ES,2017-12-03,1777.7
ES,2017-12-04,86.00999999999999
ES,2017-12-05,707.59
ES,2017-12-06,1579.8899999999999
ES,2017-12-07,1012.4000000000001
ES,2017-12-08,298.65000000000003
ES,2017-12-09,358.67999999999995
ES,2017-12-10,1485.56
ES,2017-12-11,667.44
ES,2017-12-12,2552.8899999999994
ES,2017-12-13,476.80000000000007
ES,2017-12-14,498.38
ES,2017-12-15,93.95
ES,2017-12-16,166.16
ES,2017-12-18,757.41
ES,2017-12-19,657.8
ES,2017-12-20,354.47
ES,2017-12-21,288.5
ES,2017-12-22,53.95
ES,2017-12-23,52.09
ES,2017-12-24,288.32000000000005
ES,2017-12-25,585.19
ES,2017-12-26,459.85
ES,2017-12-27,179.55
ES,2017-12-28,949.4
ES,2017-12-29,616.99
ES,2017-12-30,329.18
ES,2017-12-31,82.69999999999999
ES,2018-01-01,108.22
ES,2018-01-02,724.28
ES,2018-01-03,384.41
ES,2018-01-04,406.01000000000005
ES,2018-01-05,181.55
ES,2018-01-06,542.35
ES,2018-01-07,763.9300000000001
ES,2018-01-08,345.41
ES,2018-01-09,974.3899999999999
ES,2018-01-10,625.56
ES,2018-01-11,7816.88
ES,2018-01-12,263.72
ES,2018-01-13,1559.56
ES,2018-01-14,245.5
ES,2018-01-15,969.23
ES,2018-01-16,2125.09
ES,2018-01-17,790.09
ES,2018-01-18,659.52
ES,2018-01-19,495.24
ES,2018-01-20,800.8500000000001
ES,2018-01-21,789.85
ES,2018-01-22,1005.48
ES,2018-01-23,1955.55
ES,2018-01-24,1690.4499999999998
ES,2018-01-25,891.4300000000001
ES,2018-01-26,2684.7599999999998
ES,2018-01-27,222.94
ES,2018-01-28,374.74
ES,2018-01-29,679.5899999999999
ES,2018-01-30,620.4
ES,2018-01-31,464.92999999999995
ES,2018-02-01,268.47
ES,2018-02-02,117.2
ES,2018-02-04,843.22
ES,2018-02-05,1260.52
ES,2018-02-06,881.5400000000001
ES,2018-02-07,346.99
ES,2018-02-08,1023.83
ES,2018-02-09,208.35000000000002
ES,2018-02-10,1249.4399999999998
ES,2018-02-11,595.51
ES,2018-02-12,586.59
ES,2018-02-13,284.08
ES,2018-02-14,465.69
ES,2018-02-15,364.06
ES,2018-02-16,466.37
ES,2018-02-17,194.65
ES,2018-02-18,565.12
ES,2018-02-19,1260.4199999999998
ES,2018-02-20,1419.98
ES,2018-02-21,2839.54
ES,2018-02-22,2040.15
ES,2018-02-23,1279.7400000000002
ES,2018-02-24,519.48
ES,2018-02-25,800.23
ES,2018-02-26,469.58
ES,2018-02-27,2599.72
ES,2018-02-28,2759.21
ES,2018-03-01,1091.22
ES,2018-03-02,433.03999999999996
ES,2018-03-03,207.76
ES,2018-03-04,768.29
ES,2018-03-05,1557.6000000000001
ES,2018-03-06,1625.14
ES,2018-03-07,767.7
ES,2018-03-08,236.2
ES,2018-03-09,420.79999999999995
ES,2018-03-10,900.3599999999999
ES,2018-03-11,1994.5099999999998
ES,2018-03-12,356.06
ES,2018-03-13,1413.7400000000002
ES,2018-03-14,572.97
ES,2018-03-15,1374.01
ES,2018-03-16,582.95
ES,2018-03-17,1026.07
ES,2018-03-18,653.84
ES,2018-03-19,542.85
ES,2018-03-20,3617.0000000000005
ES,2018-03-21,494.39000000000004
ES,2018-03-22,846.59
ES,2018-03-23,949.82
ES,2018-03-24,89.36
ES,2018-03-25,1525.0
ES,2018-03-26,808.75
ES,2018-03-27,536.69
ES,2018-03-28,456.94
ES,2018-03-29,589.99
ES,2018-03-30,671.58
ES,2018-03-31,1864.1099999999997
ES,2018-04-01,681.05
ES,2018-04-02,360.65999999999997
ES,2018-04-03,1702.8200000000002
ES,2018-04-04,581.38
ES,2018-04-05,553.37
ES,2018-04-06,1688.74
ES,2018-04-07,424.18
ES,2018-04-08,693.14
ES,2018-04-09,1378.27
ES,2018-04-10,1453.22
ES,2018-04-11,1077.84
ES,2018-04-12,252.31
ES,2018-04-13,527.55
ES,2018-04-14,435.32
ES,2018-04-15,920.62
ES,2018-04-16,454.52000000000004
ES,2018-04-17,788.24
ES,2018-04-18,1524.74
ES,2018-04-19,1110.17
ES,2018-04-20,265.35
ES,2018-04-21,257.92
ES,2018-04-22,296.09
ES,2018-04-23,841.14
ES,2018-04-24,981.29
ES,2018-04-25,954.0799999999999
ES,2018-04-26,1112.96
ES,2018-04-27,580.73
ES,2018-04-28,228.0
ES,2018-04-30,653.51
ES,2018-05-01,812.51
ES,2018-05-02,211.32999999999998
ES,2018-05-03,983.4200000000001
ES,2018-05-04,518.53
ES,2018-05-05,148.17
ES,2018-05-06,647.7
ES,2018-05-07,476.96999999999997
ES,2018-05-08,812.1300000000001
ES,2018-05-09,96.52
ES,2018-05-10,771.69
ES,2018-05-11,1442.8600000000001
ES,2018-05-12,1994.1
ES,2018-05-13,2009.68
ES,2018-05-14,1067.09
ES,2018-05-15,1543.75
ES,2018-05-16,2825.9700000000003
ES,2018-05-17,605.94
ES,2018-05-18,1497.66
ES,2018-05-19,252.09
ES,2018-05-20,392.09000000000003
ES,2018-05-21,1235.39
ES,2018-05-22,471.97
ES,2018-05-23,298.73
ES,2018-05-24,771.75
ES,2018-05-25,441.76
ES,2018-05-26,68.7
ES,2018-05-27,105.28
ES,2018-05-28,338.43
ES,2018-05-29,75.33
ES,2018-05-30,88.95
ES,2018-05-31,383.98
ES,2018-06-02,487.96000000000004
ES,2018-06-03,173.62
ES,2018-06-04,946.6999999999999
ES,2018-06-05,598.35
ES,2018-06-06,862.99
ES,2018-06-07,819.31
ES,2018-06-08,323.99
ES,2018-06-09,729.35
ES,2018-06-10,252.42000000000002
ES,2018-06-11,827.9399999999999
ES,2018-06-12,2533.9000000000005
ES,2018-06-13,1272.6599999999999
ES,2018-06-14,421.90000000000003
ES,2018-06-15,1078.5
ES,2018-06-16,589.73
ES,2018-06-17,465.91999999999996
ES,2018-06-18,1368.73
ES,2018-06-19,263.09
ES,2018-06-20,2054.19
ES,2018-06-21,298.97
ES,2018-06-22,213.74
ES,2018-06-23,205.67999999999998
ES,2018-06-24,1278.35
ES,2018-06-25,326.59000000000003
ES,2018-06-26,272.94
ES,2018-06-27,495.48999999999995
ES,2018-06-28,1088.13
ES,2018-06-29,246.48
ES,2018-06-30,402.53
ES,2018-07-02,344.63
ES,2018-07-03,235.68
ES,2018-07-04,1095.8100000000002
ES,2018-07-05,188.39
ES,2018-07-06,30.0
ES,2018-07-07,457.18
ES,2018-07-08,639.53
ES,2018-07-09,292.25
ES,2018-07-10,31.16
ES,2018-07-11,137.29
ES,2018-07-12,265.23
ES,2018-07-13,785.5899999999999
ES,2018-07-15,217.68
ES,2018-07-16,1280.32
ES,2018-07-17,791.1099999999999
ES,2018-07-18,333.73
ES,2018-07-19,1031.28
ES,2018-07-20,1556.6299999999999
ES,2018-07-21,429.4
ES,2018-07-22,537.8199999999999
ES,2018-07-23,746.99
ES,2018-07-24,1168.48
ES,2018-07-25,146.60000000000002
ES,2018-07-26,1901.9699999999998
ES,2018-07-27,722.53
ES,2018-07-28,280.86
ES,2018-07-29,485.35
ES,2018-07-30,436.21999999999997
ES,2018-07-31,615.1600000000001
ES,2018-08-01,1251.2
ES,2018-08-02,255.59
ES,2018-08-03,1012.1400000000001
ES,2018-08-04,328.13
ES,2018-08-05,1205.8899999999999
ES,2018-08-06,883.05
ES,2018-08-07,846.6099999999999
ES,2018-08-08,1059.92
ES,2018-08-09,29978.97
ES,2018-08-10,146.95
ES,2018-08-11,355.44
ES,2018-08-12,365.35
ES,2018-08-13,622.53
ES,2018-08-14,1736.3000000000002
ES,2018-08-15,452.5
ES,2018-08-16,1272.9099999999999
ES,2018-08-17,420.21999999999997
ES,2018-08-18,1248.9099999999999
ES,2018-08-19,1739.0300000000002
ES,2018-08-20,1527.65
ES,2018-08-21,1508.96
ES,2018-08-22,558.76
ES,2018-08-23,2069.19
ES,2018-08-26,198.65
ES,2018-08-27,72.62
ES,2018-08-28,737.61
ES,2018-08-29,302.36
GO,2016-10-04,436.17
GO,2016-10-05,397.8
GO,2016-10-07,149.61
GO,2016-10-10,196.42000000000002
GO,2017-01-12,75.65
GO,2017-01-17,55.69
GO,2017-01-21,168.36
GO,2017-01-22,64.14
GO,2017-01-23,73.02
GO,2017-01-25,304.44
GO,2017-01-27,77.57
GO,2017-01-29,96.65
GO,2017-01-30,138.49
GO,2017-02-02,194.73999999999998
GO,2017-02-04,95.21000000000001
GO,2017-02-07,89.85
GO,2017-02-08,67.05
GO,2017-02-09,145.76000000000002
GO,2017-02-10,166.81
GO,2017-02-11,92.19
GO,2017-02-12,789.04
GO,2017-02-13,391.21000000000004
GO,2017-02-15,218.30999999999997
GO,2017-02-16,431.75
GO,2017-02-17,601.43
GO,2017-02-18,86.05
GO,2017-02-21,160.12
GO,2017-02-22,298.36
GO,2017-02-23,397.06
GO,2017-02-25,45.0
GO,2017-02-26,268.05
GO,2017-02-28,181.23
GO,2017-03-01,426.59000000000003
GO,2017-03-03,53.14
GO,2017-03-04,270.79
GO,2017-03-05,669.77
GO,2017-03-06,1395.4499999999998
GO,2017-03-08,65.0
GO,2017-03-09,257.13
GO,2017-03-10,344.68000000000006
GO,2017-03-12,111.61000000000001
GO,2017-03-13,172.94
GO,2017-03-14,398.92
GO,2017-03-15,227.62
GO,2017-03-16,298.35
GO,2017-03-17,211.60000000000002
GO,2017-03-18,151.29
GO,2017-03-19,576.99
GO,2017-03-21,472.77
GO,2017-03-22,311.86
GO,2017-03-23,469.06
GO,2017-03-24,116.94
GO,2017-03-25,92.07
GO,2017-03-26,340.73
GO,2017-03-27,537.51
GO,2017-03-28,360.38
GO,2017-03-29,425.31
GO,2017-03-30,193.79
GO,2017-03-31,43.0
GO,2017-04-01,213.99
GO,2017-04-02,284.54
GO,2017-04-03,56.01
GO,2017-04-04,95.34
GO,2017-04-05,65.09
GO,2017-04-06,739.9
GO,2017-04-07,86.15
GO,2017-04-08,461.42999999999995
GO,2017-04-09,44.0
GO,2017-04-10,319.72
GO,2017-04-12,226.23000000000002
GO,2017-04-13,44.0
GO,2017-04-14,34.0
GO,2017-04-15,379.15
GO,2017-04-16,157.07
GO,2017-04-17,163.25
GO,2017-04-18,202.96
GO,2017-04-19,468.85999999999996
GO,2017-04-20,166.2
GO,2017-04-23,110.42
GO,2017-04-24,730.69
GO,2017-04-25,217.06
GO,2017-04-27,987.0
GO,2017-04-28,406.76
GO,2017-04-29,119.42
GO,2017-05-01,917.27
GO,2017-05-02,385.55
GO,2017-05-03,479.38
GO,2017-05-04,401.90000000000003
GO,2017-05-05,263.7
GO,2017-05-06,1127.09
GO,2017-05-07,357.25
GO,2017-05-08,282.53000000000003
GO,2017-05-09,1375.56
GO,2017-05-10,40.0
GO,2017-05-11,1222.97
GO,2017-05-12,65.0
GO,2017-05-13,11071.039999999999
GO,2017-05-15,125.20000000000002
GO,2017-05-16,890.6800000000001
GO,2017-05-17,863.53
GO,2017-05-18,322.51
GO,2017-05-19,901.54
GO,2017-05-20,323.68
GO,2017-05-21,206.76
GO,2017-05-22,486.26
GO,2017-05-23,312.85
GO,2017-05-24,340.26
GO,2017-05-25,298.37
GO,2017-05-26,230.48000000000002
GO,2017-05-27,892.02
GO,2017-05-28,96.11999999999999
GO,2017-05-29,184.83
GO,2017-05-30,290.43
GO,2017-05-31,403.81000000000006
GO,2017-06-01,1941.14
GO,2017-06-02,383.43000000000006
GO,2017-06-03,235.80999999999997
GO,2017-06-04,797.9499999999999
GO,2017-06-05,316.26
GO,2017-06-06,75.74
GO,2017-06-07,411.70000000000005
GO,2017-06-08,268.51
GO,2017-06-09,224.29
GO,2017-06-10,105.86
GO,2017-06-12,345.71
GO,2017-06-13,45.089999999999996
GO,2017-06-14,248.94
GO,2017-06-15,273.05999999999995
GO,2017-06-16,956.38
GO,2017-06-17,942.5699999999999
GO,2017-06-18,313.04
GO,2017-06-20,388.40999999999997
GO,2017-06-21,65.09
GO,2017-06-22,762.2600000000001
GO,2017-06-26,280.65
GO,2017-06-27,559.0500000000001
GO,2017-06-28,95.02
GO,2017-06-30,258.57000000000005
GO,2017-07-01,150.68
GO,2017-07-02,87.88
GO,2017-07-03,314.95
GO,2017-07-04,233.47999999999996
GO,2017-07-05,719.0
GO,2017-07-06,117.93
GO,2017-07-07,402.71
GO,2017-07-08,220.18
GO,2017-07-10,5813.31
GO,2017-07-11,580.3100000000001
GO,2017-07-12,1009.4699999999999
GO,2017-07-13,1346.67
GO,2017-07-14,553.29
GO,2017-07-15,691.4
GO,2017-07-16,309.03999999999996
GO,2017-07-18,357.86
GO,2017-07-19,76.66
GO,2017-07-20,236.23
GO,2017-07-21,703.35
GO,2017-07-22,950.6500000000001
GO,2017-07-23,85.24
GO,2017-07-24,184.91
GO,2017-07-25,222.64999999999998
GO,2017-07-26,922.72
GO,2017-07-27,130.16
GO,2017-07-29,172.49
GO,2017-07-30,710.7
GO,2017-07-31,544.91
GO,2017-08-01,90.1
GO,2017-08-02,689.97
GO,2017-08-03,269.44
GO,2017-08-04,256.36
GO,2017-08-05,188.7
GO,2017-08-06,652.38
GO,2017-08-07,763.48
GO,2017-08-08,39884.740000000005
GO,2017-08-09,588.21
GO,2017-08-10,608.22
GO,2017-08-11,618.22
GO,2017-08-12,125.52
GO,2017-08-13,292.78
GO,2017-08-14,578.69
GO,2017-08-15,121.31
GO,2017-08-16,334.36
GO,2017-08-17,394.64
GO,2017-08-18,286.96
GO,2017-08-19,131.47
GO,2017-08-20,566.65
GO,2017-08-21,133.58
GO,2017-08-22,774.38
GO,2017-08-23,130.68
GO,2017-08-24,478.52
GO,2017-08-25,93.28
GO,2017-08-26,272.09000000000003
GO,2017-08-27,857.03
GO,2017-08-28,330.5
GO,2017-08-29,481.89
GO,2017-08-30,662.51
GO,2017-08-31,364.19
GO,2017-09-01,712.6
GO,2017-09-02,804.7700000000001
GO,2017-09-03,139.98000000000002
GO,2017-09-04,713.62
GO,2017-09-05,554.47
GO,2017-09-06,1080.23
GO,2017-09-07,105.30000000000001
GO,2017-09-08,432.88000000000005
GO,2017-09-09,1619.83
GO,2017-09-11,639.7800000000001
GO,2017-09-12,1065.99
GO,2017-09-13,1189.84
GO,2017-09-14,85.55000000000001
GO,2017-09-15,76.99
GO,2017-09-16,133.25
GO,2017-09-17,31.0
GO,2017-09-18,350.9
GO,2017-09-19,565.08
GO,2017-09-20,624.1
GO,2017-09-21,748.6400000000001
GO,2017-09-22,1795.99
GO,2017-09-23,330.09000000000003
GO,2017-09-25,1660.53
GO,2017-09-26,256.84000000000003
GO,2017-09-27,436.47
GO,2017-09-28,275.43
GO,2017-09-29,251.61
GO,2017-10-01,741.5999999999999
GO,2017-10-02,116.85000000000001
GO,2017-10-03,458.87
GO,2017-10-05,3609.85
GO,2017-10-06,144.04
GO,2017-10-08,291.59000000000003
GO,2017-10-09,1141.1299999999999
GO,2017-10-10,999.51
GO,2017-10-11,652.36
GO,2017-10-12,119.91000000000001
GO,2017-10-13,460.04999999999995
GO,2017-10-14,40.86
GO,2017-10-16,270.39
GO,2017-10-17,703.0799999999999
GO,2017-10-18,559.33
GO,2017-10-19,287.45000000000005
GO,2017-10-20,211.69
GO,2017-10-21,71.03999999999999
GO,2017-10-22,627.8599999999999
GO,2017-10-23,723.85
GO,2017-10-24,241.18
GO,2017-10-25,407.6
GO,2017-10-26,405.06
GO,2017-10-27,1116.17
GO,2017-10-28,100.91000000000001
GO,2017-10-29,350.92
GO,2017-10-30,394.64
GO,2017-10-31,1056.83
GO,2017-11-01,543.05
GO,2017-11-03,1006.67
GO,2017-11-04,978.18
GO,2017-11-05,53.959999999999994
GO,2017-11-06,1264.75
GO,2017-11-07,683.7900000000001
GO,2017-11-08,277.89
GO,2017-11-09,592.32
GO,2017-11-10,1773.0699999999997
GO,2017-11-12,1796.9499999999998
GO,2017-11-13,347.72
GO,2017-11-14,350.02
GO,2017-11-15,401.02
GO,2017-11-16,672.45
GO,2017-11-18,239.76
GO,2017-11-19,124.87
GO,2017-11-20,728.25
GO,2017-11-21,690.3800000000001
GO,2017-11-22,752.9399999999999
GO,2017-11-23,4376.83
GO,2017-11-24,3182.92
GO,2017-11-25,12619.94
GO,2017-11-26,1126.15
GO,2017-11-27,1071.44
GO,2017-11-28,3431.6000000000004
GO,2017-11-29,749.0
GO,2017-11-30,1951.23
GO,2017-12-01,1451.64
GO,2017-12-02,168.94
GO,2017-12-03,544.97
GO,2017-12-04,1255.6100000000001
GO,2017-12-05,817.9100000000001
GO,2017-12-06,1454.41
GO,2017-12-07,507.90999999999997
GO,2017-12-08,90.88000000000001
GO,2017-12-09,379.31
GO,2017-12-10,1716.68
GO,2017-12-11,574.05
GO,2017-12-12,1365.79
GO,2017-12-13,276.28
GO,2017-12-14,561.36
GO,2017-12-15,80.21
GO,2017-12-16,221.19
GO,2017-12-17,120.28
GO,2017-12-18,218.35
GO,2017-12-19,632.37
GO,2017-12-20,288.94
GO,2017-12-21,105.36999999999999
GO,2017-12-22,1515.58
GO,2017-12-23,456.64
GO,2017-12-25,666.94
GO,2017-12-26,536.73
GO,2017-12-27,1227.2799999999997
GO,2017-12-28,210.28
GO,2017-12-29,405.24
GO,2017-12-30,29.09
GO,2017-12-31,43.1
GO,2018-01-01,334.74
GO,2018-01-02,496.33
GO,2018-01-03,1529.35
GO,2018-01-04,538.58
GO,2018-01-05,1206.34
GO,2018-01-06,436.97999999999996
GO,2018-01-07,338.62
GO,2018-01-08,644.92
GO,2018-01-09,2017.83
GO,2018-01-10,1105.15
GO,2018-01-11,289.09
GO,2018-01-12,486.38
GO,2018-01-13,1480.1399999999999
GO,2018-01-14,960.5899999999999
GO,2018-01-15,703.52
GO,2018-01-16,1460.8600000000001
GO,2018-01-17,1034.44
GO,2018-01-18,153.17000000000002
GO,2018-01-19,333.49
GO,2018-01-21,539.4900000000001
GO,2018-01-22,957.2
GO,2018-01-23,1113.64
GO,2018-01-24,820.72
GO,2018-01-25,536.5699999999999
GO,2018-01-26,1122.63
GO,2018-01-27,796.48
GO,2018-01-28,1309.3600000000001
GO,2018-01-29,557.26
GO,2018-01-30,122.91
GO,2018-01-31,543.97
GO,2018-02-01,484.31
GO,2018-02-02,1873.6999999999996
GO,2018-02-03,460.3
GO,2018-02-04,596.29
GO,2018-02-05,1049.22
GO,2018-02-06,308.07
GO,2018-02-07,708.59
GO,2018-02-08,309.91
GO,2018-02-09,90.21
GO,2018-02-10,469.2
GO,2018-02-11,145.81
GO,2018-02-12,708.07
GO,2018-02-13,706.34
GO,2018-02-14,1501.72
GO,2018-02-15,748.9
GO,2018-02-16,512.7
GO,2018-02-17,150.14999999999998
GO,2018-02-18,411.51
GO,2018-02-19,430.31
GO,2018-02-20,1588.51
GO,2018-02-21,2341.7200000000003
GO,2018-02-22,364.9699999999999
GO,2018-02-23,438.07000000000005
GO,2018-02-24,324.21000000000004
GO,2018-02-25,1194.02
GO,2018-02-26,818.4799999999999
GO,2018-02-27,823.1800000000001
GO,2018-02-28,1269.35
GO,2018-03-01,1979.27
GO,2018-03-02,1976.28
GO,2018-03-03,616.24
GO,2018-03-04,414.0
GO,2018-03-05,528.5699999999999
GO,2018-03-06,1513.22
GO,2018-03-07,484.39
GO,2018-03-08,408.02
GO,2018-03-09,510.1500000000001
GO,2018-03-10,668.59
GO,2018-03-11,1026.01
GO,2018-03-12,779.9
GO,2018-03-13,438.6700000000001
GO,2018-03-14,237.94
GO,2018-03-15,1332.88
GO,2018-03-16,829.01
GO,2018-03-17,1452.4399999999998
GO,2018-03-18,378.47999999999996
GO,2018-03-19,909.56
GO,2018-03-20,739.15
GO,2018-03-21,42.0
GO,2018-03-22,109.38999999999999
GO,2018-03-23,1331.0
GO,2018-03-24,645.8499999999999
GO,2018-03-25,166.38
GO,2018-03-26,952.12
GO,2018-03-27,1755.0
GO,2018-03-28,390.52
GO,2018-03-29,493.1
GO,2018-03-30,1313.42
GO,2018-03-31,321.15
GO,2018-04-01,339.40999999999997
GO,2018-04-02,824.84
GO,2018-04-03,603.26
GO,2018-04-04,893.7900000000001
GO,2018-04-05,780.4799999999999
GO,2018-04-06,835.9100000000001
GO,2018-04-07,626.21
GO,2018-04-08,128.52
GO,2018-04-09,587.95
GO,2018-04-10,123.5
GO,2018-04-11,2840.61
GO,2018-04-12,774.47
GO,2018-04-13,352.24
GO,2018-04-14,729.7299999999999
GO,2018-04-15,979.89
GO,2018-04-16,839.13
GO,2018-04-17,609.27
GO,2018-04-18,545.8199999999999
GO,2018-04-19,810.15
GO,2018-04-20,511.77
GO,2018-04-21,564.47
GO,2018-04-22,1384.95
GO,2018-04-23,1380.17
GO,2018-04-24,719.14
GO,2018-04-25,1015.46
GO,2018-04-26,312.4
GO,2018-04-27,468.6
GO,2018-04-28,1483.73
GO,2018-04-29,1346.66
GO,2018-04-30,604.49
GO,2018-05-01,1277.04
GO,2018-05-02,753.98
GO,2018-05-03,415.53
GO,2018-05-04,885.76
GO,2018-05-05,197.17
GO,2018-05-06,497.38
GO,2018-05-07,767.19
GO,2018-05-08,820.02
GO,2018-05-09,1824.6699999999998
GO,2018-05-10,714.1800000000001
GO,2018-05-11,11315.560000000001
GO,2018-05-12,485.89000000000004
GO,2018-05-13,392.53
GO,2018-05-14,1243.99
GO,2018-05-15,841.84
GO,2018-05-16,887.0
GO,2018-05-17,2177.37
GO,2018-05-18,680.0899999999999
GO,2018-05-19,896.04
GO,2018-05-20,294.78999999999996
GO,2018-05-21,93.84
GO,2018-05-22,176.63
GO,2018-05-23,283.41999999999996
GO,2018-05-24,415.77000000000004
GO,2018-05-25,39.04
GO,2018-05-26,274.08
GO,2018-05-27,49.87
GO,2018-05-28,42.65
GO,2018-05-29,220.82999999999998
GO,2018-05-30,121.88000000000001
GO,2018-05-31,1206.55
GO,2018-06-01,249.49
GO,2018-06-02,166.37
GO,2018-06-03,482.59000000000003
GO,2018-06-04,606.0899999999999
GO,2018-06-05,480.55
GO,2018-06-06,293.67
GO,2018-06-07,1856.56
GO,2018-06-08,380.22
GO,2018-06-09,175.17
GO,2018-06-10,438.1
GO,2018-06-11,597.68
GO,2018-06-12,52.57
GO,2018-06-13,798.1399999999999
GO,2018-06-14,166.46
GO,2018-06-15,297.15
GO,2018-06-16,508.7300000000001
GO,2018-06-17,336.63
GO,2018-06-18,761.4300000000001
GO,2018-06-19,92.3
GO,2018-06-20,1296.9699999999998
GO,2018-06-21,1148.5
GO,2018-06-22,66.25
GO,2018-06-23,131.05
GO,2018-06-24,5762.01
GO,2018-06-25,247.82
GO,2018-06-26,686.52
GO,2018-06-27,726.47
GO,2018-06-28,883.13
GO,2018-06-29,454.67
GO,2018-06-30,403.81000000000006
GO,2018-07-01,692.9300000000001
GO,2018-07-02,614.0
GO,2018-07-03,374.62
GO,2018-07-04,6026.11
GO,2018-07-05,926.3
GO,2018-07-06,846.73
GO,2018-07-07,3699.71
GO,2018-07-09,351.27
GO,2018-07-10,64.00999999999999
GO,2018-07-11,321.73
GO,2018-07-12,221.44
GO,2018-07-13,525.61
GO,2018-07-14,665.4300000000001
GO,2018-07-15,249.38
GO,2018-07-16,39.91
GO,2018-07-17,692.4200000000001
GO,2018-07-18,1289.31
GO,2018-07-19,995.02
GO,2018-07-20,985.04
GO,2018-07-21,929.78
GO,2018-07-22,1510.98
GO,2018-07-23,715.85
GO,2018-07-24,423.02
GO,2018-07-25,265.98
GO,2018-07-26,1463.5800000000002
GO,2018-07-27,1550.62
GO,2018-07-28,490.78999999999996
GO,2018-07-29,330.5
GO,2018-07-30,2324.5299999999997
GO,2018-07-31,2415.31
GO,2018-08-01,673.71
GO,2018-08-02,1573.1599999999999
GO,2018-08-03,1810.19
GO,2018-08-04,719.0899999999999
GO,2018-08-05,798.5000000000001
GO,2018-08-06,1739.31
GO,2018-08-07,1488.18
GO,2018-08-08,348.39
GO,2018-08-09,3957.99
GO,2018-08-10,1389.56
GO,2018-08-11,257.21000000000004
GO,2018-08-12,497.89
GO,2018-08-13,916.76
GO,2018-08-14,35.95
GO,2018-08-15,483.27000000000004
GO,2018-08-16,906.47
GO,2018-08-17,1904.0100000000002
GO,2018-08-18,654.6200000000001
GO,2018-08-19,1251.44
GO,2018-08-20,1708.5900000000001
GO,2018-08-21,1576.16
GO,2018-08-22,512.36
GO,2018-08-23,364.6
GO,2018-08-24,263.02
GO,2018-08-25,348.59000000000003
GO,2018-08-26,524.01
GO,2018-08-27,87.05
GO,2018-08-29,172.73000000000002
MA,2016-10-05,116.25999999999999
MA,2016-10-07,261.46000000000004
MA,2016-10-22,86.97
MA,2017-01-25,181.64
MA,2017-01-26,215.20999999999998
MA,2017-01-27,90.71000000000001
MA,2017-01-29,49.55
MA,2017-01-30,212.12
MA,2017-02-01,371.62
MA,2017-02-04,254.75
MA,2017-02-07,434.58000000000004
MA,2017-02-09,45.37
MA,2017-02-10,859.82
MA,2017-02-11,294.79
MA,2017-02-13,136.3
MA,2017-02-15,76.85
MA,2017-02-17,1172.26
MA,2017-02-18,67.84
MA,2017-02-19,263.1
MA,2017-02-21,157.45999999999998
MA,2017-02-23,493.11
MA,2017-02-28,364.03000000000003
MA,2017-03-05,280.45
MA,2017-03-06,84.34
MA,2017-03-10,892.9
MA,2017-03-11,48.3
MA,2017-03-15,885.62
MA,2017-03-19,89.19
MA,2017-03-20,155.5
MA,2017-03-21,62.66
MA,2017-03-25,87.8
MA,2017-03-26,956.0899999999999
MA,2017-03-27,79.55
MA,2017-03-30,372.66999999999996
MA,2017-04-04,128.76999999999998
MA,2017-04-05,456.64
MA,2017-04-07,147.61
MA,2017-04-09,262.90999999999997
MA,2017-04-10,254.11
MA,2017-04-12,35.83
MA,2017-04-14,619.1700000000001
MA,2017-04-16,115.02000000000001
MA,2017-04-18,175.78
MA,2017-04-19,76.19
MA,2017-04-20,259.26
MA,2017-04-24,54.05
MA,2017-04-26,305.59
MA,2017-04-29,429.16999999999996
MA,2017-05-05,244.12
MA,2017-05-10,49.95
MA,2017-05-11,293.61
MA,2017-05-14,252.89
MA,2017-05-15,870.0
MA,2017-05-16,220.88
MA,2017-05-20,685.78
MA,2017-05-22,685.12
MA,2017-05-23,183.73
MA,2017-05-25,556.27
MA,2017-05-29,252.97
MA,2017-05-30,58.14
MA,2017-05-31,129.27
MA,2017-06-01,263.65
MA,2017-06-03,379.2
MA,2017-06-04,143.01
MA,2017-06-05,161.32999999999998
MA,2017-06-08,211.74
MA,2017-06-09,163.42000000000002
MA,2017-06-11,606.69
MA,2017-06-13,1240.85
MA,2017-06-16,323.75
