customer_city,order_purchase_year,order_purchase_week,total_freight_charges
Ribeirao Pires,2018,3,7.46
Ribeirao Pires,2018,30,32.33
Ribeirao Pires,2018,31,9.36
Ribeirao Pires,2018,32,16.5
Ribeirao Pires,2018,34,7.58
Ribeirao Pires,2018,4,32.21
Ribeirao Pires,2018,6,81.80000000000001
Ribeirao Pires,2018,7,24.47
Ribeirao Pires,2018,8,39.28
Ribeirao Pires,2018,9,38.01
Ribeirao Preto,2017,10,207.14
Ribeirao Preto,2017,11,32.44
Ribeirao Preto,2017,12,63.59
Ribeirao Preto,2017,13,82.78
Ribeirao Preto,2017,14,51.760000000000005
Ribeirao Preto,2017,15,58.54
Ribeirao Preto,2017,16,25.54
Ribeirao Preto,2017,17,38.56
Ribeirao Preto,2017,18,22.84
Ribeirao Preto,2017,19,88.93
Ribeirao Preto,2017,20,53.010000000000005
Ribeirao Preto,2017,21,23.62
Ribeirao Preto,2017,22,51.28
Ribeirao Preto,2017,23,63.32000000000001
Ribeirao Preto,2017,24,81.85000000000001
Ribeirao Preto,2017,25,93.33999999999997
Ribeirao Preto,2017,26,183.28
Ribeirao Preto,2017,27,46.17
Ribeirao Preto,2017,28,106.97999999999999
Ribeirao Preto,2017,29,136.73000000000002
Ribeirao Preto,2017,30,78.08
Ribeirao Preto,2017,31,53.97
Ribeirao Preto,2017,32,62.53
Ribeirao Preto,2017,33,66.89
Ribeirao Preto,2017,34,164.71
Ribeirao Preto,2017,35,76.97
Ribeirao Preto,2017,36,94.69999999999999
Ribeirao Preto,2017,37,81.28999999999999
Ribeirao Preto,2017,38,40.11
Ribeirao Preto,2017,39,24.28
Ribeirao Preto,2017,4,34.14
Ribeirao Preto,2017,40,47.63
Ribeirao Preto,2017,41,71.7
Ribeirao Preto,2017,42,87.68
Ribeirao Preto,2017,43,53.17
Ribeirao Preto,2017,44,42.44
Ribeirao Preto,2017,45,84.79
Ribeirao Preto,2017,46,73.0
Ribeirao Preto,2017,47,292.94
Ribeirao Preto,2017,48,350.24
Ribeirao Preto,2017,49,236.26999999999998
Ribeirao Preto,2017,5,53.2
Ribeirao Preto,2017,50,331.56
Ribeirao Preto,2017,51,58.72
Ribeirao Preto,2017,52,130.44
Ribeirao Preto,2017,6,59.95
Ribeirao Preto,2017,7,41.7
Ribeirao Preto,2017,8,24.96
Ribeirao Preto,2017,9,11.85
Ribeirao Preto,2018,1,107.85
Ribeirao Preto,2018,10,285.79
Ribeirao Preto,2018,11,179.74
Ribeirao Preto,2018,12,288.25
Ribeirao Preto,2018,13,192.0
Ribeirao Preto,2018,14,30.47
Ribeirao Preto,2018,15,150.19
Ribeirao Preto,2018,16,144.66
Ribeirao Preto,2018,17,160.06
Ribeirao Preto,2018,18,353.75
Ribeirao Preto,2018,19,169.49
Ribeirao Preto,2018,2,135.22
Ribeirao Preto,2018,20,76.82000000000001
Ribeirao Preto,2018,21,30.24
Ribeirao Preto,2018,22,165.97000000000003
Ribeirao Preto,2018,23,76.45
Ribeirao Preto,2018,24,308.23
Ribeirao Preto,2018,25,218.85000000000002
Ribeirao Preto,2018,26,112.78999999999999
Ribeirao Preto,2018,27,70.83
Ribeirao Preto,2018,28,122.03
Ribeirao Preto,2018,29,219.8
Ribeirao Preto,2018,3,233.58
Ribeirao Preto,2018,30,41.82
Ribeirao Preto,2018,31,295.06
Ribeirao Preto,2018,32,283.01
Ribeirao Preto,2018,33,235.47
Ribeirao Preto,2018,34,27.08
Ribeirao Preto,2018,35,13.06
Ribeirao Preto,2018,4,335.6
Ribeirao Preto,2018,5,127.3
Ribeirao Preto,2018,6,168.60999999999999
Ribeirao Preto,2018,7,77.00999999999999
Ribeirao Preto,2018,8,305.55
Ribeirao Preto,2018,9,158.68
Ribeirao Vermelho,2017,40,18.91
Ribeirao Vermelho,2017,45,57.92
Ribeirao das Neves,2016,40,15.73
Ribeirao das Neves,2017,10,28.5
Ribeirao das Neves,2017,13,17.22
Ribeirao das Neves,2017,14,13.74
Ribeirao das Neves,2017,18,18.38
Ribeirao das Neves,2017,20,31.25
Ribeirao das Neves,2017,23,131.82
Ribeirao das Neves,2017,24,15.28
Ribeirao das Neves,2017,28,26.93
Ribeirao das Neves,2017,31,91.13000000000001
Ribeirao das Neves,2017,32,34.519999999999996
Ribeirao das Neves,2017,34,15.1
Ribeirao das Neves,2017,35,48.809999999999995
Ribeirao das Neves,2017,36,14.1
Ribeirao das Neves,2017,37,113.30000000000001
Ribeirao das Neves,2017,38,19.84
Ribeirao das Neves,2017,39,36.28
Ribeirao das Neves,2017,4,15.99
Ribeirao das Neves,2017,41,27.05
Ribeirao das Neves,2017,42,30.4
Ribeirao das Neves,2017,45,65.77
Ribeirao das Neves,2017,46,14.38
Ribeirao das Neves,2017,47,24.3
Ribeirao das Neves,2017,49,109.24
Ribeirao das Neves,2017,50,166.85
Ribeirao das Neves,2017,51,84.64999999999999
Ribeirao das Neves,2017,6,32.42
Ribeirao das Neves,2017,7,16.16
Ribeirao das Neves,2017,8,7.74
Ribeirao das Neves,2018,1,38.0
Ribeirao das Neves,2018,10,28.2
Ribeirao das Neves,2018,12,63.24
Ribeirao das Neves,2018,15,9.34
Ribeirao das Neves,2018,16,14.52
Ribeirao das Neves,2018,17,33.3
Ribeirao das Neves,2018,18,18.35
Ribeirao das Neves,2018,19,55.949999999999996
Ribeirao das Neves,2018,2,33.35
Ribeirao das Neves,2018,20,56.56
Ribeirao das Neves,2018,21,47.660000000000004
Ribeirao das Neves,2018,22,31.479999999999997
Ribeirao das Neves,2018,23,41.12
Ribeirao das Neves,2018,24,31.53
Ribeirao das Neves,2018,25,14.1
Ribeirao das Neves,2018,26,65.17
Ribeirao das Neves,2018,27,20.27
Ribeirao das Neves,2018,28,44.53
Ribeirao das Neves,2018,29,14.51
Ribeirao das Neves,2018,3,63.660000000000004
Ribeirao das Neves,2018,30,40.5
Ribeirao das Neves,2018,31,46.81
Ribeirao das Neves,2018,32,42.62
Ribeirao das Neves,2018,33,15.24
Ribeirao das Neves,2018,35,16.61
Ribeirao das Neves,2018,4,30.7
Ribeirao das Neves,2018,5,88.91
Ribeirao das Neves,2018,6,18.33
Ribeirao das Neves,2018,7,94.71000000000001
Ribeirao das Neves,2018,8,35.209999999999994
Ribeirao das Neves,2018,9,35.21
Ribeirao do Largo,2018,5,16.79
Ribeirao do Pinhal,2018,12,19.39
Ribeirao do Pinhal,2018,19,17.14
Ribeirao do Pinhal,2018,26,20.97
Ribeirao do Pinhal,2018,31,42.51
Ribeirao do Sul,2017,28,11.87
Ribeirao do Sul,2017,42,15.72
Ribeirao do Sul,2017,50,14.19
Ribeirao do Sul,2018,7,15.28
Ribeirao dos Indios,2018,21,13.85
Ribeiraozinho,2017,34,32.33
Ribeiraozinho,2017,40,25.7
Ribeiropolis,2017,11,35.77
Ribeiropolis,2018,19,64.58
Rincao,2018,17,11.85
Rincao,2018,30,13.37
Rinopolis,2017,52,15.33
Rinopolis,2018,24,10.96
Rinopolis,2018,26,26.03
Rinopolis,2018,4,10.96
Rinopolis,2018,5,11.13
Rio Acima,2017,14,25.12
Rio Acima,2017,23,75.8
Rio Acima,2017,31,17.78
Rio Acima,2017,49,19.91
Rio Acima,2017,52,15.1
Rio Acima,2018,11,15.53
Rio Acima,2018,18,18.31
Rio Acima,2018,26,15.13
Rio Acima,2018,9,38.42
Rio Azul,2017,17,73.57
Rio Azul,2017,47,81.61
Rio Azul,2017,49,14.52
Rio Azul,2018,22,17.6
Rio Azul,2018,25,65.5
Rio Azul,2018,31,34.27
Rio Bananal,2017,19,15.15
Rio Bananal,2017,49,14.52
Rio Bananal,2018,1,17.81
Rio Bananal,2018,20,19.46
Rio Bananal,2018,23,12.75
Rio Bananal,2018,24,17.65
Rio Bom,2018,13,34.85
Rio Bonito,2017,10,41.33
Rio Bonito,2017,11,36.08
Rio Bonito,2017,18,23.19
Rio Bonito,2017,19,17.6
Rio Bonito,2017,22,22.05
Rio Bonito,2017,25,22.17
Rio Bonito,2017,27,14.32
Rio Bonito,2017,30,17.81
Rio Bonito,2017,31,16.3
Rio Bonito,2017,33,38.78
Rio Bonito,2017,38,18.08
Rio Bonito,2017,45,18.23
Rio Bonito,2017,48,16.6
Rio Bonito,2017,49,112.36000000000001
Rio Bonito,2017,8,17.81
Rio Bonito,2018,11,21.19
Rio Bonito,2018,12,21.33
Rio Bonito,2018,14,40.45
Rio Bonito,2018,15,33.63
Rio Bonito,2018,16,67.4
Rio Bonito,2018,18,18.61
Rio Bonito,2018,20,15.1
Rio Bonito,2018,24,19.26
Rio Bonito,2018,3,17.95
Rio Bonito,2018,33,21.05
Rio Bonito,2018,4,36.35
Rio Bonito,2018,5,15.1
Rio Bonito,2018,7,107.05000000000001
Rio Bonito,2018,9,33.67
Rio Bonito do Iguacu,2017,48,18.45
Rio Bonito do Iguacu,2018,2,15.68
Rio Branco,2017,12,50.76
Rio Branco,2017,13,63.459999999999994
Rio Branco,2017,19,26.04
Rio Branco,2017,20,49.3
Rio Branco,2017,21,22.12
Rio Branco,2017,22,144.92000000000002
Rio Branco,2017,23,102.57
Rio Branco,2017,26,51.8
Rio Branco,2017,29,16.79
Rio Branco,2017,31,47.37
Rio Branco,2017,32,31.33
Rio Branco,2017,33,66.24
Rio Branco,2017,34,14.86
Rio Branco,2017,35,108.92
Rio Branco,2017,37,25.47
Rio Branco,2017,38,16.79
Rio Branco,2017,40,27.69
Rio Branco,2017,42,39.05
Rio Branco,2017,43,86.19
Rio Branco,2017,44,39.27
Rio Branco,2017,45,24.89
Rio Branco,2017,46,72.38
Rio Branco,2017,47,204.47
Rio Branco,2017,48,31.02
Rio Branco,2017,50,68.94
Rio Branco,2017,52,123.92999999999999
Rio Branco,2018,1,117.38999999999999
Rio Branco,2018,10,25.38
Rio Branco,2018,11,85.88
Rio Branco,2018,12,13.07
Rio Branco,2018,13,22.4
Rio Branco,2018,16,52.92
Rio Branco,2018,17,148.79
Rio Branco,2018,18,138.86
Rio Branco,2018,19,30.23
Rio Branco,2018,2,50.96
Rio Branco,2018,20,38.08
Rio Branco,2018,24,83.03
Rio Branco,2018,27,38.95
Rio Branco,2018,29,63.81
Rio Branco,2018,3,42.82
Rio Branco,2018,31,46.92
Rio Branco,2018,32,55.480000000000004
Rio Branco,2018,33,33.58
Rio Branco,2018,4,84.0
Rio Branco,2018,5,122.78999999999999
Rio Branco,2018,7,97.91
Rio Branco,2018,8,26.04
Rio Branco,2018,9,46.94
Rio Branco do Ivai,2018,10,18.95
Rio Branco do Sul,2017,12,18.18
Rio Branco do Sul,2017,19,14.52
Rio Branco do Sul,2017,24,15.9
Rio Branco do Sul,2017,25,27.29
Rio Branco do Sul,2017,27,18.23
Rio Branco do Sul,2017,45,10.53
Rio Branco do Sul,2017,46,15.5
Rio Branco do Sul,2017,49,31.55
Rio Branco do Sul,2018,33,31.230000000000004
Rio Branco do Sul,2018,5,20.98
Rio Brilhante,2017,47,18.13
Rio Brilhante,2017,48,18.27
Rio Brilhante,2018,1,16.46
Rio Brilhante,2018,15,16.79
Rio Brilhante,2018,16,17.02
Rio Brilhante,2018,29,27.17
Rio Brilhante,2018,34,21.96
Rio Brilhante,2018,7,16.79
Rio Casca,2017,37,23.23
Rio Casca,2017,40,18.23
Rio Casca,2017,46,47.27
Rio Casca,2017,47,18.23
Rio Casca,2018,1,11.82
Rio Casca,2018,26,27.38
Rio Casca,2018,8,26.27
Rio Claro,2016,40,13.64
Rio Claro,2017,10,39.11
Rio Claro,2017,12,17.76
Rio Claro,2017,13,27.33
Rio Claro,2017,14,21.29
Rio Claro,2017,15,7.78
Rio Claro,2017,19,14.99
Rio Claro,2017,20,77.75
Rio Claro,2017,21,26.91
Rio Claro,2017,22,7.78
Rio Claro,2017,23,56.339999999999996
Rio Claro,2017,24,28.61
Rio Claro,2017,26,14.52
Rio Claro,2017,27,13.25
Rio Claro,2017,28,30.15
Rio Claro,2017,29,27.79
Rio Claro,2017,30,25.29
Rio Claro,2017,31,11.88
Rio Claro,2017,33,12.74
Rio Claro,2017,34,13.12
Rio Claro,2017,35,28.84
Rio Claro,2017,36,93.47
Rio Claro,2017,37,25.89
Rio Claro,2017,38,55.67999999999999
Rio Claro,2017,39,7.78
Rio Claro,2017,4,31.71
Rio Claro,2017,40,73.39
Rio Claro,2017,42,32.1
Rio Claro,2017,43,18.15
Rio Claro,2017,44,28.72
Rio Claro,2017,45,27.69
Rio Claro,2017,46,30.229999999999997
Rio Claro,2017,47,302.83
Rio Claro,2017,48,29.310000000000002
Rio Claro,2017,49,40.839999999999996
Rio Claro,2017,5,15.1
Rio Claro,2017,50,54.74999999999999
Rio Claro,2017,52,46.620000000000005
Rio Claro,2017,6,12.74
Rio Claro,2017,7,7.55
Rio Claro,2017,8,8.11
Rio Claro,2017,9,13.56
Rio Claro,2018,1,17.4
Rio Claro,2018,10,26.86
Rio Claro,2018,11,55.02
Rio Claro,2018,12,23.7
Rio Claro,2018,13,23.21
Rio Claro,2018,14,28.279999999999998
Rio Claro,2018,15,30.529999999999998
Rio Claro,2018,16,73.8
Rio Claro,2018,17,22.15
Rio Claro,2018,18,19.32
Rio Claro,2018,19,40.26
Rio Claro,2018,2,57.37
Rio Claro,2018,20,62.55
Rio Claro,2018,21,37.87
Rio Claro,2018,23,64.11
Rio Claro,2018,24,17.28
Rio Claro,2018,25,13.37
Rio Claro,2018,26,12.13
Rio Claro,2018,27,33.6
Rio Claro,2018,28,80.17
Rio Claro,2018,29,48.64
Rio Claro,2018,30,13.93
Rio Claro,2018,31,21.54
Rio Claro,2018,32,52.120000000000005
Rio Claro,2018,33,72.23
Rio Claro,2018,34,22.490000000000002
Rio Claro,2018,4,14.43
Rio Claro,2018,5,100.88
Rio Claro,2018,6,77.71
Rio Claro,2018,7,71.3
Rio Claro,2018,8,104.14000000000001
Rio Claro,2018,9,54.15
Rio Doce,2018,24,30.2
Rio Doce,2018,28,18.49
Rio Formoso,2017,25,35.67
Rio Formoso,2017,37,57.04
Rio Formoso,2018,24,26.4
Rio Formoso,2018,30,26.93
Rio Fortuna,2017,10,16.57
Rio Fortuna,2017,49,14.52
Rio Fortuna,2018,19,26.99
Rio Grande,2017,11,12.48
Rio Grande,2017,12,28.47
Rio Grande,2017,13,23.85
Rio Grande,2017,14,44.459999999999994
Rio Grande,2017,16,42.43
Rio Grande,2017,20,24.9
Rio Grande,2017,22,54.43000000000001
Rio Grande,2017,23,26.68
Rio Grande,2017,26,16.11
Rio Grande,2017,29,33.99
Rio Grande,2017,30,15.17
Rio Grande,2017,31,91.16
Rio Grande,2017,32,41.94
Rio Grande,2017,33,17.95
Rio Grande,2017,34,60.18000000000001
Rio Grande,2017,35,131.89000000000001
Rio Grande,2017,37,17.16
Rio Grande,2017,39,14.76
Rio Grande,2017,40,36.26
Rio Grande,2017,41,34.019999999999996
Rio Grande,2017,42,46.68
Rio Grande,2017,43,19.0
Rio Grande,2017,44,18.3
Rio Grande,2017,45,170.7
Rio Grande,2017,46,18.54
Rio Grande,2017,47,17.94
Rio Grande,2017,48,73.27000000000001
Rio Grande,2017,49,15.1
Rio Grande,2017,50,99.08
Rio Grande,2017,52,16.94
Rio Grande,2017,7,22.66
Rio Grande,2017,8,15.18
Rio Grande,2017,9,49.04
Rio Grande,2018,10,36.55
Rio Grande,2018,11,24.62
Rio Grande,2018,12,52.68
Rio Grande,2018,13,62.35999999999999
Rio Grande,2018,14,34.69
Rio Grande,2018,15,84.62
Rio Grande,2018,16,67.7
Rio Grande,2018,18,61.56
Rio Grande,2018,19,41.33
Rio Grande,2018,2,44.79
Rio Grande,2018,22,16.15
Rio Grande,2018,23,51.989999999999995
Rio Grande,2018,24,64.19
Rio Grande,2018,25,135.75
Rio Grande,2018,26,23.63
Rio Grande,2018,27,52.89
Rio Grande,2018,3,15.45
Rio Grande,2018,30,34.0
Rio Grande,2018,31,25.37
Rio Grande,2018,32,51.94
Rio Grande,2018,33,102.94999999999999
Rio Grande,2018,4,17.67
Rio Grande,2018,5,158.34
Rio Grande,2018,7,15.1
Rio Grande,2018,8,34.44
Rio Grande,2018,9,94.44
Rio Grande da Serra,2017,14,13.25
Rio Grande da Serra,2017,17,25.74
Rio Grande da Serra,2017,19,3.48
Rio Grande da Serra,2017,37,12.13
Rio Grande da Serra,2017,38,8.86
Rio Grande da Serra,2017,44,7.81
Rio Grande da Serra,2017,49,9.34
Rio Grande da Serra,2017,5,7.78
Rio Grande da Serra,2018,11,7.78
Rio Grande da Serra,2018,12,7.65
Rio Grande da Serra,2018,13,53.879999999999995
Rio Grande da Serra,2018,14,13.15
Rio Grande da Serra,2018,18,21.830000000000002
Rio Grande da Serra,2018,19,8.09
Rio Grande da Serra,2018,2,12.7
Rio Grande da Serra,2018,20,21.88
Rio Grande da Serra,2018,23,10.96
Rio Grande da Serra,2018,26,9.8
Rio Grande da Serra,2018,29,17.6
Rio Grande da Serra,2018,34,11.85
Rio Grande do Piaui,2018,26,20.8
Rio Largo,2018,13,24.11
Rio Largo,2018,14,42.78
Rio Largo,2018,28,26.16
Rio Manso,2017,51,35.87
Rio Maria,2017,50,28.09
Rio Maria,2018,12,28.81
Rio Maria,2018,16,56.9
Rio Maria,2018,28,29.02
Rio Negrinho,2017,30,18.23
Rio Negrinho,2017,33,18.64
Rio Negrinho,2017,38,17.7
Rio Negrinho,2017,43,17.07
Rio Negrinho,2017,49,15.1
Rio Negrinho,2017,50,13.57
Rio Negrinho,2018,16,15.13
Rio Negrinho,2018,20,17.75
Rio Negrinho,2018,25,15.1
Rio Negrinho,2018,29,16.14
Rio Negro,2017,31,15.1
Rio Negro,2017,38,21.14
Rio Negro,2017,42,19.2
Rio Negro,2017,45,26.17
Rio Negro,2017,8,27.04
Rio Negro,2018,11,15.15
Rio Negro,2018,14,12.48
Rio Negro,2018,19,34.7
Rio Negro,2018,20,38.64
Rio Negro,2018,23,14.58
Rio Negro,2018,3,32.08
Rio Negro,2018,32,15.17
Rio Negro,2018,33,15.1
Rio Negro,2018,9,37.16
Rio Novo,2016,40,23.69
Rio Novo,2018,3,17.61
Rio Novo,2018,5,5.37
Rio Novo do Sul,2017,25,16.79
Rio Novo do Sul,2017,31,62.269999999999996
Rio Novo do Sul,2017,49,15.1
Rio Novo do Sul,2018,11,36.44
Rio Novo do Sul,2018,3,33.5
Rio Novo do Sul,2018,31,15.15
Rio Paranaiba,2017,18,28.89
Rio Paranaiba,2017,20,20.01
Rio Paranaiba,2017,22,18.0
Rio Paranaiba,2017,33,10.96
Rio Paranaiba,2017,34,15.1
Rio Paranaiba,2017,47,20.15
Rio Paranaiba,2018,19,15.8
Rio Paranaiba,2018,20,20.02
Rio Paranaiba,2018,3,34.76
Rio Paranaiba,2018,33,16.01
Rio Pardo,2017,19,26.27
Rio Pardo,2018,19,38.59
Rio Pardo,2018,2,38.88
Rio Pardo,2018,20,17.85
Rio Pardo,2018,22,18.37
Rio Pardo,2018,3,17.81
Rio Pardo de Minas,2017,13,12.48
Rio Pardo de Minas,2017,22,19.32
Rio Pardo de Minas,2017,39,32.44
Rio Pardo de Minas,2018,19,17.06
Rio Pardo de Minas,2018,20,15.45
Rio Pardo de Minas,2018,31,40.56
Rio Piracicaba,2017,16,26.09
Rio Piracicaba,2017,32,16.95
Rio Piracicaba,2017,4,17.6
Rio Piracicaba,2018,11,17.15
Rio Piracicaba,2018,14,14.78
Rio Piracicaba,2018,15,15.15
Rio Piracicaba,2018,24,16.28
Rio Piracicaba,2018,6,16.79
Rio Pomba,2017,19,15.1
Rio Pomba,2017,47,61.790000000000006
Rio Pomba,2017,49,172.98
Rio Pomba,2017,6,16.29
Rio Pomba,2018,11,14.52
Rio Pomba,2018,23,15.1
Rio Pomba,2018,24,15.1
Rio Pomba,2018,6,17.67
Rio Pomba,2018,7,18.23
Rio Preto,2017,34,27.89
Rio Real,2017,47,61.620000000000005
Rio Real,2018,18,16.8
Rio Real,2018,19,16.81
Rio Rufino,2018,32,17.66
Rio Tinto,2017,16,25.32
Rio Tinto,2017,44,25.03
Rio Tinto,2017,51,59.39
Rio Tinto,2018,4,0.0
Rio Verde,2017,14,16.53
Rio Verde,2017,17,17.19
Rio Verde,2017,19,458.73
Rio Verde,2017,20,35.67
Rio Verde,2017,23,48.92
Rio Verde,2017,24,42.5
Rio Verde,2017,27,17.83
Rio Verde,2017,28,32.28
Rio Verde,2017,29,15.79
Rio Verde,2017,35,30.77
Rio Verde,2017,36,16.94
Rio Verde,2017,38,23.19
Rio Verde,2017,39,16.35
Rio Verde,2017,40,18.22
Rio Verde,2017,43,46.44
Rio Verde,2017,44,18.12
Rio Verde,2017,47,22.89
Rio Verde,2017,48,38.84
Rio Verde,2017,49,37.370000000000005
Rio Verde,2017,50,23.6
Rio Verde,2017,52,18.22
Rio Verde,2017,7,39.989999999999995
Rio Verde,2018,1,24.38
Rio Verde,2018,12,20.98
Rio Verde,2018,13,348.86
Rio Verde,2018,14,17.88
Rio Verde,2018,15,20.27
Rio Verde,2018,16,19.99
Rio Verde,2018,17,18.94
Rio Verde,2018,2,16.18
Rio Verde,2018,22,16.39
Rio Verde,2018,25,15.1
Rio Verde,2018,26,32.89
Rio Verde,2018,31,35.400000000000006
Rio Verde,2018,32,34.69
Rio Verde,2018,34,15.1
Rio Verde,2018,4,55.42
Rio Verde,2018,6,36.38
Rio Verde,2018,7,38.28
Rio Verde,2018,8,118.82000000000001
Rio Verde de Mato Grosso,2018,10,45.13
Rio Verde de Mato Grosso,2018,16,23.91
Rio Vermelho,2018,27,16.13
Rio Vermelho,2018,31,27.46
Rio Vermelho,2018,35,52.5
Rio Vermelho,2018,5,15.16
Rio das Antas,2017,34,23.09
Rio das Antas,2017,51,16.21
Rio das Antas,2018,17,15.1
Rio das Antas,2018,34,21.88
Rio das Flores,2017,48,32.68
Rio das Flores,2018,14,28.89
Rio das Flores,2018,33,16.39
Rio das Ostras,2016,40,18.05
Rio das Ostras,2017,12,14.62
Rio das Ostras,2017,13,15.1
Rio das Ostras,2017,14,70.69
Rio das Ostras,2017,16,33.42
Rio das Ostras,2017,18,51.03
Rio das Ostras,2017,20,14.52
Rio das Ostras,2017,22,25.82
Rio das Ostras,2017,23,15.56
Rio das Ostras,2017,25,22.06
Rio das Ostras,2017,27,66.33
Rio das Ostras,2017,28,84.17
Rio das Ostras,2017,30,51.7
Rio das Ostras,2017,32,16.01
Rio das Ostras,2017,34,31.89
Rio das Ostras,2017,35,22.13
Rio das Ostras,2017,36,53.1
Rio das Ostras,2017,37,32.58
Rio das Ostras,2017,38,92.63
Rio das Ostras,2017,39,50.41
Rio das Ostras,2017,41,14.52
Rio das Ostras,2017,42,106.66
Rio das Ostras,2017,43,32.87
Rio das Ostras,2017,44,15.1
Rio das Ostras,2017,45,60.300000000000004
Rio das Ostras,2017,46,18.2
Rio das Ostras,2017,47,91.14999999999999
Rio das Ostras,2017,48,94.34
Rio das Ostras,2017,49,17.92
Rio das Ostras,2017,50,16.01
Rio das Ostras,2017,51,93.4
Rio das Ostras,2017,6,38.08
Rio das Ostras,2017,9,52.95
Rio das Ostras,2018,1,62.69
Rio das Ostras,2018,10,149.55
Rio das Ostras,2018,12,48.81
Rio das Ostras,2018,14,109.97999999999999
Rio das Ostras,2018,15,86.63999999999999
Rio das Ostras,2018,16,260.01
Rio das Ostras,2018,18,59.87
Rio das Ostras,2018,19,59.959999999999994
Rio das Ostras,2018,2,34.04
Rio das Ostras,2018,20,113.64
Rio das Ostras,2018,21,35.86
Rio das Ostras,2018,22,28.990000000000002
Rio das Ostras,2018,23,61.72
Rio das Ostras,2018,24,15.14
Rio das Ostras,2018,25,109.91
Rio das Ostras,2018,26,118.92
Rio das Ostras,2018,27,53.760000000000005
Rio das Ostras,2018,28,90.82
Rio das Ostras,2018,3,59.82
Rio das Ostras,2018,30,51.59
Rio das Ostras,2018,31,61.629999999999995
Rio das Ostras,2018,32,42.01
Rio das Ostras,2018,33,48.379999999999995
Rio das Ostras,2018,34,16.05
Rio das Ostras,2018,4,32.67
Rio das Ostras,2018,5,36.17
Rio das Ostras,2018,6,35.620000000000005
Rio das Ostras,2018,7,164.69000000000003
Rio das Ostras,2018,8,40.35
Rio das Ostras,2018,9,23.4
Rio das Pedras,2017,14,10.96
Rio das Pedras,2017,29,10.62
Rio das Pedras,2017,48,13.71
Rio das Pedras,2018,13,10.96
Rio das Pedras,2018,16,16.27
Rio das Pedras,2018,27,16.57
Rio das Pedras,2018,29,14.55
Rio das Pedras,2018,31,11.9
Rio das Pedras,2018,5,24.310000000000002
Rio de Contas,2017,8,27.31
Rio de Contas,2018,2,19.92
Rio do Antonio,2017,22,22.91
Rio do Antonio,2017,49,17.53
Rio do Campo,2017,5,66.01
Rio do Campo,2018,14,16.79
Rio do Campo,2018,16,17.74
Rio do Fogo,2018,19,31.09
Rio do Oeste,2017,31,15.15
Rio do Oeste,2017,37,15.1
Rio do Oeste,2017,46,15.53
Rio do Pires,2017,33,22.06
Rio do Pires,2018,30,23.57
Rio do Prado,2018,14,15.15
Rio do Sul,2017,1,6.52
Rio do Sul,2017,11,15.08
Rio do Sul,2017,14,18.28
Rio do Sul,2017,19,19.15
Rio do Sul,2017,2,17.64
Rio do Sul,2017,20,18.49
Rio do Sul,2017,27,61.32
Rio do Sul,2017,28,15.15
Rio do Sul,2017,35,29.88
Rio do Sul,2017,37,52.26
Rio do Sul,2017,40,50.98
Rio do Sul,2017,42,56.480000000000004
Rio do Sul,2017,46,115.84
Rio do Sul,2017,47,46.48
Rio do Sul,2017,49,76.53
Rio do Sul,2017,50,16.31
Rio do Sul,2017,51,16.25
Rio do Sul,2017,6,16.93
Rio do Sul,2018,13,18.65
Rio do Sul,2018,15,19.32
Rio do Sul,2018,16,17.94
Rio do Sul,2018,17,34.92
Rio do Sul,2018,19,17.67
Rio do Sul,2018,2,15.1
Rio do Sul,2018,20,118.67999999999999
Rio do Sul,2018,22,18.37
Rio do Sul,2018,24,15.1
Rio do Sul,2018,25,32.97
Rio do Sul,2018,26,56.15
Rio do Sul,2018,27,52.52
Rio do Sul,2018,28,16.29
Rio do Sul,2018,29,18.65
Rio do Sul,2018,3,18.44
Rio do Sul,2018,30,22.75
Rio do Sul,2018,31,12.6
Rio do Sul,2018,32,49.67
Rio do Sul,2018,6,33.33
Rio dos Cedros,2017,30,17.92
Rio dos Cedros,2017,46,22.06
Rio dos Indios,2018,25,22.85
Riolandia,2017,31,15.96
Riolandia,2017,44,44.1
Riolandia,2017,50,40.31
Riolandia,2018,18,14.44
Riolandia,2018,25,12.97
Riolandia,2018,3,10.96
Riqueza,2017,51,15.37
Ritapolis,2017,27,17.74
Ritapolis,2017,4,33.58
Ritapolis,2017,49,20.15
Rive,2018,5,25.63
Roca Sales,2017,11,17.95
Roca Sales,2018,33,30.43
Roda Velha,2018,12,19.93
Rodeio,2017,34,19.72
Rodeio,2017,40,16.33
Rodeio,2017,49,16.11
Rodeio,2017,52,1.36
Rodeio,2017,8,18.41
Rodeio,2018,12,17.78
Rodeio,2018,14,31.19
Rodeio,2018,2,16.26
Rodeio,2018,3,30.42
Rodeio Bonito,2018,28,21.44
Rodeiro,2017,16,45.29
Rodeiro,2018,24,20.15
Rodeiro,2018,34,16.85
Rodelas,2017,15,17.81
Rodelas,2017,25,20.8
Rodelas,2018,34,18.01
Rodolfo Fernandes,2018,1,34.15
Rodolfo Fernandes,2018,9,36.16
Rolandia,2017,14,23.23
Rolandia,2017,25,30.87
Rolandia,2017,30,15.8
Rolandia,2017,34,17.0
Rolandia,2017,42,22.24
Rolandia,2017,43,22.09
Rolandia,2017,44,15.1
Rolandia,2017,45,26.68
Rolandia,2017,46,21.2
Rolandia,2017,49,16.11
Rolandia,2017,5,23.63
Rolandia,2017,52,16.28
