customer_city,order_purchase_year,order_purchase_week,total_freight_charges
ALMIRANTE TAMANDARE DO SUL,2017,43,15.1
ALMIRANTE TAMANDARE DO SUL,2018,27,23.28
ALTA FLORESTA D'OESTE,2017,47,37.77
ALTA FLORESTA D'OESTE,2018,1,52.17
ALTO ALEGRE DOS PARECIS,2017,46,46.95
ALTO ALEGRE DOS PARECIS,2017,47,46.96
ALTO ALEGRE DOS PARECIS,2018,4,44.02
ALVORADA D'OESTE,2017,43,70.12
ALVORADA D'OESTE,2018,9,53.02
Abadia dos Dourados,2017,20,20.63
Abadia dos Dourados,2018,24,18.38
Abadia dos Dourados,2018,33,15.59
Abadiania,2018,30,16.24
Abadiania,2018,9,75.53
Abaete,2016,40,16.53
Abaete,2017,30,13.37
Abaete,2017,31,14.66
Abaete,2018,13,17.89
Abaete,2018,16,19.7
Abaete,2018,24,12.07
Abaete,2018,25,15.15
Abaete,2018,30,13.37
Abaetetuba,2017,24,39.38
Abaetetuba,2017,38,46.82
Abaetetuba,2017,41,24.84
Abaetetuba,2017,46,34.15
Abaetetuba,2017,50,37.82
Abaetetuba,2018,1,68.09
Abaetetuba,2018,15,37.04
Abaetetuba,2018,27,64.8
Abaetetuba,2018,32,28.05
Abaetetuba,2018,33,70.93
Abaetetuba,2018,34,25.63
Abaiara,2018,32,85.51
Abaira,2018,32,22.06
Abare,2017,51,17.48
Abatia,2017,44,19.32
Abatia,2018,32,17.88
Abdon Batista,2017,4,17.88
Abdon Batista,2018,19,15.65
Abdon Batista,2018,27,15.65
Abel Figueiredo,2017,32,25.63
Abel Figueiredo,2017,52,35.82
Abelardo Luz,2017,37,23.21
Abelardo Luz,2017,48,37.2
Abelardo Luz,2018,15,31.94
Abelardo Luz,2018,16,15.1
Abelardo Luz,2018,28,15.1
Abrantes,2017,14,22.01
Abrantes,2017,5,18.8
Abrantes,2018,23,18.13
Abrantes,2018,7,15.79
Abre Campo,2017,39,21.26
Abre Campo,2017,48,16.35
Abre Campo,2017,52,15.1
Abre Campo,2018,10,12.48
Abre Campo,2018,12,15.1
Abre Campo,2018,13,17.6
Abre Campo,2018,17,17.92
Abreu e Lima,2017,18,130.97
Abreu e Lima,2017,30,28.75
Abreu e Lima,2017,35,19.04
Abreu e Lima,2017,49,19.17
Abreu e Lima,2017,50,17.68
Abreu e Lima,2018,16,19.13
Abreu e Lima,2018,21,17.68
Abreu e Lima,2018,23,24.97
Abreu e Lima,2018,29,28.82
Abreu e Lima,2018,6,25.83
Abreu e Lima,2018,8,21.06
Acaiaca,2018,29,27.9
Acaiaca,2018,31,15.1
Acailandia,2017,21,54.46
Acailandia,2017,22,43.11
Acailandia,2017,44,35.06
Acailandia,2017,47,34.15
Acailandia,2018,27,36.0
Acailandia,2018,30,34.84
Acarau,2017,43,25.63
Acarau,2017,44,24.84
Acarau,2017,46,35.83
Acarau,2018,12,36.15
Acarau,2018,14,56.519999999999996
Acarau,2018,23,27.45
Acarau,2018,29,35.83
Acari,2017,28,48.43
Acegua,2017,33,21.65
Acopiara,2017,15,29.03
Acopiara,2017,31,25.63
Acopiara,2017,32,80.67
Acopiara,2017,33,28.81
Acopiara,2018,21,38.27
Acopiara,2018,8,57.88
Acreuna,2017,20,86.98
Acreuna,2018,19,67.19
Acreuna,2018,23,15.38
Acreuna,2018,28,36.88
Acu,2017,28,48.18
Acu,2017,31,43.25
Acu,2018,18,34.18
Acu,2018,19,43.41
Acu,2018,20,62.22
Acu,2018,5,49.68
Acucena,2017,37,54.79
Acucena,2018,33,18.87
Acucena,2018,6,20.19
Adamantina,2017,12,14.47
Adamantina,2017,23,12.69
Adamantina,2017,30,11.85
Adamantina,2017,31,20.96
Adamantina,2017,38,30.759999999999998
Adamantina,2017,41,17.44
Adamantina,2017,43,82.47999999999999
Adamantina,2017,46,13.08
Adamantina,2017,48,13.4
Adamantina,2017,51,11.85
Adamantina,2017,7,11.85
Adamantina,2018,1,12.74
Adamantina,2018,12,17.48
Adamantina,2018,13,38.07
Adamantina,2018,14,11.85
Adamantina,2018,16,10.96
Adamantina,2018,20,29.12
Adamantina,2018,22,18.02
Adamantina,2018,28,25.38
Adamantina,2018,3,24.14
Adamantina,2018,30,16.01
Adamantina,2018,32,45.03
Adamantina,2018,33,13.43
Adamantina,2018,4,17.21
Adamantina,2018,5,17.44
Adhemar de Barros,2017,46,27.29
Adolfo,2017,28,24.81
Adolfo,2018,15,13.43
Adolfo,2018,19,11.87
Adolfo,2018,9,46.85
Adrianopolis,2017,44,17.95
Adrianopolis,2018,11,15.27
Adustina,2017,22,39.6
Adustina,2017,52,16.79
Adustina,2018,17,27.47
Afogados da Ingazeira,2017,11,26.89
Afogados da Ingazeira,2017,24,30.0
Afogados da Ingazeira,2017,27,24.68
Afogados da Ingazeira,2017,42,29.02
Afogados da Ingazeira,2017,45,27.07
Afogados da Ingazeira,2018,2,25.63
Afogados da Ingazeira,2018,4,31.58
Afogados da Ingazeira,2018,8,35.07
Afonso Bezerra,2017,48,49.11
Afonso Claudio,2017,10,15.1
Afonso Claudio,2017,36,16.15
Afonso Claudio,2017,39,17.98
Afonso Claudio,2017,42,15.1
Afonso Claudio,2017,43,52.26
Afonso Claudio,2017,46,23.19
Afonso Claudio,2017,6,15.1
Afonso Claudio,2018,13,18.31
Afonso Claudio,2018,26,16.56
Afonso Claudio,2018,3,16.35
Afonso Claudio,2018,9,17.74
Afranio,2018,4,38.23
Agisse,2018,10,13.37
Agrolandia,2017,20,14.59
Agrolandia,2017,37,18.16
Agrolandia,2018,5,11.01
Agronomica,2017,25,14.52
Agua Azul do Norte,2018,18,28.88
Agua Boa,2017,32,22.24
Agua Boa,2017,39,49.1
Agua Boa,2018,10,17.28
Agua Boa,2018,11,34.55
Agua Boa,2018,15,20.28
Agua Boa,2018,16,30.01
Agua Boa,2018,17,17.92
Agua Boa,2018,19,16.79
Agua Boa,2018,20,44.67
Agua Boa,2018,22,68.53
Agua Boa,2018,29,21.77
Agua Boa,2018,4,83.81
Agua Boa,2018,8,34.15
Agua Boa,2018,9,18.0
Agua Branca,2018,12,68.3
Agua Branca,2018,13,59.49
Agua Branca,2018,23,38.1
Agua Clara,2017,36,114.02
Agua Clara,2018,26,17.88
Agua Comprida,2017,50,15.1
Agua Comprida,2018,25,18.65
Agua Comprida,2018,6,15.62
Agua Doce,2018,11,38.010000000000005
Agua Doce,2018,13,23.21
Agua Doce,2018,32,14.86
Agua Doce do Norte,2017,32,19.26
Agua Doce do Norte,2017,45,15.9
Agua Doce do Norte,2017,52,31.55
Agua Doce do Norte,2018,22,14.52
Agua Doce do Norte,2018,34,32.36
Agua Fria,2017,33,16.79
Agua Fria de Goias,2018,20,36.07
Agua Limpa,2017,49,28.8
Agua Nova,2017,48,35.67
Agua Preta,2017,52,17.35
Agua Santa,2018,23,41.74
Agua Santa,2018,30,17.94
Agua Santa,2018,31,17.7
Agua Vermelha,2017,21,18.0
Aguai,2017,23,12.79
Aguai,2017,27,87.58
Aguai,2017,33,13.95
Aguai,2017,46,44.55
Aguai,2018,11,13.45
Aguai,2018,13,2.1
Aguai,2018,20,13.92
Aguai,2018,29,11.85
Aguai,2018,4,13.22
Aguai,2018,7,80.16
Aguai,2018,8,12.69
Aguas Belas,2017,11,42.38
Aguas Belas,2017,22,47.17
Aguas Belas,2017,35,25.76
Aguas Belas,2018,2,20.94
Aguas Claras,2017,35,66.74
Aguas Claras,2018,27,16.81
Aguas Formosas,2017,23,18.23
Aguas Formosas,2017,45,14.52
Aguas Formosas,2018,14,18.27
Aguas Formosas,2018,25,27.7
Aguas Formosas,2018,5,15.33
Aguas Lindas de Goias,2016,40,48.580000000000005
Aguas Lindas de Goias,2017,11,30.48
Aguas Lindas de Goias,2017,19,20.07
Aguas Lindas de Goias,2017,28,17.78
Aguas Lindas de Goias,2017,34,31.049999999999997
Aguas Lindas de Goias,2017,38,0.08
Aguas Lindas de Goias,2017,48,23.6
Aguas Lindas de Goias,2018,14,57.56
Aguas Lindas de Goias,2018,15,18.0
Aguas Lindas de Goias,2018,20,48.86
Aguas Lindas de Goias,2018,23,15.32
Aguas Lindas de Goias,2018,26,15.23
Aguas Lindas de Goias,2018,31,14.1
Aguas Lindas de Goias,2018,33,15.11
Aguas Lindas de Goias,2018,4,5.67
Aguas Lindas de Goias,2018,7,45.21
Aguas Lindas de Goias,2018,9,15.66
Aguas Mornas,2017,39,15.37
Aguas Mornas,2017,8,25.76
Aguas Vermelhas,2017,44,16.39
Aguas Vermelhas,2018,21,68.0
Aguas Vermelhas,2018,24,15.1
Aguas Vermelhas,2018,30,15.24
Aguas da Prata,2017,20,12.13
Aguas da Prata,2017,23,16.76
Aguas da Prata,2017,35,15.1
Aguas da Prata,2018,20,36.01
Aguas da Prata,2018,25,79.26
Aguas da Prata,2018,9,11.89
Aguas de Lindoia,2017,17,10.67
Aguas de Lindoia,2017,21,13.83
Aguas de Lindoia,2017,38,224.3
Aguas de Lindoia,2017,45,13.14
Aguas de Lindoia,2017,46,18.33
Aguas de Lindoia,2017,47,12.83
Aguas de Lindoia,2018,12,13.14
Aguas de Lindoia,2018,13,15.48
Aguas de Lindoia,2018,14,22.7
Aguas de Lindoia,2018,17,12.74
Aguas de Lindoia,2018,19,11.9
Aguas de Lindoia,2018,20,19.99
Aguas de Lindoia,2018,22,46.88
Aguas de Lindoia,2018,26,11.85
Aguas de Lindoia,2018,27,12.89
Aguas de Lindoia,2018,33,11.88
Aguas de Lindoia,2018,7,17.32
Aguas de Santa Barbara,2017,12,53.76
Aguas de Santa Barbara,2017,19,12.97
Aguas de Santa Barbara,2017,38,11.0
Aguas de Santa Barbara,2017,40,24.0
Aguas de Santa Barbara,2017,48,14.42
Aguas de Santa Barbara,2018,16,17.78
Aguas de Santa Barbara,2018,21,25.48
Aguas de Santa Barbara,2018,31,12.87
Aguas de Santa Barbara,2018,7,10.96
Aguas de Sao Pedro,2018,29,15.1
Aguas de Sao Pedro,2018,5,13.94
Aguas de Sao Pedro,2018,8,54.45
Agudo,2017,51,15.1
Agudo,2018,35,15.1
Agudos,2017,10,17.13
Agudos,2017,20,13.48
Agudos,2017,22,15.1
Agudos,2017,35,13.37
Agudos,2017,38,13.24
Agudos,2017,41,12.79
Agudos,2017,44,12.97
Agudos,2017,48,13.51
Agudos,2017,49,39.6
Agudos,2018,10,20.99
Agudos,2018,12,16.18
Agudos,2018,16,12.06
Agudos,2018,2,14.68
Agudos,2018,26,35.96
Agudos,2018,29,24.41
Agudos,2018,31,59.73
Agudos,2018,32,16.24
Agudos,2018,33,12.69
Agudos,2018,34,0.09
Agudos,2018,8,16.63
Aguia Branca,2018,15,15.1
Aimores,2017,23,17.95
Aimores,2017,41,13.14
Aimores,2017,48,16.07
Aimores,2018,10,18.27
Aimores,2018,15,15.56
Aimores,2018,18,22.19
Aimores,2018,19,31.75
Aimores,2018,31,12.48
Aimores,2018,4,16.11
Aiquara,2018,31,16.79
Aiquara,2018,6,28.81
Aiuaba,2018,18,34.15
Aiuruoca,2017,31,16.11
Aiuruoca,2017,8,15.15
Aiuruoca,2018,20,15.1
Aiuruoca,2018,31,37.58
Ajapi,2017,46,13.34
Ajuricaba,2017,37,38.71
Ajuricaba,2018,13,15.45
Ajuricaba,2018,30,22.93
Alagoa,2018,16,12.93
Alagoa,2018,23,31.6
Alagoa Grande,2018,25,35.0
Alagoa Grande,2018,29,38.53
Alagoinha,2017,18,34.15
Alagoinha,2018,16,36.79
Alagoinha,2018,25,35.47
Alagoinha do Piaui,2017,50,37.97
Alagoinha do Piaui,2018,21,147.53
Alagoinhas,2017,12,43.78
Alagoinhas,2017,13,11.66
Alagoinhas,2017,18,47.92
Alagoinhas,2017,22,41.25
Alagoinhas,2017,23,18.2
Alagoinhas,2017,31,46.39
Alagoinhas,2017,32,20.8
Alagoinhas,2017,33,53.72
Alagoinhas,2017,36,50.71
Alagoinhas,2017,40,22.28
Alagoinhas,2017,41,31.13
Alagoinhas,2017,43,38.21
Alagoinhas,2017,45,42.87
Alagoinhas,2017,47,62.89
Alagoinhas,2017,9,94.8
Alagoinhas,2018,1,80.03
Alagoinhas,2018,11,17.92
Alagoinhas,2018,13,17.07
Alagoinhas,2018,17,19.95
Alagoinhas,2018,19,90.94000000000001
Alagoinhas,2018,22,39.85
Alagoinhas,2018,23,22.77
Alagoinhas,2018,24,17.13
Alagoinhas,2018,29,16.79
Alagoinhas,2018,30,61.8
Alagoinhas,2018,31,23.78
Alagoinhas,2018,32,19.63
Alagoinhas,2018,33,17.92
Alagoinhas,2018,5,21.92
Alagoinhas,2018,9,40.91
Alambari,2017,16,12.83
Alambari,2018,6,62.290000000000006
Alcantara,2017,36,19.3
Alcantara,2018,29,40.06
Alcinopolis,2017,12,18.49
Alcinopolis,2017,21,18.23
Alcinopolis,2017,45,74.69
Alcinopolis,2018,4,18.24
Alcinopolis,2018,6,15.1
Alcinopolis,2018,9,60.79
Alcobaca,2018,3,19.94
Alecrim,2017,33,37.56
Alegre,2017,18,46.26
Alegre,2017,28,17.95
Alegre,2017,31,35.3
Alegre,2017,45,36.88
Alegre,2017,5,53.72
Alegre,2017,50,26.27
Alegre,2017,7,50.08
Alegre,2018,10,18.11
Alegre,2018,11,63.75
Alegre,2018,12,16.11
Alegre,2018,16,16.61
Alegre,2018,20,15.87
Alegre,2018,24,61.35
Alegre,2018,3,67.26
Alegre,2018,30,18.68
Alegre,2018,31,36.78
Alegre,2018,33,61.35
Alegre,2018,34,19.11
Alegre,2018,4,17.94
Alegre,2018,5,48.05
Alegre,2018,6,19.0
Alegre,2018,8,20.57
Alegrete,2017,10,18.55
Alegrete,2017,14,16.85
Alegrete,2017,16,87.6
Alegrete,2017,21,17.98
Alegrete,2017,26,87.36999999999999
Alegrete,2017,27,15.15
Alegrete,2017,33,19.5
Alegrete,2017,37,15.1
Alegrete,2017,44,98.24000000000001
Alegrete,2017,50,37.230000000000004
Alegrete,2017,52,58.92
Alegrete,2018,1,43.53
Alegrete,2018,13,35.89
Alegrete,2018,14,37.09
Alegrete,2018,15,16.4
Alegrete,2018,20,15.1
Alegrete,2018,32,15.1
Alegrete,2018,4,62.51
Alegrete,2018,7,33.58
Alegrete,2018,8,43.7
Alem Paraiba,2017,11,25.8
Alem Paraiba,2017,17,15.1
Alem Paraiba,2017,23,15.1
Alem Paraiba,2017,29,15.17
Alem Paraiba,2017,41,46.7
Alem Paraiba,2017,43,30.25
Alem Paraiba,2017,47,15.38
Alem Paraiba,2017,52,21.2
Alem Paraiba,2017,9,15.15
Alem Paraiba,2018,1,19.32
Alem Paraiba,2018,10,22.93
Alem Paraiba,2018,11,11.17
Alem Paraiba,2018,12,41.63
Alem Paraiba,2018,13,23.69
Alem Paraiba,2018,16,17.67
Alem Paraiba,2018,19,18.16
Alem Paraiba,2018,2,17.67
Alem Paraiba,2018,20,14.8
Alem Paraiba,2018,21,15.89
Alem Paraiba,2018,26,16.79
Alem Paraiba,2018,29,19.48
Alem Paraiba,2018,30,60.28
Alem Paraiba,2018,31,15.16
Alem Paraiba,2018,33,44.83
Alem Paraiba,2018,34,16.05
Alem Paraiba,2018,4,46.25
Alem Paraiba,2018,8,30.21
Alem Paraiba,2018,9,15.1
Alexandria,2017,15,38.25
Alexandria,2017,20,42.8
Alexandria,2018,10,35.67
Alexandrita,2018,5,30.2
Alexania,2017,10,18.23
Alexania,2017,19,15.24
Alexania,2017,8,16.26
Alexania,2018,6,35.66
Alfenas,2017,11,24.87
Alfenas,2017,12,14.94
Alfenas,2017,17,23.7
Alfenas,2017,18,17.51
Alfenas,2017,19,18.53
Alfenas,2017,23,16.11
Alfenas,2017,24,31.68
Alfenas,2017,27,45.61
Alfenas,2017,28,20.86
Alfenas,2017,35,57.08
Alfenas,2017,36,16.11
Alfenas,2017,38,18.66
Alfenas,2017,41,17.67
Alfenas,2017,43,32.1
Alfenas,2017,46,19.57
Alfenas,2017,47,30.8
Alfenas,2017,50,27.51
Alfenas,2017,52,13.57
Alfenas,2017,7,27.65
Alfenas,2017,8,12.14
Alfenas,2017,9,18.27
Alfenas,2018,11,47.050000000000004
Alfenas,2018,12,30.9
Alfenas,2018,16,19.65
Alfenas,2018,18,15.1
Alfenas,2018,19,14.52
Alfenas,2018,20,12.14
Alfenas,2018,26,45.38
Alfenas,2018,27,18.16
Alfenas,2018,28,18.16
Alfenas,2018,29,33.95
Alfenas,2018,30,11.85
Alfenas,2018,31,19.82
Alfenas,2018,32,30.2
Alfenas,2018,33,82.21000000000001
Alfenas,2018,34,20.13
Alfenas,2018,5,32.92
Alfenas,2018,6,48.58
Alfenas,2018,7,27.36
Alfenas,2018,8,18.8
Alfenas,2018,9,15.22
Alfredo Chaves,2017,36,38.78
Alfredo Chaves,2017,44,17.87
Alfredo Chaves,2017,48,15.28
Alfredo Chaves,2018,20,16.67
Alfredo Chaves,2018,29,22.09
Alfredo Guedes,2018,2,2.49
Alfredo Marcondes,2018,20,40.23
Alfredo Vasconcelos,2017,9,15.18
Alfredo Vasconcelos,2018,22,15.5
Alhandra,2017,22,210.09
Alianca,2017,30,24.94
Alianca,2017,6,40.73
Alianca,2018,17,37.6
Alianca do Tocantins,2018,15,27.13
Almas,2017,36,17.78
Almas,2018,26,17.78
Almenara,2017,30,26.38
Almenara,2017,39,42.51
Almenara,2017,41,78.33
Almenara,2017,46,17.93
Almenara,2017,52,22.39
Almenara,2017,9,15.16
Almenara,2018,12,11.88
Almenara,2018,15,30.68
Almenara,2018,23,14.08
Almenara,2018,24,26.24
Almenara,2018,29,18.23
Almenara,2018,3,16.85
Almenara,2018,30,27.51
Almenara,2018,4,15.1
Almenara,2018,5,16.11
Almenara,2018,6,15.57
Almino Afonso,2017,41,26.03
Almino Afonso,2017,47,38.49
Almino Afonso,2018,32,25.12
Almirante Tamandare,2017,12,90.46
Almirante Tamandare,2017,14,30.54
Almirante Tamandare,2017,20,74.97
Almirante Tamandare,2017,22,17.6
Almirante Tamandare,2017,24,26.64
Almirante Tamandare,2017,26,15.72
Almirante Tamandare,2017,29,14.1
Almirante Tamandare,2017,35,16.08
Almirante Tamandare,2017,39,16.31
Almirante Tamandare,2017,40,27.13
Almirante Tamandare,2017,46,34.22
Almirante Tamandare,2017,47,15.69
Almirante Tamandare,2017,49,85.36
Almirante Tamandare,2018,14,70.84
Almirante Tamandare,2018,15,20.36
Almirante Tamandare,2018,19,23.31
Almirante Tamandare,2018,20,17.43
Almirante Tamandare,2018,22,14.1
Almirante Tamandare,2018,26,71.89
Almirante Tamandare,2018,27,33.89
Almirante Tamandare,2018,28,9.74
Almirante Tamandare,2018,30,14.1
Almirante Tamandare,2018,31,82.9
Almirante Tamandare,2018,4,90.46
Almirante Tamandare,2018,5,14.1
Almirante Tamandare,2018,6,1.71
Almirante Tamandare,2018,9,39.42
Alpercata,2017,51,0.0
Alpercata,2018,23,13.37
Alpestre,2017,46,18.08
Alpinopolis,2017,16,30.31
Alpinopolis,2017,20,15.17
Alpinopolis,2017,30,18.71
Alpinopolis,2017,32,14.52
Alpinopolis,2017,5,15.1
Alpinopolis,2017,6,16.27
Alpinopolis,2018,19,24.22
Alpinopolis,2018,20,15.68
Alpinopolis,2018,24,14.52
Alpinopolis,2018,30,26.27
Alpinopolis,2018,33,18.83
Alta Floresta,2017,1,17.07
Alta Floresta,2017,29,18.19
Alta Floresta,2017,3,19.59
Alta Floresta,2017,32,66.05
Alta Floresta,2017,38,25.21
Alta Floresta,2017,39,18.0
Alta Floresta,2017,5,28.08
Alta Floresta,2017,8,22.28
Alta Floresta,2018,17,67.16
Alta Floresta,2018,23,54.56
Alta Floresta,2018,24,22.13
Alta Floresta,2018,33,20.91
Alta Floresta,2018,4,29.41
Altamira,2017,12,63.35
Altamira,2017,14,25.63
Altamira,2017,19,24.84
Altamira,2017,24,33.12
Altamira,2017,27,33.28
Altamira,2017,30,28.8
Altamira,2017,32,29.24
Altamira,2017,33,88.89
Altamira,2017,36,42.59
Altamira,2017,37,39.83
Altamira,2017,38,63.65
Altamira,2017,40,29.56
Altamira,2017,5,49.8
Altamira,2017,52,37.04
Altamira,2018,10,26.26
Altamira,2018,12,32.47
Altamira,2018,17,25.96
Altamira,2018,24,34.22
Altamira,2018,5,29.01
Altamira,2018,6,34.43
Altamira,2018,8,37.04
Altamira,2018,9,54.86
Altamira do Parana,2018,33,29.78
Altaneira,2017,21,3.65
Altaneira,2017,42,40.13
Altaneira,2018,33,40.12
Alterosa,2018,15,61.32
Alterosa,2018,3,16.79
Altinho,2018,29,87.41
Altinopolis,2017,26,34.25
Altinopolis,2018,1,13.49
Altinopolis,2018,7,11.87
Alto Alegre,2017,21,68.32
Alto Alegre,2018,20,16.18
Alto Alegre,2018,34,25.82
Alto Alegre do Iguacu,2017,30,36.36
Alto Alegre do Iguacu,2018,28,58.11
Alto Alegre do Iguacu,2018,30,50.85
Alto Alegre do Maranhao,2018,31,34.42
Alto Alegre do Pindare,2017,7,50.85
Alto Alegre do Pindare,2018,27,60.56
Alto Araguaia,2017,10,37.77
Alto Araguaia,2018,1,19.65
Alto Araguaia,2018,24,18.55
Alto Araguaia,2018,30,16.79
Alto Araguaia,2018,31,23.64
Alto Araguaia,2018,5,26.26
Alto Araguaia,2018,9,35.6
Alto Boa Vista,2017,30,18.1
Alto Boa Vista,2017,39,16.79
Alto Boa Vista,2018,30,18.04
Alto Boa Vista,2018,4,16.79
Alto Boa Vista,2018,9,18.1
Alto Caparao,2017,51,18.5
Alto Caparao,2018,31,24.68
Alto Garcas,2017,46,53.89
Alto Garcas,2017,49,19.74
Alto Garcas,2018,32,19.59
Alto Horizonte,2017,45,36.1
Alto Horizonte,2018,23,15.14
Alto Jequitiba,2017,21,19.69
Alto Jequitiba,2017,28,17.67
Alto Jequitiba,2018,16,26.18
Alto Jequitiba,2018,22,36.92
Alto Mutum Preto,2018,29,25.54
Alto Paraguai,2018,17,38.24
Alto Paraiso,2017,32,42.52
Alto Paraiso de Goias,2017,23,17.6
Alto Paraiso de Goias,2017,39,98.15
Alto Paraiso de Goias,2017,48,22.06
Alto Paraiso de Goias,2017,51,15.38
Alto Paraiso de Goias,2017,52,35.2
Alto Paraiso de Goias,2018,17,115.52
Alto Paraiso de Goias,2018,18,37.38
Alto Paraiso de Goias,2018,21,15.1
Alto Parana,2017,11,18.09
Alto Parana,2017,14,20.99
Alto Parana,2017,23,20.77
Alto Parana,2018,20,16.19
Alto Parana,2018,27,16.11
Alto Paraíso,2018,8,16.16
Alto Parnaiba,2017,17,29.27
Alto Parnaiba,2017,26,38.1
Alto Parnaiba,2018,17,25.4
Alto Parnaiba,2018,3,34.15
Alto Parnaiba,2018,30,43.39
Alto Piquiri,2017,16,20.5
Alto Rio Doce,2017,30,15.1
Alto Rio Doce,2018,11,15.69
Alto Rio Doce,2018,7,16.11
Alto Rio Novo,2017,27,41.59
Alto Rio Novo,2017,45,39.46
Alto Rio Novo,2017,46,19.14
Alto Rio Novo,2018,10,30.07
Alto Santo,2017,21,111.44
Alto Santo,2017,51,29.31
Alto Santo,2018,22,27.55
Alto Sao Joao,2018,21,16.32
Alto Taquari,2017,28,30.93
Alto Taquari,2018,13,16.79
Alto Taquari,2018,21,19.94
Alto do Rodrigues,2017,11,57.5
Alto do Rodrigues,2017,23,57.96
Alto do Rodrigues,2017,24,35.67
Alto do Rodrigues,2017,31,14.49
Alto do Rodrigues,2018,29,34.85
Alto do Rodrigues,2018,34,312.41
Alto do Rodrigues,2018,7,36.43
Altonia,2018,12,59.71
Altonia,2018,3,22.03
Altonia,2018,32,21.72
Altos,2017,20,78.36
Altos,2017,40,137.74
Altos,2017,47,69.93
Altos,2018,27,36.92
Altos,2018,7,30.27
Aluminio,2017,14,15.1
Aluminio,2017,17,15.1
Aluminio,2017,37,12.06
Aluminio,2017,51,12.79
Aluminio,2018,1,16.73
Aluminio,2018,13,24.67
Aluminio,2018,2,11.85
Aluminio,2018,23,27.71
Aluminio,2018,29,12.61
Aluminio,2018,5,18.14
Aluminio,2018,7,10.96
Alvarenga,2018,18,18.41
Alvarenga,2018,5,16.99
Alvares Machado,2017,34,36.15
Alvares Machado,2017,41,13.88
Alvares Machado,2017,46,15.1
Alvares Machado,2018,24,12.87
Alvares Machado,2018,33,11.77
Alvares Machado,2018,7,0.0
Alvares Machado,2018,9,16.36
Alvaro de Carvalho,2017,52,21.53
Alvinopolis,2017,34,16.39
Alvinopolis,2017,4,17.99
Alvinopolis,2017,48,18.24
Alvinopolis,2018,20,17.6
Alvinopolis,2018,25,17.16
Alvinopolis,2018,32,19.03
Alvinopolis,2018,33,18.23
Alvinopolis,2018,8,55.660000000000004
Alvorada,2017,12,15.1
Alvorada,2017,13,31.71
Alvorada,2017,18,30.619999999999997
Alvorada,2017,20,16.12
Alvorada,2017,21,42.38
Alvorada,2017,22,15.1
Alvorada,2017,25,16.27
Alvorada,2017,28,16.09
Alvorada,2017,29,16.95
Alvorada,2017,3,18.51
Alvorada,2017,30,18.19
Alvorada,2017,37,34.6
Alvorada,2017,38,25.31
Alvorada,2017,39,18.1
Alvorada,2017,43,14.1
Alvorada,2017,46,44.3
Alvorada,2017,47,16.84
Alvorada,2017,48,30.57
Alvorada,2017,49,33.879999999999995
Alvorada,2017,50,16.12
Alvorada,2018,1,26.33
Alvorada,2018,10,16.6
Alvorada,2018,11,39.62
Alvorada,2018,12,60.56999999999999
Alvorada,2018,15,41.23
Alvorada,2018,17,32.93
Alvorada,2018,20,38.29
Alvorada,2018,23,16.07
Alvorada,2018,24,16.6
Alvorada,2018,26,104.67999999999999
Alvorada,2018,27,34.019999999999996
Alvorada,2018,29,41.78
Alvorada,2018,3,35.97
Alvorada,2018,30,15.1
Alvorada,2018,31,16.05
Alvorada,2018,33,45.02
Alvorada,2018,34,15.11
Alvorada,2018,4,72.8
Alvorada,2018,5,56.81999999999999
Alvorada,2018,7,43.34
Alvorada,2018,9,293.27
Alvorada do Norte,2017,49,16.79
Alvorada do Norte,2018,3,23.99
Amambai,2017,19,1.93
Amambai,2017,44,18.44
Amapa do Maranhao,2017,46,34.15
Amapora,2017,38,16.79
Amaraji,2017,35,0.0
Amaral Ferrador,2018,13,16.86
Amarante,2017,38,193.84
Amarante,2018,12,35.19
Amarante,2018,29,35.67
Amarante do Maranhao,2018,14,34.75
Amarantina,2017,34,16.27
Amarantina,2018,22,26.74
Amarantina,2018,26,13.75
Amargosa,2017,12,16.82
Amargosa,2017,14,21.5
Amargosa,2018,13,62.0
Amelia Rodrigues,2017,18,54.9
Amelia Rodrigues,2018,28,16.79
Amelia Rodrigues,2018,6,35.84
America Dourada,2017,19,48.02
Americana,2016,40,15.73
Americana,2017,10,24.39
Americana,2017,11,9.49
Americana,2017,12,33.89
Americana,2017,13,8.72
Americana,2017,14,20.2
Americana,2017,16,27.48
Americana,2017,17,8.88
Americana,2017,18,7.58
Americana,2017,19,21.39
Americana,2017,20,58.92
Americana,2017,21,10.96
Americana,2017,22,23.619999999999997
Americana,2017,23,18.79
Americana,2017,24,34.45
Americana,2017,25,48.150000000000006
Americana,2017,26,15.26
Americana,2017,27,28.04
Americana,2017,28,21.25
Americana,2017,29,38.730000000000004
Americana,2017,30,46.13
Americana,2017,31,95.09
Americana,2017,32,43.96
Americana,2017,33,7.8
Americana,2017,34,13.93
Americana,2017,35,15.04
Americana,2017,36,42.93
Americana,2017,37,61.980000000000004
Americana,2017,38,24.939999999999998
Americana,2017,39,53.74
Americana,2017,4,25.62
Americana,2017,40,45.46
Americana,2017,41,26.430000000000003
Americana,2017,42,92.52
Americana,2017,43,37.46
Americana,2017,44,51.85
Americana,2017,45,20.810000000000002
Americana,2017,46,26.380000000000003
Americana,2017,47,186.06
Americana,2017,48,24.92
Americana,2017,49,43.269999999999996
Americana,2017,50,16.97
