order_purchase_date,avg_time_to_approve_in_hour
2016-09-04,784.05
2016-09-05,781.0333333333333
2016-09-13,573.8666666666667
2016-09-15,0.0
2016-10-02,89.71666666666667
2016-10-03,29.99791666666667
2016-10-04,29.27956989247312
2016-10-05,121.6028368794326
2016-10-06,7.779251700680271
2016-10-07,14.753703703703703
2016-10-08,36.035658914728685
2016-10-09,17.91730769230769
2016-10-10,17.626923076923074
2016-10-22,
2016-12-23,0.25
2017-01-05,34.13125
2017-01-06,19.55416666666667
2017-01-07,0.2791666666666667
2017-01-08,11.108333333333333
2017-01-09,13.51
2017-01-10,15.816666666666668
2017-01-11,4.38611111111111
2017-01-12,12.516666666666667
2017-01-13,5.0621212121212125
2017-01-14,6.5240740740740755
2017-01-15,16.24404761904762
2017-01-16,10.688333333333334
2017-01-17,5.130729166666667
2017-01-18,13.997979797979797
2017-01-19,11.950617283950619
2017-01-20,16.07586206896552
2017-01-21,13.002777777777778
2017-01-22,11.136559139784945
2017-01-23,7.523076923076922
2017-01-24,10.373333333333331
2017-01-25,6.837566137566138
2017-01-26,7.9910852713178295
2017-01-27,19.203225806451613
2017-01-28,17.844827586206897
2017-01-29,7.6138095238095245
2017-01-30,10.462264150943398
2017-01-31,9.445714285714287
2017-02-01,8.59009009009009
2017-02-02,6.900724637681159
2017-02-03,34.71694915254238
2017-02-04,12.73855721393035
2017-02-05,9.143640350877192
2017-02-06,8.52984496124031
2017-02-07,7.699999999999999
2017-02-08,10.379209621993125
2017-02-09,5.454329004329004
2017-02-10,6.956716417910447
2017-02-11,20.77755102040816
2017-02-12,11.101302083333334
2017-02-13,8.690084388185653
2017-02-14,5.5859649122807
2017-02-15,4.96058201058201
2017-02-16,6.583035714285714
2017-02-17,5.075968992248062
2017-02-18,7.810992907801419
2017-02-19,16.435897435897434
2017-02-20,10.895767195767194
2017-02-21,8.373577235772357
2017-02-22,7.228042328042328
2017-02-23,7.241525423728813
2017-02-24,10.788461538461537
2017-02-25,26.478294573643414
2017-02-26,12.512681159420293
2017-02-27,6.449999999999999
2017-02-28,11.626060606060605
2017-03-01,10.799831649831651
2017-03-02,8.447747747747748
2017-03-03,11.292117117117115
2017-03-04,13.812916666666666
2017-03-05,6.023873873873874
2017-03-06,6.504126984126985
2017-03-07,7.238008130081302
2017-03-08,3.25084388185654
2017-03-09,0.0
2017-03-10,0.0
2017-03-11,0.0
2017-03-12,0.0
2017-03-13,0.0
2017-03-14,0.0
2017-03-15,0.0
2017-03-16,1.6240384615384615
2017-03-17,2.506923076923077
2017-03-18,0.0
2017-03-19,0.0
2017-03-20,0.0
2017-03-21,13.029209621993127
2017-03-22,8.717142857142857
2017-03-23,8.871929824561402
2017-03-24,13.439240506329112
2017-03-25,12.11969696969697
2017-03-26,8.233072916666664
2017-03-27,6.672972972972971
2017-03-28,7.107679738562091
2017-03-29,9.003603603603603
2017-03-30,15.920495495495498
2017-03-31,18.183809523809526
2017-04-01,19.04705882352941
2017-04-02,7.441025641025641
2017-04-03,8.457407407407409
2017-04-04,7.752604166666667
2017-04-05,8.472048611111111
2017-04-06,8.095408163265304
2017-04-07,11.753333333333336
2017-04-08,11.172549019607843
2017-04-09,7.333555555555555
2017-04-10,6.392528735632185
2017-04-11,8.98803418803419
2017-04-12,9.36216931216931
2017-04-13,10.351944444444444
2017-04-14,23.149056603773584
2017-04-15,9.889102564102565
2017-04-16,6.489666666666667
2017-04-17,8.800757575757576
2017-04-18,8.066898148148148
2017-04-19,15.094727891156465
2017-04-20,20.304421768707485
2017-04-21,19.61299019607843
2017-04-22,17.0656862745098
2017-04-23,15.599242424242425
2017-04-24,20.35463768115942
2017-04-25,17.044642857142858
2017-04-26,17.620238095238097
2017-04-27,13.138541666666669
2017-04-28,16.812074829931973
2017-04-29,19.51088888888889
2017-04-30,17.801225490196078
2017-05-01,13.201580459770115
2017-05-02,19.293915343915344
2017-05-03,14.09428104575163
2017-05-04,15.870454545454546
2017-05-05,10.074707602339183
2017-05-06,10.788990825688073
2017-05-07,10.544196428571427
2017-05-08,8.080779569892472
2017-05-09,11.12923076923077
2017-05-10,8.015072463768115
2017-05-11,7.404780361757106
2017-05-12,12.982898550724636
2017-05-13,12.520495495495496
2017-05-14,7.695545977011494
2017-05-15,10.639240506329115
2017-05-16,7.126236559139785
2017-05-17,7.948591549295774
2017-05-18,7.316272965879264
2017-05-19,10.762152777777775
2017-05-20,16.468518518518515
2017-05-21,11.086486486486482
2017-05-22,7.847409909909911
2017-05-23,5.7505291005291
2017-05-24,9.391666666666664
2017-05-25,6.254517133956385
2017-05-26,9.88902953586498
2017-05-27,12.950609756097561
2017-05-28,8.474410774410774
2017-05-29,7.687316561844863
2017-05-30,8.285849056603775
2017-05-31,7.996564885496183
2017-06-01,8.204435483870968
2017-06-02,10.251808785529716
2017-06-03,11.856481481481481
2017-06-04,10.607679738562092
2017-06-05,8.336373873873873
2017-06-06,6.131954887218045
2017-06-07,7.074999999999999
2017-06-08,9.066309523809524
