order_purchase_date,AVG_review_score
2016-09-04,3.0
2016-09-05,5.0
2016-09-13,4.0
2016-09-15,5.0
2016-10-02,5.0
2016-10-03,3.625
2016-10-04,3.857142857142857
2016-10-05,4.229166666666667
2016-10-06,4.0
2016-10-07,3.739130434782609
2016-10-08,4.232558139534884
2016-10-09,3.923076923076923
2016-10-10,4.3076923076923075
2016-10-22,1.0
2016-12-23,5.0
2017-01-05,4.125
2017-01-06,3.25
2017-01-07,3.0
2017-01-08,4.333333333333333
2017-01-09,4.8
2017-01-10,3.5
2017-01-11,4.25
2017-01-12,4.153846153846154
2017-01-13,4.166666666666667
2017-01-14,3.888888888888889
2017-01-15,4.142857142857143
2017-01-16,4.0
2017-01-17,3.71875
2017-01-18,4.121212121212121
2017-01-19,3.896551724137931
2017-01-20,4.103448275862069
2017-01-21,3.3333333333333335
2017-01-22,4.290322580645161
2017-01-23,4.102564102564102
2017-01-24,3.875
2017-01-25,4.349206349206349
2017-01-26,3.9302325581395348
2017-01-27,4.145161290322581
2017-01-28,3.896551724137931
2017-01-29,3.6
2017-01-30,4.113207547169812
2017-01-31,4.042857142857143
2017-02-01,3.9864864864864864
2017-02-02,4.304347826086956
2017-02-03,4.131147540983607
2017-02-04,3.8358208955223883
2017-02-05,4.342105263157895
2017-02-06,3.9302325581395348
2017-02-07,3.8684210526315788
2017-02-08,3.979381443298969
2017-02-09,4.116883116883117
2017-02-10,4.0
2017-02-11,3.979591836734694
2017-02-12,4.046875
2017-02-13,3.9873417721518987
2017-02-14,3.9210526315789473
2017-02-15,3.857142857142857
2017-02-16,3.892857142857143
2017-02-17,3.6739130434782608
2017-02-18,3.963636363636364
2017-02-19,3.775
2017-02-20,4.380952380952381
2017-02-21,4.146341463414634
2017-02-22,4.301587301587301
2017-02-23,4.084745762711864
2017-02-24,4.107692307692307
2017-02-25,4.325581395348837
2017-02-26,4.195652173913044
2017-02-27,3.8863636363636362
2017-02-28,3.8181818181818183
2017-03-01,4.040404040404041
2017-03-02,3.918918918918919
2017-03-03,4.202702702702703
2017-03-04,4.271604938271605
2017-03-05,4.081081081081081
2017-03-06,4.057142857142857
2017-03-07,4.170731707317073
2017-03-08,3.8987341772151898
2017-03-09,3.872340425531915
2017-03-10,4.01123595505618
2017-03-11,4.277777777777778
2017-03-12,4.140625
2017-03-13,3.945945945945946
2017-03-14,3.73
2017-03-15,4.092592592592593
2017-03-16,4.019230769230769
2017-03-17,4.107692307692307
2017-03-18,4.1506849315068495
2017-03-19,4.357142857142857
2017-03-20,3.899159663865546
2017-03-21,4.195876288659794
2017-03-22,4.161904761904762
2017-03-23,4.140350877192983
2017-03-24,4.2025316455696204
2017-03-25,4.0519480519480515
2017-03-26,4.015625
2017-03-27,4.153153153153153
2017-03-28,3.9902912621359223
2017-03-29,4.04054054054054
2017-03-30,4.108108108108108
2017-03-31,4.128571428571429
2017-04-01,4.3088235294117645
2017-04-02,4.184615384615385
2017-04-03,3.9444444444444446
2017-04-04,4.302083333333333
2017-04-05,3.84375
2017-04-06,4.163265306122449
2017-04-07,4.235294117647059
2017-04-08,3.926470588235294
2017-04-09,4.173333333333333
2017-04-10,4.0344827586206895
2017-04-11,4.333333333333333
2017-04-12,4.015873015873016
2017-04-13,3.683333333333333
2017-04-14,3.8703703703703702
2017-04-15,4.538461538461538
2017-04-16,4.42
2017-04-17,3.9242424242424243
2017-04-18,3.8333333333333335
2017-04-19,3.9591836734693877
2017-04-20,4.161616161616162
2017-04-21,3.735294117647059
2017-04-22,3.988235294117647
2017-04-23,4.134831460674158
2017-04-24,4.052173913043478
2017-04-25,3.875
2017-04-26,4.015873015873016
2017-04-27,3.54320987654321
2017-04-28,4.346938775510204
2017-04-29,3.76
2017-04-30,3.8970588235294117
2017-05-01,3.8974358974358974
2017-05-02,4.078125
2017-05-03,4.097087378640777
2017-05-04,4.054545454545455
2017-05-05,4.114035087719298
2017-05-06,4.155963302752293
2017-05-07,3.955357142857143
2017-05-08,4.145161290322581
2017-05-09,4.161538461538462
2017-05-10,3.9741379310344827
2017-05-11,4.0310077519379846
2017-05-12,3.9478260869565216
2017-05-13,3.945945945945946
2017-05-14,3.939655172413793
2017-05-15,4.0886075949367084
2017-05-16,4.083870967741936
2017-05-17,4.338028169014085
2017-05-18,3.8503937007874014
2017-05-19,3.5555555555555554
2017-05-20,3.6805555555555554
2017-05-21,4.006756756756757
2017-05-22,4.135135135135135
2017-05-23,4.23015873015873
2017-05-24,4.140845070422535
2017-05-25,4.0092592592592595
2017-05-26,3.925
2017-05-27,4.0602409638554215
2017-05-28,4.0
2017-05-29,4.0875
2017-05-30,4.1415094339622645
2017-05-31,3.900763358778626
2017-06-01,3.911290322580645
2017-06-02,4.0310077519379846
2017-06-03,4.188888888888889
2017-06-04,4.0588235294117645
2017-06-05,4.04054054054054
2017-06-06,3.917910447761194
2017-06-07,4.317829457364341
2017-06-08,4.142857142857143
2017-06-09,4.009174311926605
2017-06-10,3.896103896103896
2017-06-11,4.165217391304348
2017-06-12,4.0234375
2017-06-13,4.116279069767442
2017-06-14,4.083969465648855
2017-06-15,4.08256880733945
2017-06-16,3.9587628865979383
2017-06-17,4.226666666666667
2017-06-18,4.142857142857143
2017-06-19,4.211538461538462
2017-06-20,3.75531914893617
2017-06-21,4.0285714285714285
2017-06-22,4.090909090909091
2017-06-23,4.101851851851852
2017-06-24,4.2727272727272725
2017-06-25,3.9056603773584904
2017-06-26,3.9178082191780823
2017-06-27,4.13986013986014
2017-06-28,3.8677685950413223
2017-06-29,4.008695652173913
2017-06-30,4.3125
2017-07-01,4.0
2017-07-02,4.046296296296297
2017-07-03,4.008403361344538
2017-07-04,4.158730158730159
2017-07-05,4.2827586206896555
2017-07-06,4.051612903225807
2017-07-07,4.074380165289257
2017-07-08,4.071428571428571
2017-07-09,4.042553191489362
2017-07-10,4.265734265734266
2017-07-11,3.8727272727272726
2017-07-12,3.947712418300654
2017-07-13,3.9130434782608696
2017-07-14,4.1466666666666665
2017-07-15,4.06
2017-07-16,3.93859649122807
2017-07-17,4.14792899408284
2017-07-18,4.072538860103627
2017-07-19,4.052287581699346
2017-07-20,4.20979020979021
2017-07-21,3.9482758620689653
2017-07-22,3.8181818181818183
2017-07-23,4.0
2017-07-24,4.0
2017-07-25,4.025974025974026
2017-07-26,4.266129032258065
2017-07-27,4.032258064516129
2017-07-28,4.0
2017-07-29,4.129310344827586
2017-07-30,4.093220338983051
2017-07-31,4.195945945945946
2017-08-01,4.155688622754491
2017-08-02,4.1835443037974684
2017-08-03,3.966442953020134
2017-08-04,4.028169014084507
2017-08-05,4.293103448275862
2017-08-06,3.90990990990991
2017-08-07,3.930379746835443
2017-08-08,4.101351351351352
2017-08-09,4.068965517241379
2017-08-10,4.025477707006369
2017-08-11,4.035460992907802
2017-08-12,3.938775510204082
2017-08-13,4.083333333333333
2017-08-14,4.11875
2017-08-15,4.066666666666666
2017-08-16,4.185393258426966
2017-08-17,3.867088607594937
2017-08-18,4.101351351351352
2017-08-19,3.9537037037037037
2017-08-20,4.134615384615385
2017-08-21,3.9720670391061454
2017-08-22,3.8550724637681157
2017-08-23,4.157894736842105
2017-08-24,4.015625
2017-08-25,4.252032520325203
2017-08-26,4.053763440860215
2017-08-27,3.9833333333333334
2017-08-28,3.92258064516129
2017-08-29,4.102189781021898
2017-08-30,3.977900552486188
2017-08-31,3.973333333333333
2017-09-01,4.151898734177215
2017-09-02,4.125
2017-09-03,3.9603174603174605
2017-09-04,3.75
2017-09-05,4.082802547770701
2017-09-06,3.9574468085106385
2017-09-07,4.18
2017-09-08,4.177966101694915
2017-09-09,3.990566037735849
2017-09-10,3.9708029197080292
2017-09-11,3.8950276243093924
2017-09-12,4.184466019417476
2017-09-13,4.0
2017-09-14,4.113095238095238
2017-09-15,3.8815789473684212
2017-09-16,4.131782945736434
2017-09-17,4.126984126984127
2017-09-18,4.081521739130435
2017-09-19,3.858974358974359
2017-09-20,3.96319018404908
2017-09-21,4.0
2017-09-22,4.092198581560283
2017-09-23,3.9431818181818183
2017-09-24,4.050420168067227
2017-09-25,3.911764705882353
2017-09-26,4.032967032967033
2017-09-27,3.9591836734693877
2017-09-28,3.839160839160839
2017-09-29,4.049180327868853
2017-09-30,4.201834862385321
2017-10-01,3.992248062015504
2017-10-02,4.230769230769231
2017-10-03,4.180904522613066
2017-10-04,4.254777070063694
2017-10-05,3.9645390070921986
2017-10-06,3.853846153846154
2017-10-07,3.8285714285714287
