order_purchase_date,AVG_review_score
2017-10-08,4.071428571428571
2017-10-09,4.046632124352332
2017-10-10,3.956989247311828
2017-10-11,4.120253164556962
2017-10-12,4.041379310344827
2017-10-13,4.032467532467533
2017-10-14,4.102564102564102
2017-10-15,4.1652892561983474
2017-10-16,3.969543147208122
2017-10-17,4.054455445544554
2017-10-18,4.022346368715084
2017-10-19,3.9943181818181817
2017-10-20,4.2
2017-10-21,4.2105263157894735
2017-10-22,4.220125786163522
2017-10-23,4.0920245398773005
2017-10-24,4.237804878048781
2017-10-25,4.1210191082802545
2017-10-26,4.027586206896552
2017-10-27,3.969924812030075
2017-10-28,3.9431818181818183
2017-10-29,4.140740740740741
2017-10-30,4.166666666666667
2017-10-31,3.950310559006211
2017-11-01,3.919642857142857
2017-11-02,4.104838709677419
2017-11-03,4.0
2017-11-04,3.982142857142857
2017-11-05,3.9097222222222223
2017-11-06,3.747422680412371
2017-11-07,4.1375
2017-11-08,3.8971428571428572
2017-11-09,4.139175257731959
2017-11-10,3.9515151515151516
2017-11-11,4.0875
2017-11-12,4.217142857142857
2017-11-13,4.096618357487923
2017-11-14,3.923076923076923
2017-11-15,3.898936170212766
2017-11-16,4.097345132743363
2017-11-17,3.934010152284264
2017-11-18,3.82
2017-11-19,4.208860759493671
2017-11-20,4.042918454935623
2017-11-21,4.0131578947368425
2017-11-22,4.128712871287129
2017-11-23,4.101754385964912
2017-11-24,4.041385135135135
2017-11-25,4.026052104208417
2017-11-26,4.020460358056266
2017-11-27,4.126550868486352
2017-11-28,4.0837696335078535
2017-11-29,4.055384615384615
2017-11-30,4.084870848708487
2017-12-01,4.143884892086331
2017-12-02,4.138248847926267
2017-12-03,4.094017094017094
2017-12-04,4.08235294117647
2017-12-05,4.078014184397163
2017-12-06,4.06049822064057
2017-12-07,3.96943231441048
2017-12-08,4.213636363636364
2017-12-09,4.122580645161291
2017-12-10,4.0942408376963355
2017-12-11,4.134328358208955
2017-12-12,4.038461538461538
2017-12-13,3.977272727272727
2017-12-14,4.08457711442786
2017-12-15,3.90625
2017-12-16,4.145038167938932
2017-12-17,4.268656716417911
2017-12-18,4.086124401913875
2017-12-19,4.0790960451977405
2017-12-20,4.011695906432749
2017-12-21,4.062937062937063
2017-12-22,4.008849557522124
2017-12-23,3.9908256880733943
2017-12-24,4.016666666666667
2017-12-25,4.0
2017-12-26,4.041666666666667
2017-12-27,3.982142857142857
2017-12-28,4.101351351351352
2017-12-29,3.9185185185185185
2017-12-30,4.123711340206185
2017-12-31,3.9324324324324325
2018-01-01,3.9066666666666667
2018-01-02,4.091787439613527
2018-01-03,4.1866666666666665
2018-01-04,4.06949806949807
2018-01-05,4.128571428571429
2018-01-06,3.9360730593607305
2018-01-07,3.9646464646464645
2018-01-08,3.907849829351536
2018-01-09,4.043137254901961
2018-01-10,4.148014440433213
2018-01-11,4.085820895522388
2018-01-12,4.048780487804878
2018-01-13,4.009090909090909
2018-01-14,4.182203389830509
2018-01-15,3.964516129032258
2018-01-16,4.019736842105263
2018-01-17,4.017605633802817
2018-01-18,4.095041322314049
2018-01-19,4.1308016877637135
2018-01-20,4.038043478260869
2018-01-21,4.04390243902439
2018-01-22,4.041009463722397
2018-01-23,4.079545454545454
2018-01-24,4.092741935483871
2018-01-25,4.217948717948718
2018-01-26,4.126637554585153
2018-01-27,4.006535947712418
2018-01-28,4.019108280254777
2018-01-29,4.040650406504065
2018-01-30,4.112403100775194
2018-01-31,4.01937984496124
2018-02-01,4.072961373390558
2018-02-02,4.153488372093023
2018-02-03,4.045918367346939
2018-02-04,4.154228855721393
2018-02-05,4.029304029304029
2018-02-06,4.0851851851851855
2018-02-07,4.06
2018-02-08,4.047413793103448
2018-02-09,4.148148148148148
2018-02-10,4.094444444444444
2018-02-11,3.9710982658959537
2018-02-12,4.0504587155963305
2018-02-13,4.057777777777778
2018-02-14,4.0574324324324325
2018-02-15,4.11578947368421
2018-02-16,4.209302325581396
2018-02-17,4.122549019607843
2018-02-18,4.103960396039604
2018-02-19,4.1
2018-02-20,3.9413793103448276
2018-02-21,3.8801498127340825
2018-02-22,3.942857142857143
2018-02-23,4.127118644067797
2018-02-24,4.103626943005182
2018-02-25,3.98326359832636
2018-02-26,3.993333333333333
2018-02-27,4.154362416107382
2018-02-28,4.126182965299685
2018-03-01,3.9386281588447654
2018-03-02,4.00374531835206
2018-03-03,4.126168224299065
2018-03-04,4.025210084033613
2018-03-05,4.052434456928839
2018-03-06,4.102189781021898
2018-03-07,4.015267175572519
2018-03-08,4.076595744680851
2018-03-09,3.975845410628019
2018-03-10,4.082051282051282
2018-03-11,4.076923076923077
2018-03-12,4.090128755364807
2018-03-13,3.973684210526316
2018-03-14,4.08
2018-03-15,4.13745704467354
2018-03-16,4.133333333333334
2018-03-17,3.9505494505494507
2018-03-18,4.083720930232558
2018-03-19,3.9934640522875817
2018-03-20,4.073825503355705
2018-03-21,4.048611111111111
2018-03-22,4.03125
2018-03-23,4.0633484162895925
2018-03-24,3.787878787878788
2018-03-25,3.9947916666666665
2018-03-26,4.018115942028985
2018-03-27,4.2073170731707314
2018-03-28,4.040723981900452
2018-03-29,4.030612244897959
2018-03-30,3.8727272727272726
2018-03-31,4.041176470588235
2018-04-01,4.096153846153846
2018-04-02,4.03886925795053
2018-04-03,4.152
2018-04-04,4.143968871595331
2018-04-05,3.9814814814814814
2018-04-06,3.9523809523809526
2018-04-07,4.158536585365853
2018-04-08,4.128342245989304
2018-04-09,4.082677165354331
2018-04-10,3.8756218905472637
2018-04-11,4.0618181818181816
2018-04-12,3.996124031007752
2018-04-13,4.099009900990099
2018-04-14,3.979591836734694
2018-04-15,3.986607142857143
2018-04-16,4.088967971530249
2018-04-17,4.101503759398496
2018-04-18,4.095406360424028
2018-04-19,3.9562289562289563
2018-04-20,3.8629441624365484
2018-04-21,4.025477707006369
2018-04-22,4.17
2018-04-23,4.1328671328671325
2018-04-24,4.0588235294117645
2018-04-25,3.9543859649122806
2018-04-26,3.8832684824902723
2018-04-27,4.1570247933884295
2018-04-28,4.147058823529412
2018-04-29,4.1686046511627906
2018-04-30,4.128630705394191
2018-05-01,4.21484375
2018-05-02,4.2114093959731544
2018-05-03,4.078175895765472
2018-05-04,4.108614232209738
2018-05-05,4.055837563451776
2018-05-06,4.090047393364929
2018-05-07,3.984042553191489
2018-05-08,4.021148036253776
2018-05-09,4.1531791907514455
2018-05-10,4.1138790035587185
2018-05-11,3.935222672064777
2018-05-12,4.1291866028708135
2018-05-13,4.0048076923076925
2018-05-14,4.114130434782608
2018-05-15,3.917847025495751
2018-05-16,4.152354570637119
2018-05-17,4.140350877192983
2018-05-18,4.113924050632911
2018-05-19,4.120567375886525
2018-05-20,4.0552147239263805
2018-05-21,3.9271844660194173
2018-05-22,3.9800995024875623
2018-05-23,3.955223880597015
2018-05-24,4.043859649122807
2018-05-25,4.365384615384615
2018-05-26,4.151515151515151
2018-05-27,4.13
2018-05-28,4.062068965517241
2018-05-29,4.173333333333333
2018-05-30,4.148936170212766
2018-05-31,4.080882352941177
2018-06-01,4.10752688172043
2018-06-02,4.118881118881119
2018-06-03,4.139896373056994
2018-06-04,4.075221238938053
2018-06-05,4.144278606965174
2018-06-06,4.030701754385965
2018-06-07,3.9911504424778763
2018-06-08,4.175879396984925
2018-06-09,4.1686046511627906
2018-06-10,3.8512820512820514
2018-06-11,4.073825503355705
2018-06-12,3.967871485943775
2018-06-13,3.9616858237547894
2018-06-14,4.158878504672897
2018-06-15,4.043010752688172
2018-06-16,3.9642857142857144
2018-06-17,3.7908496732026142
2018-06-18,4.076612903225806
2018-06-19,4.103448275862069
2018-06-20,4.15668202764977
2018-06-21,4.008474576271187
2018-06-22,3.9337016574585637
2018-06-23,3.993377483443709
2018-06-24,4.025
2018-06-25,3.979253112033195
2018-06-26,3.9754098360655736
2018-06-27,4.023148148148148
2018-06-28,4.163265306122449
2018-06-29,3.9269662921348316
2018-06-30,3.96
2018-07-01,4.191358024691358
2018-07-02,4.060913705583756
2018-07-03,4.164383561643835
2018-07-04,3.9609375
2018-07-05,4.01025641025641
2018-07-06,4.057377049180328
2018-07-07,4.175824175824176
2018-07-08,4.049180327868853
2018-07-09,3.8986486486486487
2018-07-10,3.9776119402985075
2018-07-11,4.181102362204724
2018-07-12,4.016129032258065
2018-07-13,3.9881656804733727
2018-07-14,4.006756756756757
2018-07-15,4.012903225806451
2018-07-16,4.100806451612903
2018-07-17,3.990950226244344
2018-07-18,4.0811688311688314
2018-07-19,4.003952569169961
2018-07-20,4.004
2018-07-21,4.18716577540107
2018-07-22,4.26046511627907
2018-07-23,4.094462540716612
2018-07-24,3.967032967032967
2018-07-25,4.018656716417911
2018-07-26,4.040160642570281
2018-07-27,3.8795811518324608
2018-07-28,3.966666666666667
2018-07-29,3.973684210526316
2018-07-30,3.996551724137931
2018-07-31,4.052307692307692
2018-08-01,3.932475884244373
2018-08-02,4.066225165562914
2018-08-03,4.082278481012659
2018-08-04,4.060975609756097
2018-08-05,3.8422939068100357
2018-08-06,4.040106951871658
2018-08-07,4.169354838709677
2018-08-08,4.087774294670846
2018-08-09,4.010344827586207
2018-08-10,4.01953125
2018-08-11,4.057894736842106
2018-08-12,3.9899497487437188
2018-08-13,3.941780821917808
2018-08-14,4.151419558359621
2018-08-15,4.054794520547945
2018-08-16,4.04375
2018-08-17,3.9498069498069497
2018-08-18,3.9696969696969697
2018-08-19,4.097560975609756
2018-08-20,3.9766536964980546
2018-08-21,3.9135802469135803
2018-08-22,4.122994652406417
2018-08-23,4.097222222222222
2018-08-24,4.202020202020202
2018-08-25,3.7971014492753623
2018-08-26,3.904109589041096
2018-08-27,3.6323529411764706
2018-08-28,3.977272727272727
2018-08-29,4.071428571428571
2018-08-30,5.0
2018-08-31,1.0
2018-09-03,4.75
2018-09-06,5.0
2018-09-10,4.0
2018-09-11,5.0
2018-09-12,4.0
2018-09-13,5.0
2018-09-17,5.0
2018-09-20,1.0
2018-09-25,5.0
2018-09-26,5.0
2018-09-29,5.0
2018-10-01,5.0
2018-10-03,5.0
2018-10-16,5.0
2018-10-17,5.0
