customer_state,order_purchase_year,order_purchase_week,Total_orders
PR,2017,19,45
PR,2017,2,7
PR,2017,20,43
PR,2017,21,30
PR,2017,22,43
PR,2017,23,51
PR,2017,24,39
PR,2017,25,34
PR,2017,26,29
PR,2017,27,41
PR,2017,28,62
PR,2017,29,43
PR,2017,3,8
PR,2017,30,54
PR,2017,31,57
PR,2017,32,46
PR,2017,33,54
PR,2017,34,54
PR,2017,35,54
PR,2017,36,40
PR,2017,37,60
PR,2017,38,51
PR,2017,39,53
PR,2017,4,19
PR,2017,40,52
PR,2017,41,59
PR,2017,42,52
PR,2017,43,45
PR,2017,44,48
PR,2017,45,68
PR,2017,46,74
PR,2017,47,130
PR,2017,48,86
PR,2017,49,95
PR,2017,5,25
PR,2017,50,67
PR,2017,51,45
PR,2017,52,52
PR,2017,6,32
PR,2017,7,20
PR,2017,8,23
PR,2017,9,17
PR,2018,1,74
PR,2018,10,88
PR,2018,11,74
PR,2018,12,77
PR,2018,13,65
PR,2018,14,79
PR,2018,15,74
PR,2018,16,74
PR,2018,17,93
PR,2018,18,90
PR,2018,19,106
PR,2018,2,99
PR,2018,20,95
PR,2018,21,51
PR,2018,22,54
PR,2018,23,52
PR,2018,24,78
PR,2018,25,70
PR,2018,26,72
PR,2018,27,70
PR,2018,28,48
PR,2018,29,91
PR,2018,3,93
PR,2018,30,74
PR,2018,31,112
PR,2018,32,90
PR,2018,33,118
PR,2018,34,54
PR,2018,35,6
PR,2018,38,1
PR,2018,4,73
PR,2018,5,80
PR,2018,6,77
PR,2018,7,91
PR,2018,8,96
PR,2018,9,82
RJ,2016,40,42
RJ,2016,41,5
RJ,2017,1,11
RJ,2017,10,70
RJ,2017,11,91
RJ,2017,12,90
RJ,2017,13,76
RJ,2017,14,75
RJ,2017,15,52
RJ,2017,16,93
RJ,2017,17,101
RJ,2017,18,106
RJ,2017,19,103
RJ,2017,2,9
RJ,2017,20,115
RJ,2017,21,100
RJ,2017,22,105
RJ,2017,23,115
RJ,2017,24,110
RJ,2017,25,85
RJ,2017,26,94
RJ,2017,27,120
RJ,2017,28,141
RJ,2017,29,134
RJ,2017,3,24
RJ,2017,30,128
RJ,2017,31,128
RJ,2017,32,102
RJ,2017,33,127
RJ,2017,34,128
RJ,2017,35,122
RJ,2017,36,131
RJ,2017,37,148
RJ,2017,38,138
RJ,2017,39,138
RJ,2017,4,43
RJ,2017,40,132
RJ,2017,41,140
RJ,2017,42,154
RJ,2017,43,143
RJ,2017,44,124
RJ,2017,45,162
RJ,2017,46,186
RJ,2017,47,412
RJ,2017,48,288
RJ,2017,49,238
RJ,2017,5,56
RJ,2017,50,207
RJ,2017,51,154
RJ,2017,52,121
RJ,2017,6,65
RJ,2017,7,63
RJ,2017,8,57
RJ,2017,9,56
RJ,2018,1,184
RJ,2018,10,241
RJ,2018,11,239
RJ,2018,12,241
RJ,2018,13,217
RJ,2018,14,225
RJ,2018,15,191
RJ,2018,16,225
RJ,2018,17,196
RJ,2018,18,236
RJ,2018,19,245
RJ,2018,2,232
RJ,2018,20,257
RJ,2018,21,147
RJ,2018,22,161
RJ,2018,23,189
RJ,2018,24,214
RJ,2018,25,191
RJ,2018,26,210
RJ,2018,27,167
RJ,2018,28,141
RJ,2018,29,181
RJ,2018,3,249
RJ,2018,30,223
RJ,2018,31,262
RJ,2018,32,281
RJ,2018,33,254
RJ,2018,34,136
RJ,2018,35,18
RJ,2018,36,1
RJ,2018,37,1
RJ,2018,38,1
RJ,2018,4,222
RJ,2018,42,1
RJ,2018,5,205
RJ,2018,6,203
RJ,2018,7,248
RJ,2018,8,248
RJ,2018,9,265
RN,2016,40,2
RN,2017,10,1
RN,2017,11,3
RN,2017,12,2
RN,2017,13,5
RN,2017,14,3
RN,2017,15,3
RN,2017,16,3
RN,2017,17,8
RN,2017,18,2
RN,2017,19,3
RN,2017,20,5
RN,2017,21,1
RN,2017,22,7
RN,2017,23,3
RN,2017,24,5
RN,2017,25,4
RN,2017,26,1
RN,2017,27,7
RN,2017,28,6
RN,2017,29,2
RN,2017,3,2
RN,2017,30,3
RN,2017,31,11
RN,2017,32,3
RN,2017,33,7
RN,2017,34,4
RN,2017,35,6
RN,2017,37,3
RN,2017,38,5
RN,2017,39,6
RN,2017,4,4
RN,2017,40,5
RN,2017,41,9
RN,2017,42,4
RN,2017,43,2
RN,2017,44,7
RN,2017,45,5
RN,2017,46,9
RN,2017,47,15
RN,2017,48,14
RN,2017,49,10
RN,2017,5,3
RN,2017,50,6
RN,2017,51,4
RN,2017,52,1
RN,2017,6,4
RN,2017,7,3
RN,2017,9,6
RN,2018,1,6
RN,2018,10,7
RN,2018,11,6
RN,2018,12,6
RN,2018,13,7
RN,2018,14,9
RN,2018,15,8
RN,2018,16,12
RN,2018,17,6
RN,2018,18,11
RN,2018,19,11
RN,2018,2,7
RN,2018,20,12
RN,2018,21,3
RN,2018,22,2
RN,2018,23,7
RN,2018,24,8
RN,2018,25,6
RN,2018,26,7
RN,2018,27,6
RN,2018,28,9
RN,2018,29,8
RN,2018,3,11
RN,2018,30,10
RN,2018,31,12
RN,2018,32,10
RN,2018,33,8
RN,2018,34,3
RN,2018,4,9
RN,2018,5,14
RN,2018,6,7
RN,2018,7,13
RN,2018,8,7
RN,2018,9,6
RO,2016,41,1
RO,2017,10,2
RO,2017,11,1
RO,2017,12,5
RO,2017,13,1
RO,2017,14,2
RO,2017,15,3
RO,2017,16,2
RO,2017,18,1
RO,2017,19,2
RO,2017,20,5
RO,2017,21,1
RO,2017,22,2
RO,2017,23,2
RO,2017,24,4
RO,2017,26,1
RO,2017,27,2
RO,2017,28,2
RO,2017,29,5
RO,2017,30,2
RO,2017,31,3
RO,2017,32,3
RO,2017,33,3
RO,2017,35,2
RO,2017,36,2
RO,2017,37,1
RO,2017,38,3
RO,2017,39,5
RO,2017,4,2
RO,2017,40,6
RO,2017,41,9
RO,2017,42,6
RO,2017,43,7
RO,2017,44,1
RO,2017,45,4
RO,2017,46,6
RO,2017,47,10
RO,2017,48,5
RO,2017,49,9
RO,2017,50,1
RO,2017,51,4
RO,2017,52,4
RO,2017,6,3
RO,2017,7,1
RO,2018,1,6
RO,2018,10,2
RO,2018,11,2
RO,2018,12,2
RO,2018,13,6
RO,2018,14,5
RO,2018,15,6
RO,2018,16,4
RO,2018,17,6
RO,2018,18,3
RO,2018,19,3
RO,2018,2,4
RO,2018,20,4
RO,2018,21,2
RO,2018,22,6
RO,2018,23,4
RO,2018,24,6
RO,2018,25,3
RO,2018,26,4
RO,2018,27,4
RO,2018,28,2
RO,2018,29,8
RO,2018,3,3
RO,2018,30,5
RO,2018,31,4
RO,2018,32,3
RO,2018,33,5
RO,2018,34,5
RO,2018,4,6
RO,2018,5,2
RO,2018,6,5
RO,2018,7,3
RO,2018,8,5
RO,2018,9,4
RR,2017,12,1
RR,2017,16,3
RR,2017,19,2
RR,2017,21,1
RR,2017,22,2
RR,2017,26,1
RR,2017,30,1
RR,2017,41,1
RR,2017,43,2
RR,2017,45,1
RR,2017,47,1
RR,2017,6,1
RR,2018,10,1
RR,2018,11,1
RR,2018,2,1
RR,2018,20,3
RR,2018,22,2
RR,2018,24,2
RR,2018,25,1
RR,2018,26,2
RR,2018,28,1
RR,2018,30,1
RR,2018,31,5
RR,2018,32,2
RR,2018,33,1
RR,2018,34,1
RR,2018,4,3
RR,2018,6,1
RR,2018,7,1
RR,2018,8,1
RS,2016,40,26
RS,2016,41,1
RS,2017,1,2
RS,2017,10,29
RS,2017,11,42
RS,2017,12,39
RS,2017,13,30
RS,2017,14,37
RS,2017,15,25
RS,2017,16,29
RS,2017,17,35
RS,2017,18,42
RS,2017,19,48
RS,2017,2,4
RS,2017,20,55
RS,2017,21,38
RS,2017,22,49
RS,2017,23,59
RS,2017,24,39
RS,2017,25,39
RS,2017,26,49
RS,2017,27,35
RS,2017,28,49
RS,2017,29,48
RS,2017,3,12
RS,2017,30,57
RS,2017,31,66
RS,2017,32,59
RS,2017,33,60
RS,2017,34,45
RS,2017,35,48
RS,2017,36,36
RS,2017,37,63
RS,2017,38,53
RS,2017,39,56
RS,2017,4,10
RS,2017,40,53
RS,2017,41,71
RS,2017,42,63
RS,2017,43,58
RS,2017,44,56
RS,2017,45,63
RS,2017,46,69
RS,2017,47,192
RS,2017,48,114
RS,2017,49,98
RS,2017,5,19
RS,2017,50,75
RS,2017,51,46
RS,2017,52,60
RS,2017,6,33
RS,2017,7,22
RS,2017,8,15
RS,2017,9,35
RS,2018,1,73
RS,2018,10,89
RS,2018,11,100
RS,2018,12,98
RS,2018,13,87
RS,2018,14,96
RS,2018,15,81
RS,2018,16,85
RS,2018,17,100
RS,2018,18,98
RS,2018,19,114
RS,2018,2,97
RS,2018,20,78
RS,2018,21,58
RS,2018,22,67
RS,2018,23,74
RS,2018,24,90
RS,2018,25,73
RS,2018,26,79
RS,2018,27,81
RS,2018,28,49
RS,2018,29,99
RS,2018,3,88
RS,2018,30,97
RS,2018,31,93
RS,2018,32,118
RS,2018,33,122
RS,2018,34,48
RS,2018,35,10
RS,2018,36,1
RS,2018,4,92
RS,2018,5,99
RS,2018,6,98
RS,2018,7,89
RS,2018,8,102
RS,2018,9,108
SC,2016,40,7
SC,2016,41,2
SC,2017,1,3
SC,2017,10,16
SC,2017,11,16
SC,2017,12,19
SC,2017,13,16
SC,2017,14,25
SC,2017,15,19
SC,2017,16,21
SC,2017,17,28
SC,2017,18,24
SC,2017,19,27
SC,2017,2,6
SC,2017,20,40
SC,2017,21,37
SC,2017,22,34
SC,2017,23,30
SC,2017,24,26
SC,2017,25,36
SC,2017,26,26
SC,2017,27,26
SC,2017,28,37
SC,2017,29,31
SC,2017,3,6
SC,2017,30,29
SC,2017,31,25
SC,2017,32,28
SC,2017,33,47
SC,2017,34,43
SC,2017,35,39
SC,2017,36,32
SC,2017,37,41
SC,2017,38,26
SC,2017,39,31
SC,2017,4,12
SC,2017,40,33
SC,2017,41,53
SC,2017,42,42
SC,2017,43,27
SC,2017,44,35
SC,2017,45,46
SC,2017,46,57
SC,2017,47,115
SC,2017,48,90
SC,2017,49,69
SC,2017,5,22
SC,2017,50,51
SC,2017,51,38
SC,2017,52,29
SC,2017,6,22
SC,2017,7,10
SC,2017,8,14
SC,2017,9,17
SC,2018,1,39
SC,2018,10,70
SC,2018,11,66
SC,2018,12,68
SC,2018,13,62
SC,2018,14,57
SC,2018,15,64
SC,2018,16,62
SC,2018,17,66
SC,2018,18,63
SC,2018,19,71
SC,2018,2,70
SC,2018,20,66
SC,2018,21,38
SC,2018,22,44
SC,2018,23,53
SC,2018,24,64
SC,2018,25,61
SC,2018,26,61
SC,2018,27,45
SC,2018,28,30
SC,2018,29,60
SC,2018,3,65
SC,2018,30,79
SC,2018,31,79
SC,2018,32,72
SC,2018,33,61
SC,2018,34,48
SC,2018,35,2
SC,2018,39,1
SC,2018,4,49
SC,2018,40,1
SC,2018,5,64
SC,2018,6,63
SC,2018,7,64
SC,2018,8,54
SC,2018,9,65
SE,2016,40,1
SE,2017,10,1
SE,2017,11,2
SE,2017,12,3
SE,2017,13,5
SE,2017,14,1
SE,2017,15,1
SE,2017,16,6
SE,2017,17,5
SE,2017,18,1
SE,2017,19,5
SE,2017,20,4
SE,2017,21,4
SE,2017,22,4
SE,2017,23,2
SE,2017,24,2
SE,2017,25,3
SE,2017,26,5
SE,2017,27,3
SE,2017,28,2
SE,2017,29,1
SE,2017,3,1
SE,2017,30,1
SE,2017,31,5
SE,2017,32,2
SE,2017,33,1
SE,2017,34,4
SE,2017,35,3
SE,2017,36,5
SE,2017,37,6
SE,2017,38,2
SE,2017,39,2
SE,2017,4,1
SE,2017,40,2
SE,2017,41,4
SE,2017,42,1
SE,2017,43,3
SE,2017,44,4
SE,2017,45,3
SE,2017,46,3
SE,2017,47,10
SE,2017,48,10
SE,2017,49,4
SE,2017,5,1
SE,2017,50,4
SE,2017,51,1
SE,2017,52,2
SE,2017,6,4
SE,2017,8,1
SE,2017,9,2
SE,2018,1,2
SE,2018,10,4
SE,2018,12,7
SE,2018,13,7
SE,2018,14,4
SE,2018,15,9
SE,2018,16,6
SE,2018,17,6
SE,2018,18,5
SE,2018,19,8
SE,2018,2,4
SE,2018,20,2
SE,2018,21,3
SE,2018,22,3
SE,2018,23,5
SE,2018,24,6
SE,2018,25,2
SE,2018,26,4
SE,2018,27,6
SE,2018,28,4
SE,2018,29,4
SE,2018,3,6
SE,2018,30,5
SE,2018,31,9
SE,2018,32,9
SE,2018,33,9
SE,2018,34,4
SE,2018,4,5
SE,2018,5,6
SE,2018,6,2
SE,2018,7,3
SE,2018,8,12
SE,2018,9,6
SP,2016,40,104
SP,2016,41,18
SP,2016,51,1
SP,2017,1,10
SP,2017,10,260
SP,2017,11,247
SP,2017,12,258
SP,2017,13,233
SP,2017,14,257
SP,2017,15,184
SP,2017,16,244
SP,2017,17,278
SP,2017,18,332
SP,2017,19,343
SP,2017,2,25
SP,2017,20,368
SP,2017,21,326
SP,2017,22,340
SP,2017,23,326
SP,2017,24,311
SP,2017,25,273
SP,2017,26,305
SP,2017,27,350
SP,2017,28,399
SP,2017,29,405
SP,2017,3,82
SP,2017,30,395
SP,2017,31,416
SP,2017,32,374
SP,2017,33,417
SP,2017,34,353
SP,2017,35,395
SP,2017,36,385
SP,2017,37,522
SP,2017,38,445
SP,2017,39,383
SP,2017,4,159
SP,2017,40,412
SP,2017,41,414
SP,2017,42,481
SP,2017,43,425
SP,2017,44,382
SP,2017,45,503
SP,2017,46,529
SP,2017,47,1239
SP,2017,48,865
SP,2017,49,659
SP,2017,5,192
SP,2017,50,566
SP,2017,51,409
SP,2017,52,323
SP,2017,6,229
SP,2017,7,172
SP,2017,8,147
SP,2017,9,201
SP,2018,1,582
SP,2018,10,669
SP,2018,11,642
SP,2018,12,685
SP,2018,13,592
SP,2018,14,629
SP,2018,15,667
SP,2018,16,743
SP,2018,17,723
SP,2018,18,744
SP,2018,19,829
SP,2018,2,730
SP,2018,20,776
SP,2018,21,375
SP,2018,22,451
SP,2018,23,621
SP,2018,24,608
SP,2018,25,632
SP,2018,26,569
SP,2018,27,492
SP,2018,28,417
SP,2018,29,706
SP,2018,3,735
SP,2018,30,675
SP,2018,31,840
SP,2018,32,833
SP,2018,33,754
SP,2018,34,419
SP,2018,35,54
SP,2018,36,4
SP,2018,37,2
SP,2018,39,2
SP,2018,4,657
SP,2018,40,1
SP,2018,42,1
SP,2018,5,656
SP,2018,6,670
SP,2018,7,664
SP,2018,8,721
SP,2018,9,793
TO,2017,1,1
TO,2017,10,1
TO,2017,11,4
TO,2017,12,2
TO,2017,13,3
TO,2017,15,1
TO,2017,17,1
TO,2017,18,1
TO,2017,2,1
TO,2017,20,2
TO,2017,21,4
TO,2017,22,4
TO,2017,24,3
TO,2017,25,2
TO,2017,26,2
TO,2017,27,2
TO,2017,28,3
TO,2017,29,6
TO,2017,3,1
TO,2017,30,1
TO,2017,31,6
TO,2017,32,1
TO,2017,33,3
TO,2017,34,3
TO,2017,35,4
TO,2017,36,5
TO,2017,37,3
TO,2017,39,1
TO,2017,40,3
TO,2017,42,4
TO,2017,44,3
TO,2017,45,2
TO,2017,46,4
TO,2017,47,7
TO,2017,48,5
TO,2017,49,4
TO,2017,50,5
TO,2017,51,1
TO,2017,52,1
TO,2017,6,2
TO,2017,7,3
TO,2017,8,2
TO,2017,9,2
TO,2018,1,4
TO,2018,10,4
TO,2018,11,5
TO,2018,12,8
TO,2018,13,4
TO,2018,14,5
TO,2018,15,4
TO,2018,16,6
TO,2018,17,7
TO,2018,18,6
TO,2018,19,6
TO,2018,2,4
TO,2018,20,3
TO,2018,22,3
TO,2018,23,4
TO,2018,24,3
TO,2018,25,5
TO,2018,26,6
TO,2018,27,2
TO,2018,28,2
TO,2018,29,7
TO,2018,3,4
TO,2018,30,3
TO,2018,31,9
TO,2018,32,7
TO,2018,33,2
TO,2018,34,3
TO,2018,4,1
TO,2018,5,3
TO,2018,6,4
TO,2018,7,1
TO,2018,8,4
TO,2018,9,3
