customer_city,order_purchase_date,Total_sales
Florianopolis,2018-02-17,563.15
Florianopolis,2018-02-18,64.09
Florianopolis,2018-02-20,386.01000000000005
Florianopolis,2018-02-22,170.97
Florianopolis,2018-02-25,171.78
Florianopolis,2018-02-28,569.72
Florianopolis,2018-03-01,306.23999999999995
Florianopolis,2018-03-02,56.93
Florianopolis,2018-03-05,65.09
Florianopolis,2018-03-06,104.61
Florianopolis,2018-03-07,428.89
Florianopolis,2018-03-08,183.06
Florianopolis,2018-03-09,144.81
Florianopolis,2018-03-10,146.64
Florianopolis,2018-03-11,461.25
Florianopolis,2018-03-12,152.07999999999998
Florianopolis,2018-03-13,300.19
Florianopolis,2018-03-14,79.80000000000001
Florianopolis,2018-03-15,614.94
Florianopolis,2018-03-16,195.92000000000002
Florianopolis,2018-03-18,2224.18
Florianopolis,2018-03-19,193.16
Florianopolis,2018-03-20,311.14
Florianopolis,2018-03-21,206.98
Florianopolis,2018-03-22,1431.42
Florianopolis,2018-03-23,1245.62
Florianopolis,2018-03-24,297.68
Florianopolis,2018-03-25,1662.3700000000001
Florianopolis,2018-03-26,138.25
Florianopolis,2018-03-27,105.38
Florianopolis,2018-03-28,206.87
Florianopolis,2018-03-29,204.86
Florianopolis,2018-03-30,956.56
Florianopolis,2018-03-31,217.55
Florianopolis,2018-04-01,205.07
Florianopolis,2018-04-03,43.0
Florianopolis,2018-04-06,1209.1
Florianopolis,2018-04-07,165.70000000000002
Florianopolis,2018-04-08,823.06
Florianopolis,2018-04-09,515.89
Florianopolis,2018-04-10,45.01
Florianopolis,2018-04-14,105.28
Florianopolis,2018-04-15,244.47
Florianopolis,2018-04-16,789.03
Florianopolis,2018-04-18,1461.1
Florianopolis,2018-04-21,101.68
Florianopolis,2018-04-22,194.85999999999999
Florianopolis,2018-04-23,248.04000000000002
Florianopolis,2018-04-24,291.16
Florianopolis,2018-04-26,112.26999999999998
Florianopolis,2018-04-27,57.61
Florianopolis,2018-04-28,578.38
Florianopolis,2018-04-29,226.41
Florianopolis,2018-04-30,73.15
Florianopolis,2018-05-01,357.18
Florianopolis,2018-05-03,92.9
Florianopolis,2018-05-05,128.64
Florianopolis,2018-05-06,152.28000000000003
Florianopolis,2018-05-07,797.79
Florianopolis,2018-05-08,342.62
Florianopolis,2018-05-09,93.19
Florianopolis,2018-05-10,154.9
Florianopolis,2018-05-11,50.730000000000004
Florianopolis,2018-05-12,150.0
Florianopolis,2018-05-13,165.82
Florianopolis,2018-05-14,183.66
Florianopolis,2018-05-15,103.28
Florianopolis,2018-05-16,375.65999999999997
Florianopolis,2018-05-18,32.0
Florianopolis,2018-05-21,138.29
Florianopolis,2018-05-22,442.03
Florianopolis,2018-05-23,795.3000000000001
Florianopolis,2018-05-25,206.10000000000002
Florianopolis,2018-05-30,71.14
Florianopolis,2018-06-03,76.21000000000001
Florianopolis,2018-06-04,120.18
Florianopolis,2018-06-06,1774.89
Florianopolis,2018-06-07,180.47
Florianopolis,2018-06-08,203.57
Florianopolis,2018-06-10,105.5
Florianopolis,2018-06-11,535.67
Florianopolis,2018-06-12,223.94
Florianopolis,2018-06-13,206.12
Florianopolis,2018-06-14,67.5
Florianopolis,2018-06-15,86.15
Florianopolis,2018-06-16,195.03
Florianopolis,2018-06-18,170.15
Florianopolis,2018-06-19,433.37999999999994
Florianopolis,2018-06-20,45.78
Florianopolis,2018-06-21,34.36
Florianopolis,2018-06-22,130.25
Florianopolis,2018-06-23,167.18
Florianopolis,2018-06-24,112.72
Florianopolis,2018-06-25,115.72999999999999
Florianopolis,2018-06-27,40.1
Florianopolis,2018-06-28,51.5
Florianopolis,2018-06-29,77.57
Florianopolis,2018-06-30,228.62
Florianopolis,2018-07-03,668.47
Florianopolis,2018-07-04,388.23999999999995
Florianopolis,2018-07-05,721.9200000000001
Florianopolis,2018-07-06,74.16
Florianopolis,2018-07-08,147.15
Florianopolis,2018-07-09,194.11
Florianopolis,2018-07-13,202.11
Florianopolis,2018-07-15,138.96
Florianopolis,2018-07-16,64.11
Florianopolis,2018-07-18,246.44
Florianopolis,2018-07-19,422.22999999999996
Florianopolis,2018-07-20,2840.1200000000003
Florianopolis,2018-07-21,1241.3600000000001
Florianopolis,2018-07-22,355.26
Florianopolis,2018-07-23,116.47
Florianopolis,2018-07-24,111.78999999999999
Florianopolis,2018-07-25,464.9599999999999
Florianopolis,2018-07-26,858.72
Florianopolis,2018-07-27,47.82
Florianopolis,2018-07-28,127.24000000000001
Florianopolis,2018-07-29,80.15
Florianopolis,2018-07-30,133.65
Florianopolis,2018-07-31,243.18
Florianopolis,2018-08-01,846.41
Florianopolis,2018-08-02,41.0
Florianopolis,2018-08-03,41.05
Florianopolis,2018-08-04,11.82
Florianopolis,2018-08-05,55.69
Florianopolis,2018-08-06,88.43
Florianopolis,2018-08-08,2232.59
Florianopolis,2018-08-09,64.13
Florianopolis,2018-08-10,114.45
Florianopolis,2018-08-13,155.25
Florianopolis,2018-08-14,106.9
Florianopolis,2018-08-16,99.25999999999999
Florianopolis,2018-08-18,561.56
Florianopolis,2018-08-21,233.68
Florianopolis,2018-08-22,136.07999999999998
Florianopolis,2018-08-23,160.20000000000002
Florianopolis,2018-09-25,42.0
Florida,2017-09-04,256.92
Florida,2017-12-08,199.0
Florida Paulista,2017-09-02,135.2
Florida Paulista,2017-12-09,161.38
Florida Paulista,2018-03-05,55.0
Florinia,2018-01-09,57.61
Fonseca,2017-08-29,107.53
Fontoura Xavier,2017-11-24,214.16
Fontoura Xavier,2017-11-29,92.13
Fontoura Xavier,2018-02-06,153.09
Formiga,2017-03-21,161.81
Formiga,2017-04-06,419.06
Formiga,2017-06-06,64.1
Formiga,2017-06-15,126.07
Formiga,2017-07-18,37.28
Formiga,2017-08-05,95.00999999999999
Formiga,2017-08-25,103.64999999999999
Formiga,2017-09-11,38.86
Formiga,2017-10-16,44.35
Formiga,2018-01-08,111.43
Formiga,2018-01-09,91.22999999999999
Formiga,2018-01-14,243.45
Formiga,2018-01-23,83.08999999999999
Formiga,2018-01-27,127.55000000000001
Formiga,2018-02-02,127.11000000000001
Formiga,2018-02-07,75.25
Formiga,2018-02-20,167.49
Formiga,2018-03-05,44.61
Formiga,2018-03-31,99.22
Formiga,2018-04-12,112.73
Formiga,2018-05-05,108.0
Formiga,2018-05-08,115.35000000000001
Formiga,2018-05-14,116.44999999999999
Formiga,2018-05-25,106.08
Formiga,2018-05-30,772.2
Formiga,2018-07-03,93.81
Formiga,2018-07-12,218.67000000000002
Formiga,2018-07-21,156.09
Formiga,2018-08-03,356.92
Formigueiro,2017-04-13,247.9
Formosa,2017-02-13,169.61
Formosa,2017-04-06,48.69
Formosa,2017-05-08,48.0
Formosa,2017-05-11,486.65999999999997
Formosa,2017-05-17,116.57
Formosa,2017-06-08,56.69
Formosa,2017-06-20,289.07
Formosa,2017-07-07,109.91
Formosa,2017-07-20,67.6
Formosa,2017-07-22,150.05
Formosa,2017-08-02,53.230000000000004
Formosa,2017-08-10,139.98000000000002
Formosa,2017-08-11,137.18
Formosa,2017-08-27,36.769999999999996
Formosa,2017-09-08,114.36
Formosa,2017-09-28,60.11
Formosa,2017-10-24,206.09
Formosa,2017-11-12,59.25
Formosa,2017-11-27,98.64999999999999
Formosa,2017-11-30,43.18
Formosa,2017-12-12,400.41
Formosa,2018-01-29,92.57
Formosa,2018-02-03,167.18
Formosa,2018-02-07,229.85
Formosa,2018-02-13,33.5
Formosa,2018-02-27,27.07
Formosa,2018-03-18,218.87
Formosa,2018-04-12,80.89
Formosa,2018-04-23,63.18
Formosa,2018-04-30,350.41
Formosa,2018-05-12,221.87
Formosa,2018-05-17,52.68
Formosa,2018-06-20,117.12
Formosa,2018-06-29,113.38
Formosa,2018-07-18,186.57
Formosa,2018-08-03,301.97
Formosa,2018-08-13,36.69
Formosa,2018-08-22,125.42
Formosa da Serra Negra,2017-03-20,155.5
Formosa do Oeste,2017-10-14,86.15
Formosa do Oeste,2018-07-17,162.77
Formosa do Rio Preto,2017-05-08,118.66
Formosa do Rio Preto,2018-03-13,123.02000000000001
Formosa do Rio Preto,2018-03-15,427.84
Formosa do Rio Preto,2018-03-31,88.32
Formoso,2017-07-29,101.34
Formoso,2017-09-20,61.93
Formoso,2017-12-05,718.95
Formoso,2018-04-01,61.93
Formoso,2018-05-04,148.15
Formoso do Araguaia,2017-11-24,151.53
Formoso do Araguaia,2017-12-02,82.68
Formoso do Araguaia,2018-04-05,130.21
Formoso do Araguaia,2018-08-02,65.28999999999999
Forquilha,2017-10-19,125.23
Forquilha,2017-12-04,53.7
Forquilha,2018-04-18,104.52000000000001
Forquilha,2018-05-15,1031.27
Forquilha,2018-06-16,186.4
Forquilha,2018-08-04,39.61
Forquilha,2018-08-22,182.69
Forquilhinha,2017-04-24,128.78
Forquilhinha,2017-08-11,511.70000000000005
Forquilhinha,2017-09-22,101.84
Forquilhinha,2017-10-09,78.42
Forquilhinha,2017-11-28,68.02
Forquilhinha,2017-12-11,864.89
Forquilhinha,2017-12-12,68.02
Forquilhinha,2017-12-13,41.37
Forquilhinha,2018-01-17,41.37
Forquilhinha,2018-02-28,41.37
Forquilhinha,2018-03-15,49.01
Forquilhinha,2018-03-16,49.01
Forquilhinha,2018-04-30,33.3
Forquilhinha,2018-07-22,40.089999999999996
Fortaleza,2016-09-15,116.89
Fortaleza,2016-10-07,36.61
Fortaleza,2017-01-13,561.42
Fortaleza,2017-01-16,275.39
Fortaleza,2017-01-19,52.18
Fortaleza,2017-01-24,67.53
Fortaleza,2017-01-28,56.42999999999999
Fortaleza,2017-01-31,38.879999999999995
Fortaleza,2017-02-01,39.04
Fortaleza,2017-02-06,258.86
Fortaleza,2017-02-07,32.64
Fortaleza,2017-02-09,111.73
Fortaleza,2017-02-14,222.91
Fortaleza,2017-02-16,73.06
Fortaleza,2017-02-17,71.65
Fortaleza,2017-02-19,86.43
Fortaleza,2017-03-01,67.53
Fortaleza,2017-03-05,226.66
Fortaleza,2017-03-07,332.71
Fortaleza,2017-03-09,138.15
Fortaleza,2017-03-16,248.81
Fortaleza,2017-03-19,160.44
Fortaleza,2017-03-20,223.82
Fortaleza,2017-03-24,187.06
Fortaleza,2017-03-25,340.87
Fortaleza,2017-03-28,172.47
Fortaleza,2017-04-01,380.51
Fortaleza,2017-04-04,260.5
Fortaleza,2017-04-05,59.84
Fortaleza,2017-04-10,8356.1
Fortaleza,2017-04-11,84.03999999999999
Fortaleza,2017-04-13,51.69
Fortaleza,2017-04-20,97.46000000000001
Fortaleza,2017-04-22,56.629999999999995
Fortaleza,2017-04-25,308.3
Fortaleza,2017-04-28,292.68
Fortaleza,2017-04-29,978.27
Fortaleza,2017-05-02,180.06
Fortaleza,2017-05-03,922.95
Fortaleza,2017-05-04,69.84
Fortaleza,2017-05-05,127.55000000000001
Fortaleza,2017-05-06,72.67
Fortaleza,2017-05-09,199.82
Fortaleza,2017-05-10,76.33
Fortaleza,2017-05-11,167.18
Fortaleza,2017-05-12,466.19
Fortaleza,2017-05-13,292.31
Fortaleza,2017-05-14,183.48000000000002
Fortaleza,2017-05-17,819.6700000000001
Fortaleza,2017-05-18,725.13
Fortaleza,2017-05-19,463.53999999999996
Fortaleza,2017-05-21,101.36
Fortaleza,2017-05-23,354.99
Fortaleza,2017-05-24,1013.21
Fortaleza,2017-05-26,69.88
Fortaleza,2017-05-29,118.93
Fortaleza,2017-05-31,581.66
Fortaleza,2017-06-02,642.77
Fortaleza,2017-06-04,305.41
Fortaleza,2017-06-06,135.92000000000002
Fortaleza,2017-06-07,206.51
Fortaleza,2017-06-08,340.65
Fortaleza,2017-06-09,64.38
Fortaleza,2017-06-12,277.56
Fortaleza,2017-06-17,311.57
Fortaleza,2017-06-18,86.71000000000001
Fortaleza,2017-06-19,1511.66
Fortaleza,2017-06-23,46.629999999999995
Fortaleza,2017-06-27,396.86
Fortaleza,2017-06-29,993.59
Fortaleza,2017-06-30,186.23
Fortaleza,2017-07-04,67.28999999999999
Fortaleza,2017-07-05,305.33
Fortaleza,2017-07-07,299.17
Fortaleza,2017-07-10,240.17000000000002
Fortaleza,2017-07-11,76.17
Fortaleza,2017-07-13,1480.49
Fortaleza,2017-07-16,220.75
Fortaleza,2017-07-17,310.42
Fortaleza,2017-07-18,607.5600000000001
Fortaleza,2017-07-19,74.08
Fortaleza,2017-07-21,206.60999999999999
Fortaleza,2017-07-27,496.81
Fortaleza,2017-07-28,173.61
Fortaleza,2017-07-30,199.54000000000002
Fortaleza,2017-08-01,83.23
Fortaleza,2017-08-02,185.8
Fortaleza,2017-08-03,40.25
Fortaleza,2017-08-04,131.47
Fortaleza,2017-08-06,48.25
Fortaleza,2017-08-07,111.83
Fortaleza,2017-08-08,114.36
Fortaleza,2017-08-09,182.63
Fortaleza,2017-08-10,339.27
Fortaleza,2017-08-12,48.04
Fortaleza,2017-08-14,50.05
Fortaleza,2017-08-16,57.620000000000005
Fortaleza,2017-08-17,221.51
Fortaleza,2017-08-19,156.87
Fortaleza,2017-08-20,226.28
Fortaleza,2017-08-23,570.38
Fortaleza,2017-08-25,343.42999999999995
Fortaleza,2017-08-26,179.56
Fortaleza,2017-08-27,135.86
Fortaleza,2017-08-31,166.74
Fortaleza,2017-09-01,126.56
Fortaleza,2017-09-04,504.64
Fortaleza,2017-09-05,732.1899999999999
Fortaleza,2017-09-06,97.24
Fortaleza,2017-09-07,208.68
Fortaleza,2017-09-09,184.55
Fortaleza,2017-09-10,378.8
Fortaleza,2017-09-11,72.67
Fortaleza,2017-09-12,358.88
Fortaleza,2017-09-13,513.46
Fortaleza,2017-09-15,151.61
Fortaleza,2017-09-19,111.28999999999999
Fortaleza,2017-09-20,64.22
Fortaleza,2017-09-24,172.3
Fortaleza,2017-09-26,269.33
Fortaleza,2017-09-27,619.92
Fortaleza,2017-09-28,750.38
Fortaleza,2017-09-29,302.27
Fortaleza,2017-09-30,283.54
Fortaleza,2017-10-03,245.45
Fortaleza,2017-10-04,82.47
Fortaleza,2017-10-05,607.02
Fortaleza,2017-10-07,115.22
Fortaleza,2017-10-08,85.22999999999999
Fortaleza,2017-10-09,75.99
Fortaleza,2017-10-10,75.24
Fortaleza,2017-10-12,307.96000000000004
Fortaleza,2017-10-14,322.4
Fortaleza,2017-10-15,421.91
Fortaleza,2017-10-16,1548.9099999999999
Fortaleza,2017-10-19,868.4100000000001
Fortaleza,2017-10-23,252.4
Fortaleza,2017-10-24,180.44
Fortaleza,2017-10-25,375.74
Fortaleza,2017-10-27,168.15
Fortaleza,2017-11-01,518.59
Fortaleza,2017-11-04,118.02
Fortaleza,2017-11-09,128.57
Fortaleza,2017-11-11,133.07
Fortaleza,2017-11-13,86.99000000000001
Fortaleza,2017-11-14,472.08
Fortaleza,2017-11-15,209.01
Fortaleza,2017-11-16,330.74
Fortaleza,2017-11-17,4563.9
Fortaleza,2017-11-18,259.5
Fortaleza,2017-11-19,39.62
Fortaleza,2017-11-20,96.93
Fortaleza,2017-11-24,901.49
Fortaleza,2017-11-25,1491.44
Fortaleza,2017-11-26,331.56
Fortaleza,2017-11-27,313.47
Fortaleza,2017-11-28,106.9
Fortaleza,2017-12-01,677.6
Fortaleza,2017-12-03,103.33000000000001
Fortaleza,2017-12-04,1953.01
Fortaleza,2017-12-05,266.71
Fortaleza,2017-12-06,460.67999999999995
Fortaleza,2017-12-09,45.53
Fortaleza,2017-12-10,52.93
Fortaleza,2017-12-11,176.99
Fortaleza,2017-12-12,124.14
Fortaleza,2017-12-13,123.0
Fortaleza,2017-12-14,276.1
Fortaleza,2017-12-15,71.05
Fortaleza,2017-12-16,393.01
Fortaleza,2017-12-18,68.45
Fortaleza,2017-12-20,771.87
Fortaleza,2017-12-21,110.58000000000001
Fortaleza,2017-12-22,648.5100000000001
Fortaleza,2017-12-23,76.19
Fortaleza,2017-12-25,204.92000000000002
Fortaleza,2017-12-26,92.19
Fortaleza,2017-12-27,59.480000000000004
Fortaleza,2017-12-28,238.61
Fortaleza,2017-12-29,1692.8200000000002
Fortaleza,2017-12-30,37.71
Fortaleza,2017-12-31,156.85
Fortaleza,2018-01-04,279.23
Fortaleza,2018-01-06,381.04999999999995
Fortaleza,2018-01-08,112.44
Fortaleza,2018-01-09,95.67
Fortaleza,2018-01-10,136.76999999999998
Fortaleza,2018-01-11,275.19
Fortaleza,2018-01-12,147.38
Fortaleza,2018-01-14,251.11
Fortaleza,2018-01-15,425.51
Fortaleza,2018-01-16,438.70000000000005
Fortaleza,2018-01-17,322.86
Fortaleza,2018-01-18,171.0
Fortaleza,2018-01-19,185.85
Fortaleza,2018-01-21,122.9
Fortaleza,2018-01-23,1635.64
Fortaleza,2018-01-24,954.04
Fortaleza,2018-01-25,119.96000000000001
Fortaleza,2018-01-29,313.48
Fortaleza,2018-01-30,198.53
Fortaleza,2018-01-31,67.53
Fortaleza,2018-02-02,42.62
Fortaleza,2018-02-03,583.29
Fortaleza,2018-02-04,3102.56
Fortaleza,2018-02-05,85.45
Fortaleza,2018-02-07,199.95
Fortaleza,2018-02-08,489.22
Fortaleza,2018-02-09,704.7900000000001
Fortaleza,2018-02-10,248.83999999999997
Fortaleza,2018-02-11,57.629999999999995
Fortaleza,2018-02-12,252.87000000000003
Fortaleza,2018-02-13,21.62
Fortaleza,2018-02-15,119.74
Fortaleza,2018-02-16,187.91
Fortaleza,2018-02-17,302.0
Fortaleza,2018-02-18,124.34
Fortaleza,2018-02-19,106.91
Fortaleza,2018-02-20,478.61
Fortaleza,2018-02-21,61.57
Fortaleza,2018-02-25,173.33
Fortaleza,2018-02-26,287.0
Fortaleza,2018-02-28,300.05
Fortaleza,2018-03-01,320.27
Fortaleza,2018-03-02,57.629999999999995
Fortaleza,2018-03-03,221.01
Fortaleza,2018-03-04,396.71999999999997
Fortaleza,2018-03-05,369.86
Fortaleza,2018-03-06,429.24
Fortaleza,2018-03-07,46.629999999999995
Fortaleza,2018-03-08,223.7
Fortaleza,2018-03-09,623.55
Fortaleza,2018-03-10,409.90999999999997
Fortaleza,2018-03-11,34.53
Fortaleza,2018-03-12,26.53
Fortaleza,2018-03-13,889.98
Fortaleza,2018-03-14,399.44
Fortaleza,2018-03-15,45.62
Fortaleza,2018-03-16,2198.61
Fortaleza,2018-03-17,418.19
Fortaleza,2018-03-19,47.739999999999995
Fortaleza,2018-03-20,798.92
Fortaleza,2018-03-21,904.8900000000001
Fortaleza,2018-03-23,203.76000000000002
Fortaleza,2018-03-24,171.44
Fortaleza,2018-03-26,121.98
Fortaleza,2018-03-27,67.42
Fortaleza,2018-03-28,778.96
Fortaleza,2018-03-29,87.38
Fortaleza,2018-03-30,104.11999999999999
Fortaleza,2018-04-02,461.37
Fortaleza,2018-04-03,447.53
Fortaleza,2018-04-04,571.83
Fortaleza,2018-04-05,630.5
Fortaleza,2018-04-07,347.1
Fortaleza,2018-04-09,356.91999999999996
Fortaleza,2018-04-10,119.94
Fortaleza,2018-04-12,172.3
Fortaleza,2018-04-14,53.75
Fortaleza,2018-04-15,240.03
Fortaleza,2018-04-16,183.70000000000002
Fortaleza,2018-04-17,609.28
Fortaleza,2018-04-19,258.21000000000004
Fortaleza,2018-04-21,384.78
Fortaleza,2018-04-22,46.629999999999995
Fortaleza,2018-04-23,85.57
Fortaleza,2018-04-24,256.74
Fortaleza,2018-04-25,573.57
Fortaleza,2018-04-26,342.82000000000005
Fortaleza,2018-04-27,99.95
Fortaleza,2018-04-28,114.24000000000001
Fortaleza,2018-04-29,82.24
Fortaleza,2018-04-30,49.62
Fortaleza,2018-05-01,1695.3
Fortaleza,2018-05-02,166.63
Fortaleza,2018-05-03,49.04
Fortaleza,2018-05-04,1326.59
Fortaleza,2018-05-06,82.47
Fortaleza,2018-05-07,482.70000000000005
Fortaleza,2018-05-08,279.29
Fortaleza,2018-05-09,628.58
Fortaleza,2018-05-10,507.68
Fortaleza,2018-05-12,202.39
Fortaleza,2018-05-13,498.3299999999999
Fortaleza,2018-05-14,62.8
Fortaleza,2018-05-15,559.87
Fortaleza,2018-05-16,399.15
Fortaleza,2018-05-17,115.06
Fortaleza,2018-05-18,442.14
Fortaleza,2018-05-19,124.97
Fortaleza,2018-05-20,166.4
Fortaleza,2018-05-24,128.09
Fortaleza,2018-05-28,135.16
Fortaleza,2018-05-30,63.99
Fortaleza,2018-06-02,239.77
Fortaleza,2018-06-03,285.51
Fortaleza,2018-06-04,400.5400000000001
Fortaleza,2018-06-06,89.08
Fortaleza,2018-06-07,64.22
Fortaleza,2018-06-08,183.43
Fortaleza,2018-06-09,135.36
Fortaleza,2018-06-10,135.92000000000002
Fortaleza,2018-06-11,137.67
Fortaleza,2018-06-13,236.18
Fortaleza,2018-06-14,101.81
Fortaleza,2018-06-15,700.0699999999999
Fortaleza,2018-06-16,41.62
Fortaleza,2018-06-17,577.98
Fortaleza,2018-06-18,141.14
Fortaleza,2018-06-19,252.78
Fortaleza,2018-06-21,226.43
Fortaleza,2018-06-22,422.15999999999997
Fortaleza,2018-06-25,254.76
Fortaleza,2018-06-27,67.53
Fortaleza,2018-06-28,398.57
Fortaleza,2018-06-29,99.09
Fortaleza,2018-06-30,104.28
Fortaleza,2018-07-01,439.05000000000007
Fortaleza,2018-07-02,57.53
Fortaleza,2018-07-03,327.45
Fortaleza,2018-07-05,1680.2
Fortaleza,2018-07-06,662.62
Fortaleza,2018-07-09,77.15
Fortaleza,2018-07-10,131.47
Fortaleza,2018-07-13,218.48000000000002
Fortaleza,2018-07-15,904.75
Fortaleza,2018-07-16,378.83000000000004
Fortaleza,2018-07-18,168.81
Fortaleza,2018-07-19,41.14
Fortaleza,2018-07-20,403.26
Fortaleza,2018-07-21,540.25
Fortaleza,2018-07-22,54.04
Fortaleza,2018-07-23,57.53
Fortaleza,2018-07-25,806.3199999999999
Fortaleza,2018-07-27,136.20000000000002
Fortaleza,2018-07-30,98.79
Fortaleza,2018-08-01,116.0
Fortaleza,2018-08-02,221.37
Fortaleza,2018-08-03,443.96
Fortaleza,2018-08-04,98.94
Fortaleza,2018-08-05,100.82
Fortaleza,2018-08-06,640.06
Fortaleza,2018-08-10,363.0
Fortaleza,2018-08-11,473.12999999999994
Fortaleza,2018-08-12,194.0
Fortaleza,2018-08-13,235.56
Fortaleza,2018-08-14,433.42999999999995
Fortaleza,2018-08-15,207.58
Fortaleza,2018-08-16,281.54
Fortaleza,2018-08-20,327.02
Fortaleza,2018-08-22,151.3
Fortaleza,2018-08-23,165.56
Fortaleza,2018-08-26,270.35
Fortaleza,2018-08-27,420.11
Fortaleza,2018-08-28,68.53999999999999
Fortaleza do Tabocao,2017-10-03,52.93
Fortaleza dos Valos,2018-01-23,225.46
Fortaleza dos Valos,2018-08-18,96.8
Fortim,2018-04-22,205.53
Fortuna,2017-11-08,383.03
Fortuna,2018-05-11,58.14
Fortuna,2018-08-06,220.75
Foz do Iguacu,2016-09-04,439.88
Foz do Iguacu,2017-01-17,157.11
Foz do Iguacu,2017-03-01,125.99000000000001
Foz do Iguacu,2017-04-09,170.71
Foz do Iguacu,2017-05-04,844.19
Foz do Iguacu,2017-05-12,77.57
Foz do Iguacu,2017-05-21,357.37
Foz do Iguacu,2017-05-24,1498.2
Foz do Iguacu,2017-06-02,114.44
Foz do Iguacu,2017-06-06,44.9
Foz do Iguacu,2017-06-10,198.94
Foz do Iguacu,2017-06-25,96.69
Foz do Iguacu,2017-07-03,56.01
Foz do Iguacu,2017-07-19,382.71999999999997
Foz do Iguacu,2017-07-25,106.14999999999999
Foz do Iguacu,2017-08-01,194.66
Foz do Iguacu,2017-08-15,262.16
Foz do Iguacu,2017-08-25,202.91
Foz do Iguacu,2017-08-28,128.69
Foz do Iguacu,2017-08-30,261.28
Foz do Iguacu,2017-09-05,487.45
Foz do Iguacu,2017-09-13,396.28
Foz do Iguacu,2017-09-19,74.47
Foz do Iguacu,2017-10-03,289.2
Foz do Iguacu,2017-10-09,540.5
Foz do Iguacu,2017-10-10,220.96
Foz do Iguacu,2017-10-13,196.74
Foz do Iguacu,2017-10-15,145.99
Foz do Iguacu,2017-10-23,53.959999999999994
Foz do Iguacu,2017-10-27,157.22
Foz do Iguacu,2017-11-05,72.43
Foz do Iguacu,2017-11-06,336.75
Foz do Iguacu,2017-11-15,232.83
Foz do Iguacu,2017-11-20,287.21
Foz do Iguacu,2017-11-23,228.91
Foz do Iguacu,2017-11-24,25.1
Foz do Iguacu,2017-11-26,284.38
Foz do Iguacu,2017-11-27,129.32
Foz do Iguacu,2017-11-29,261.81
Foz do Iguacu,2017-12-04,397.35
Foz do Iguacu,2017-12-10,90.88000000000001
Foz do Iguacu,2017-12-17,1231.04
Foz do Iguacu,2017-12-23,305.33
Foz do Iguacu,2017-12-25,146.66000000000003
Foz do Iguacu,2017-12-27,180.69
Foz do Iguacu,2017-12-29,92.28
Foz do Iguacu,2018-01-03,48.129999999999995
Foz do Iguacu,2018-01-08,515.23
Foz do Iguacu,2018-01-18,177.9
Foz do Iguacu,2018-01-19,55.129999999999995
Foz do Iguacu,2018-01-23,61.82
Foz do Iguacu,2018-01-28,163.89
Foz do Iguacu,2018-01-30,45.089999999999996
Foz do Iguacu,2018-02-05,167.29
Foz do Iguacu,2018-02-06,82.76
Foz do Iguacu,2018-02-12,127.92
Foz do Iguacu,2018-02-27,181.69
Foz do Iguacu,2018-03-03,60.1
Foz do Iguacu,2018-03-06,185.94
Foz do Iguacu,2018-03-18,65.05
Foz do Iguacu,2018-03-20,35.05
Foz do Iguacu,2018-03-21,261.14
Foz do Iguacu,2018-04-02,104.65
Foz do Iguacu,2018-04-11,208.08
Foz do Iguacu,2018-04-30,141.23000000000002
Foz do Iguacu,2018-05-05,64.1
Foz do Iguacu,2018-05-08,35.089999999999996
Foz do Iguacu,2018-05-16,63.37
Foz do Iguacu,2018-05-21,27.1
Foz do Iguacu,2018-05-22,132.31
Foz do Iguacu,2018-05-26,259.76
Foz do Iguacu,2018-05-28,105.89
Foz do Iguacu,2018-06-04,642.6800000000001
Foz do Iguacu,2018-06-06,51.69
Foz do Iguacu,2018-06-14,130.84
Foz do Iguacu,2018-06-18,55.09
Foz do Iguacu,2018-07-19,95.31
Foz do Iguacu,2018-07-23,43.87
Foz do Iguacu,2018-07-26,64.42
Foz do Iguacu,2018-07-27,43.03
Foz do Iguacu,2018-07-29,126.22
Foz do Iguacu,2018-08-04,63.5
Foz do Iguacu,2018-08-09,202.91
Foz do Iguacu,2018-08-11,292.98
Foz do Iguacu,2018-08-14,496.72
Foz do Iguacu,2018-08-18,521.97
Foz do Iguacu,2018-08-23,47.74
Frade,2018-03-17,66.99
Fraiburgo,2017-06-01,143.12
Fraiburgo,2017-06-13,33.08
Fraiburgo,2017-09-01,714.18
Fraiburgo,2017-09-29,327.17
Fraiburgo,2017-10-29,1144.3200000000002
Fraiburgo,2017-11-28,249.85
Fraiburgo,2017-12-12,35.0
Fraiburgo,2017-12-19,111.94
Fraiburgo,2018-01-16,202.48000000000002
Fraiburgo,2018-01-17,121.09
Fraiburgo,2018-02-23,194.48000000000002
Fraiburgo,2018-04-14,117.94
Fraiburgo,2018-04-16,346.76
Fraiburgo,2018-05-07,82.7
Fraiburgo,2018-05-28,34.0
Fraiburgo,2018-06-22,45.489999999999995
Fraiburgo,2018-08-10,98.16
Fraiburgo,2018-08-13,216.07
Franca,2016-10-06,89.17
Franca,2017-02-01,127.72
Franca,2017-02-06,41.36
Franca,2017-03-01,686.09
Franca,2017-03-08,69.2
Franca,2017-03-11,99.22
Franca,2017-03-14,506.36
Franca,2017-03-24,63.16
Franca,2017-03-25,172.0
Franca,2017-03-27,114.27
Franca,2017-04-04,33.269999999999996
Franca,2017-04-14,189.08
Franca,2017-04-22,115.91000000000001
Franca,2017-04-27,170.16
Franca,2017-05-01,30.279999999999998
