customer_city,order_purchase_date,Total_sales
MESQUITA,2017-09-10,34.589999999999996
MESQUITA,2017-09-11,219.19
MESQUITA,2017-09-16,243.11
MESQUITA,2017-09-19,161.89
MESQUITA,2017-09-21,211.32
MESQUITA,2017-09-29,100.12
MESQUITA,2017-10-02,669.42
MESQUITA,2017-10-13,161.77
MESQUITA,2017-10-22,105.77000000000001
MESQUITA,2017-10-24,128.01
MESQUITA,2017-11-02,64.47
MESQUITA,2017-11-14,301.34999999999997
MESQUITA,2017-11-18,103.37
MESQUITA,2017-11-20,59.41
MESQUITA,2017-11-24,183.57
MESQUITA,2017-12-04,44.230000000000004
MESQUITA,2017-12-16,131.78
MESQUITA,2017-12-17,119.95
MESQUITA,2017-12-27,241.47
MESQUITA,2017-12-28,35.69
MESQUITA,2018-01-15,129.57
MESQUITA,2018-01-16,151.19
MESQUITA,2018-01-23,242.44
MESQUITA,2018-01-25,179.22
MESQUITA,2018-02-06,61.11
MESQUITA,2018-02-19,826.1300000000001
MESQUITA,2018-02-20,189.37
MESQUITA,2018-02-25,208.51
MESQUITA,2018-03-01,278.1
MESQUITA,2018-03-05,137.4
MESQUITA,2018-04-08,94.12
MESQUITA,2018-04-11,105.29
MESQUITA,2018-04-16,75.25
MESQUITA,2018-04-18,74.47
MESQUITA,2018-04-25,1702.72
MESQUITA,2018-04-27,132.26
MESQUITA,2018-04-30,217.64000000000001
MESQUITA,2018-05-04,235.61
MESQUITA,2018-05-20,402.84000000000003
MESQUITA,2018-05-28,106.76
MESQUITA,2018-05-29,128.48
MESQUITA,2018-06-03,309.28000000000003
MESQUITA,2018-06-18,66.6
MESQUITA,2018-07-07,275.56
MESQUITA,2018-07-11,236.29
MESQUITA,2018-07-22,179.22
MESQUITA,2018-07-26,113.02
MESQUITA,2018-07-28,158.89
MESQUITA,2018-07-31,146.23000000000002
MESQUITA,2018-08-03,503.52
MESQUITA,2018-08-06,83.65
MESQUITA,2018-08-09,141.1
MESQUITA,2018-08-11,49.46
MESQUITA,2018-08-22,95.36999999999999
MESQUITA,2018-08-25,172.16
MESQUITA,2018-08-28,76.89
MIRASSOL D'OESTE,2017-05-05,115.57
MIRASSOL D'OESTE,2017-06-06,125.41000000000001
MIRASSOL D'OESTE,2017-08-07,100.48
MIRASSOL D'OESTE,2017-08-12,125.55000000000001
MIRASSOL D'OESTE,2017-10-11,119.92999999999999
MIRASSOL D'OESTE,2017-11-25,93.26
MIRASSOL D'OESTE,2018-01-25,881.45
MIRASSOL D'OESTE,2018-02-26,93.26
MIRASSOL D'OESTE,2018-03-28,207.54000000000002
MIRASSOL D'OESTE,2018-04-27,34.78
MIRASSOL D'OESTE,2018-06-04,73.69
Macae,2017-01-09,83.69000000000001
Macae,2017-01-19,54.129999999999995
Macae,2017-01-22,188.18
Macae,2017-01-31,256.01
Macae,2017-02-08,104.37
Macae,2017-02-11,64.1
Macae,2017-02-12,55.739999999999995
Macae,2017-02-15,210.8
Macae,2017-02-21,28.42
Macae,2017-03-06,71.99000000000001
Macae,2017-03-08,75.17
Macae,2017-03-16,54.01
Macae,2017-03-26,67.11
Macae,2017-03-30,68.64
Macae,2017-04-04,101.17999999999999
Macae,2017-04-10,202.04000000000002
Macae,2017-04-12,72.14
Macae,2017-04-22,47.17
Macae,2017-05-14,135.6
Macae,2017-05-20,169.70999999999998
Macae,2017-05-22,429.86
Macae,2017-05-25,115.45
Macae,2017-06-01,199.0
Macae,2017-06-03,451.34
Macae,2017-06-04,63.56
Macae,2017-06-06,61.76
Macae,2017-06-13,133.69
Macae,2017-06-27,38.239999999999995
Macae,2017-06-28,106.87
Macae,2017-07-04,139.07
Macae,2017-07-10,72.14
Macae,2017-07-11,230.99
Macae,2017-07-14,516.5
Macae,2017-07-15,156.64000000000001
Macae,2017-07-16,357.16
Macae,2017-07-18,341.89
Macae,2017-07-23,198.88
Macae,2017-07-25,167.39000000000001
Macae,2017-08-10,134.06
Macae,2017-08-11,153.09
Macae,2017-08-15,51.150000000000006
Macae,2017-08-17,39.089999999999996
Macae,2017-08-24,163.04000000000002
Macae,2017-09-02,96.69
Macae,2017-09-05,56.94
Macae,2017-09-11,52.5
Macae,2017-09-13,172.09
Macae,2017-09-14,74.58
Macae,2017-09-16,335.86
Macae,2017-09-20,160.21
Macae,2017-09-24,72.64
Macae,2017-09-30,125.4
Macae,2017-10-01,127.41000000000001
Macae,2017-10-02,90.28
Macae,2017-10-05,105.38
Macae,2017-10-08,90.88000000000001
Macae,2017-10-09,139.07
Macae,2017-10-10,219.18
Macae,2017-10-17,488.15
Macae,2017-10-20,497.26000000000005
Macae,2017-10-28,350.41
Macae,2017-10-29,168.29000000000002
Macae,2017-10-31,131.56
Macae,2017-11-05,150.59
Macae,2017-11-06,96.7
Macae,2017-11-08,249.35000000000002
Macae,2017-11-09,686.56
Macae,2017-11-12,588.44
Macae,2017-11-15,95.31
Macae,2017-11-16,34.42
Macae,2017-11-17,307.09
Macae,2017-11-21,87.64
Macae,2017-11-24,114.81
Macae,2017-11-28,454.18
Macae,2017-12-01,178.99
Macae,2017-12-02,554.6
Macae,2017-12-09,111.21000000000001
Macae,2017-12-10,852.99
Macae,2017-12-11,74.07
Macae,2017-12-12,148.48
Macae,2017-12-16,148.15
Macae,2017-12-20,55.75
Macae,2017-12-25,137.71
Macae,2017-12-30,349.88
Macae,2018-01-04,62.31
Macae,2018-01-12,87.64
Macae,2018-01-14,211.03
Macae,2018-01-15,539.64
Macae,2018-01-16,99.69999999999999
Macae,2018-01-17,116.44
Macae,2018-01-23,187.43
Macae,2018-01-24,167.95
Macae,2018-01-25,111.02000000000001
Macae,2018-01-28,85.94
Macae,2018-01-29,47.0
Macae,2018-01-30,59.59
Macae,2018-02-02,111.9
Macae,2018-02-03,168.51000000000002
Macae,2018-02-04,228.54
Macae,2018-02-05,178.94
Macae,2018-02-06,717.2499999999999
Macae,2018-02-07,679.5400000000001
Macae,2018-02-09,156.18
Macae,2018-02-11,102.84
Macae,2018-02-13,50.09
Macae,2018-02-14,67.23
Macae,2018-02-16,113.48
Macae,2018-02-18,297.17
Macae,2018-02-20,2739.22
Macae,2018-02-22,676.84
Macae,2018-02-23,236.04
Macae,2018-02-24,130.7
Macae,2018-02-25,79.58
Macae,2018-02-27,262.92
Macae,2018-02-28,73.25
Macae,2018-03-02,1347.1299999999999
Macae,2018-03-08,191.06
Macae,2018-03-11,107.95
Macae,2018-03-13,76.66
Macae,2018-03-16,216.64
Macae,2018-03-18,141.1
Macae,2018-03-20,728.83
Macae,2018-03-21,150.98000000000002
Macae,2018-03-23,1055.65
Macae,2018-03-26,35.0
Macae,2018-03-27,114.53
Macae,2018-03-28,150.15
Macae,2018-03-29,108.33
Macae,2018-04-01,346.97999999999996
Macae,2018-04-02,59.22
Macae,2018-04-03,219.79999999999998
Macae,2018-04-05,226.24
Macae,2018-04-09,98.72
Macae,2018-04-11,185.86
Macae,2018-04-12,236.74
Macae,2018-04-13,77.1
Macae,2018-04-18,78.44
Macae,2018-04-19,133.25
Macae,2018-04-27,618.75
Macae,2018-04-30,84.59
Macae,2018-05-02,241.89
Macae,2018-05-03,88.29
Macae,2018-05-05,72.14
Macae,2018-05-07,51.23
Macae,2018-05-08,266.04
Macae,2018-05-09,150.7
Macae,2018-05-10,33.51
Macae,2018-05-11,49.019999999999996
Macae,2018-05-14,131.16
Macae,2018-05-15,222.02
Macae,2018-05-18,116.95
Macae,2018-05-21,122.19
Macae,2018-05-24,70.08
Macae,2018-05-26,50.93
Macae,2018-05-27,85.21
Macae,2018-05-31,34.230000000000004
Macae,2018-06-04,206.44
Macae,2018-06-05,164.12
Macae,2018-06-07,271.18
Macae,2018-06-08,44.41
Macae,2018-06-09,176.37
Macae,2018-06-11,122.05
Macae,2018-06-13,138.84
Macae,2018-06-15,116.73
Macae,2018-06-16,286.09000000000003
Macae,2018-06-17,424.78
Macae,2018-06-20,319.57
Macae,2018-06-27,119.75999999999999
Macae,2018-06-28,68.27000000000001
Macae,2018-06-29,383.25
Macae,2018-07-01,177.14
Macae,2018-07-06,78.2
Macae,2018-07-08,50.43000000000001
Macae,2018-07-10,100.33
Macae,2018-07-12,179.22
Macae,2018-07-13,26.130000000000003
Macae,2018-07-14,215.61
Macae,2018-07-15,128.01
Macae,2018-07-18,43.1
Macae,2018-07-19,88.85
Macae,2018-07-25,181.55
Macae,2018-07-26,42.51
Macae,2018-07-29,58.18
Macae,2018-07-31,172.07
Macae,2018-08-01,222.22
Macae,2018-08-04,125.41
Macae,2018-08-08,83.98
Macae,2018-08-09,104.7
Macae,2018-08-16,383.59000000000003
Macae,2018-08-18,284.2
Macae,2018-08-19,58.129999999999995
Macae,2018-08-21,120.49
Macae,2018-08-23,296.23
Macae,2018-08-24,296.41
Macaiba,2017-05-21,494.03
Macaiba,2018-05-10,89.78999999999999
Macambara,2017-11-16,106.38
Macambara,2018-08-21,106.33
Macambira,2018-02-02,259.15
Macapa,2017-02-13,115.17
Macapa,2017-04-16,102.59
Macapa,2017-05-22,104.94
Macapa,2017-05-28,79.1
Macapa,2017-06-05,633.52
Macapa,2017-06-06,1111.2
Macapa,2017-06-27,129.1
Macapa,2017-07-25,146.2
Macapa,2017-08-08,134.99
Macapa,2017-08-21,142.15
Macapa,2017-08-27,87.72999999999999
Macapa,2017-08-29,93.21000000000001
Macapa,2017-09-05,114.87
Macapa,2017-09-27,108.64
Macapa,2017-09-30,183.84
Macapa,2017-10-19,235.13
Macapa,2017-11-08,216.26
Macapa,2017-11-24,248.51
Macapa,2017-11-30,254.32999999999998
Macapa,2017-12-29,61.989999999999995
Macapa,2018-01-10,80.42
Macapa,2018-01-11,2833.32
Macapa,2018-01-24,347.37
Macapa,2018-02-14,154.99
Macapa,2018-02-25,912.3899999999999
Macapa,2018-03-04,126.23
Macapa,2018-03-11,168.46
Macapa,2018-03-17,134.99
Macapa,2018-04-02,50.15
Macapa,2018-04-03,90.46
Macapa,2018-04-05,112.97999999999999
Macapa,2018-04-07,163.7
Macapa,2018-04-12,248.92000000000002
Macapa,2018-04-15,54.45
Macapa,2018-04-18,152.0
Macapa,2018-05-07,657.61
Macapa,2018-05-28,1482.42
Macapa,2018-05-31,90.89
Macapa,2018-06-04,996.22
Macapa,2018-06-07,201.06
Macapa,2018-06-09,127.52000000000001
Macapa,2018-06-17,90.67999999999999
Macapa,2018-07-15,66.1
Macapa,2018-08-07,71.14
Macapa,2018-08-14,62.41
Macapa,2018-08-15,101.27
Macapa,2018-08-21,168.74
Macapa,2018-08-25,147.6
Macaparana,2018-05-14,117.16
Macarani,2018-03-04,33.7
Macarani,2018-06-19,149.54
Macarani,2018-08-10,206.17
Macatuba,2017-09-20,32.379999999999995
Macatuba,2017-11-25,1149.0
Macatuba,2017-11-27,36.69
Macatuba,2017-12-12,169.0
Macatuba,2018-02-01,58.589999999999996
Macatuba,2018-03-02,95.66
Macatuba,2018-03-04,31.589999999999996
Macatuba,2018-04-17,57.75
Macatuba,2018-05-26,86.02000000000001
Macatuba,2018-06-29,4283.48
Macau,2017-06-08,104.28
Macau,2017-10-15,176.63
Macau,2018-01-23,91.19
Macau,2018-04-02,138.24
Macau,2018-07-23,928.12
Macaubal,2018-08-20,233.88
Macaubas,2017-01-20,69.9
Macaubas,2017-02-18,1653.4199999999998
Macaubas,2017-07-10,147.0
Macaubas,2018-01-14,198.16
Macaubas,2018-04-02,79.09
Macaubas,2018-07-16,51.78
Macaubas,2018-08-22,26.700000000000003
Macedonia,2017-06-27,119.85
Macedonia,2017-11-20,60.89
Macedonia,2017-12-27,181.51999999999998
Macedonia,2018-03-02,32.85
Macedonia,2018-06-16,176.74
Macedonia,2018-07-20,58.989999999999995
Maceio,2016-10-05,326.54999999999995
Maceio,2016-10-09,180.91
Maceio,2017-02-02,248.46
Maceio,2017-02-04,59.8
Maceio,2017-02-15,70.3
Maceio,2017-02-17,450.4
Maceio,2017-02-20,398.33
Maceio,2017-03-02,64.14
Maceio,2017-03-06,203.14
Maceio,2017-03-11,58.39
Maceio,2017-03-12,51.14
Maceio,2017-03-18,323.74
Maceio,2017-03-20,152.07
Maceio,2017-04-06,50.15
Maceio,2017-04-19,94.11000000000001
Maceio,2017-04-26,110.0
Maceio,2017-05-05,431.5
Maceio,2017-05-06,76.19
Maceio,2017-05-12,39.04
Maceio,2017-05-13,132.91
Maceio,2017-05-15,79.92
Maceio,2017-05-17,899.0
Maceio,2017-05-18,411.96999999999997
Maceio,2017-05-19,398.63
Maceio,2017-05-21,229.87
Maceio,2017-05-23,122.19
Maceio,2017-05-24,149.56
Maceio,2017-05-25,112.94
Maceio,2017-05-31,65.4
Maceio,2017-06-07,448.54
Maceio,2017-06-12,37.38
Maceio,2017-06-15,285.55
Maceio,2017-06-19,142.31
Maceio,2017-06-28,261.47
Maceio,2017-07-02,38.05
Maceio,2017-07-05,70.3
Maceio,2017-07-07,53.9
Maceio,2017-07-14,103.63
Maceio,2017-07-19,130.1
Maceio,2017-07-24,82.92
Maceio,2017-08-04,235.06
Maceio,2017-08-08,138.15
Maceio,2017-08-12,87.07
Maceio,2017-08-15,178.47000000000003
Maceio,2017-08-17,168.84
Maceio,2017-08-20,109.08
Maceio,2017-08-25,76.19
Maceio,2017-08-28,482.4
Maceio,2017-08-29,97.87
Maceio,2017-08-30,93.92
Maceio,2017-08-31,152.47000000000003
Maceio,2017-09-03,189.2
Maceio,2017-09-04,1038.31
Maceio,2017-09-05,164.3
Maceio,2017-09-06,56.05
Maceio,2017-09-09,189.22
Maceio,2017-09-11,659.79
Maceio,2017-09-12,99.9
Maceio,2017-09-13,48.15
Maceio,2017-09-14,87.8
Maceio,2017-09-15,69.88
Maceio,2017-09-18,137.23000000000002
Maceio,2017-09-22,138.03
Maceio,2017-09-28,74.48
Maceio,2017-10-02,110.42
Maceio,2017-10-07,106.39
Maceio,2017-10-09,272.54
Maceio,2017-10-10,90.28
Maceio,2017-10-11,78.11
Maceio,2017-10-12,58.65
Maceio,2017-10-13,92.71000000000001
Maceio,2017-10-15,50.15
Maceio,2017-10-16,138.03
Maceio,2017-10-20,70.15
Maceio,2017-10-26,448.23
Maceio,2017-10-28,66.85
Maceio,2017-10-29,42.67
Maceio,2017-11-04,218.51999999999998
Maceio,2017-11-05,379.2
Maceio,2017-11-06,152.52
Maceio,2017-11-08,65.84
Maceio,2017-11-09,112.6
Maceio,2017-11-16,425.69
Maceio,2017-11-17,130.45
Maceio,2017-11-18,61.05
Maceio,2017-11-22,1698.04
Maceio,2017-11-24,545.99
Maceio,2017-11-25,77.84
Maceio,2017-11-26,136.5
Maceio,2017-11-27,95.31
Maceio,2017-11-29,155.72
Maceio,2017-11-30,1400.29
Maceio,2017-12-03,398.33
Maceio,2017-12-06,1133.71
Maceio,2017-12-08,330.62
Maceio,2017-12-09,99.6
Maceio,2017-12-13,83.98
Maceio,2017-12-15,288.5
Maceio,2017-12-16,305.57
Maceio,2017-12-18,157.69
Maceio,2017-12-22,128.11
Maceio,2017-12-29,198.99
Maceio,2017-12-31,512.42
Maceio,2018-01-01,55.4
Maceio,2018-01-04,54.14
Maceio,2018-01-05,152.25
Maceio,2018-01-07,5455.49
Maceio,2018-01-08,968.73
Maceio,2018-01-09,85.03999999999999
Maceio,2018-01-10,155.8
Maceio,2018-01-11,566.63
Maceio,2018-01-15,260.27
Maceio,2018-01-17,178.44
Maceio,2018-01-19,465.39
Maceio,2018-01-20,431.21000000000004
Maceio,2018-01-22,144.79
Maceio,2018-01-25,159.53
Maceio,2018-01-31,95.44
Maceio,2018-02-01,90.28
Maceio,2018-02-04,381.88
Maceio,2018-02-08,697.0
Maceio,2018-02-11,124.39999999999999
Maceio,2018-02-12,269.65999999999997
Maceio,2018-02-16,99.42
Maceio,2018-02-17,215.6
Maceio,2018-02-18,295.77
Maceio,2018-02-19,384.40999999999997
Maceio,2018-02-24,1346.51
Maceio,2018-02-26,171.08
Maceio,2018-02-27,516.97
Maceio,2018-02-28,247.85
Maceio,2018-03-06,126.86000000000001
Maceio,2018-03-09,404.61
Maceio,2018-03-13,381.88
Maceio,2018-03-15,137.24
Maceio,2018-03-16,192.54000000000002
Maceio,2018-03-17,674.82
Maceio,2018-03-20,162.29
Maceio,2018-03-21,1287.94
Maceio,2018-03-25,141.02
Maceio,2018-03-26,242.26
Maceio,2018-03-29,584.86
Maceio,2018-03-31,99.80000000000001
Maceio,2018-04-01,26.259999999999998
Maceio,2018-04-03,1550.8300000000002
Maceio,2018-04-09,193.76
Maceio,2018-04-13,48.14
Maceio,2018-04-16,927.79
Maceio,2018-04-17,550.9100000000001
Maceio,2018-04-18,56.85
Maceio,2018-04-20,51.14
Maceio,2018-04-21,138.15
Maceio,2018-04-23,357.40999999999997
Maceio,2018-04-24,783.5
Maceio,2018-04-25,332.56
Maceio,2018-04-26,97.87
Maceio,2018-05-01,47.75
Maceio,2018-05-06,170.36
Maceio,2018-05-10,97.87
Maceio,2018-05-13,40.33
Maceio,2018-05-15,259.41
Maceio,2018-05-16,324.45
Maceio,2018-05-18,65.57
Maceio,2018-05-19,40.15
Maceio,2018-05-25,220.35
Maceio,2018-05-29,137.24
Maceio,2018-06-05,79.92
Maceio,2018-06-19,126.18
Maceio,2018-06-21,218.19000000000003
Maceio,2018-06-22,265.59000000000003
Maceio,2018-06-23,50.14
Maceio,2018-06-24,71.05
Maceio,2018-06-25,64.67
Maceio,2018-06-28,107.89999999999999
Maceio,2018-07-01,358.53
Maceio,2018-07-06,61.28
Maceio,2018-07-09,66.75
Maceio,2018-07-10,294.38
Maceio,2018-07-15,381.85999999999996
Maceio,2018-07-16,42.05
Maceio,2018-07-17,826.91
Maceio,2018-07-19,388.16
Maceio,2018-07-21,1367.3400000000001
Maceio,2018-07-22,239.35000000000002
Maceio,2018-07-23,1769.35
Maceio,2018-07-30,157.87
Maceio,2018-08-01,291.8
Maceio,2018-08-03,3015.2200000000003
Maceio,2018-08-04,311.47
Maceio,2018-08-09,52.6
Maceio,2018-08-12,313.1
Maceio,2018-08-13,281.74
Maceio,2018-08-19,1460.78
Maceio,2018-08-20,475.08
Maceio,2018-08-21,104.55
Maceio,2018-08-27,239.60000000000002
Machacalis,2017-08-30,89.36000000000001
Machacalis,2018-08-24,131.17
Machadinho,2018-06-08,65.6
Machadinho D'Oeste,2018-06-05,249.67000000000002
Machadinho D'Oeste,2018-07-21,131.18
Machado,2017-02-15,98.83
Machado,2017-03-25,181.55
Machado,2017-05-20,174.86
Machado,2017-07-04,173.53
Machado,2017-07-26,84.56
Machado,2017-08-08,749.35
Machado,2017-09-11,192.66
Machado,2017-10-08,61.34
Machado,2017-10-10,84.28
Machado,2017-10-23,158.13
Machado,2017-10-28,298.98
Machado,2017-11-09,66.6
Machado,2017-11-26,274.94
Machado,2018-02-20,312.49
Machado,2018-04-19,100.34
Machado,2018-04-24,75.52000000000001
Machado,2018-05-05,128.88
Machado,2018-05-15,40.089999999999996
Machado,2018-05-22,60.0
Machado,2018-07-31,218.04000000000002
Machados,2017-11-24,92.3
Machados,2017-12-18,115.46000000000001
Machados,2018-02-16,142.66
Macuco,2017-08-31,59.37
Macuco,2018-02-06,90.88000000000001
Macuco de Minas,2017-12-04,215.14
Madalena,2018-02-23,187.32
Madalena,2018-06-16,176.24
Madre de Deus,2017-05-03,32.78
Madre de Deus,2017-06-10,98.39
Madre de Deus,2018-03-01,87.72
Madre de Deus,2018-04-01,216.13
Mae do Rio,2017-10-12,123.05
Mae do Rio,2018-07-30,149.85
Maetinga,2018-02-21,53.69
Mafra,2017-02-02,83.23
Mafra,2017-03-23,234.8
Mafra,2017-04-09,114.44
Mafra,2017-04-26,149.04000000000002
Mafra,2017-05-02,72.72999999999999
Mafra,2017-06-04,85.22999999999999
Mafra,2017-07-13,287.48999999999995
Mafra,2017-07-20,137.57
Mafra,2017-08-04,39.089999999999996
Mafra,2017-08-15,143.12
Mafra,2017-10-29,34.099999999999994
Mafra,2017-11-24,90.17
Mafra,2017-11-26,279.17
Mafra,2017-11-27,144.15
Mafra,2017-12-11,192.45999999999998
Mafra,2018-01-22,125.7
Mafra,2018-02-06,37.089999999999996
Mafra,2018-02-17,67.6
Mafra,2018-02-18,164.79
Mafra,2018-03-04,35.0
Mafra,2018-03-13,1383.12
Mafra,2018-03-27,123.18
Mafra,2018-04-19,32.0
Mafra,2018-05-03,113.75
Mafra,2018-05-06,67.23
Mafra,2018-05-12,275.9
Mafra,2018-07-02,117.94
Mafra,2018-07-15,140.98
Mafra,2018-07-19,35.0
Mafra,2018-08-01,27.7
Mafra,2018-08-18,75.62
Magda,2017-11-18,93.28999999999999
Mage,2016-10-04,147.34
Mage,2016-10-05,75.17
Mage,2017-01-27,76.66
Mage,2017-03-19,461.54
Mage,2017-03-23,32.089999999999996
Mage,2017-03-26,114.15
Mage,2017-04-10,70.44
Mage,2017-04-23,35.839999999999996
Mage,2017-04-26,29.1
Mage,2017-05-01,108.19
Mage,2017-05-04,73.15
Mage,2017-05-12,83.52000000000001
Mage,2017-05-19,44.29
Mage,2017-06-01,172.16
Mage,2017-06-15,186.74
Mage,2017-06-18,94.31
Mage,2017-07-19,676.74
Mage,2017-07-28,106.87
Mage,2017-07-31,85.24
Mage,2017-08-05,72.5
Mage,2017-08-06,99.69999999999999
Mage,2017-08-17,48.019999999999996
Mage,2017-09-14,41.959999999999994
Mage,2017-09-16,120.09
Mage,2017-09-26,40.0
Mage,2017-09-27,47.17
Mage,2017-10-04,153.09
Mage,2017-10-11,36.04
Mage,2017-10-13,106.29
Mage,2017-10-19,97.13
Mage,2017-10-23,243.61
Mage,2017-10-25,108.75
Mage,2017-11-02,28.09
Mage,2017-11-05,36.69
Mage,2017-11-10,114.12
Mage,2017-11-11,69.94
Mage,2017-11-14,127.92
Mage,2017-11-16,117.9
Mage,2017-11-24,839.26
Mage,2017-11-27,322.96
Mage,2017-11-29,52.32
Mage,2017-11-30,460.31999999999994
Mage,2017-12-03,336.84000000000003
Mage,2017-12-04,234.60000000000002
Mage,2017-12-11,69.56
Mage,2017-12-18,598.1
Mage,2017-12-20,141.23
Mage,2017-12-21,64.1
Mage,2017-12-23,127.92
Mage,2017-12-27,66.1
Mage,2017-12-28,87.63
Mage,2017-12-31,115.44999999999999
Mage,2018-01-01,17.64
Mage,2018-01-04,190.22
Mage,2018-01-06,64.0
Mage,2018-01-09,414.18
Mage,2018-01-14,164.48
Mage,2018-01-16,77.38
Mage,2018-01-17,87.68
Mage,2018-01-19,163.79
Mage,2018-01-25,216.64
Mage,2018-01-27,188.34
Mage,2018-02-14,1212.45
Mage,2018-02-20,265.64
Mage,2018-02-21,35.31
Mage,2018-02-25,63.1
Mage,2018-03-09,106.02000000000001
Mage,2018-03-17,35.24
Mage,2018-03-18,257.3
Mage,2018-03-19,255.85
Mage,2018-04-01,294.7
Mage,2018-04-22,31.6
Mage,2018-04-26,123.13
Mage,2018-04-30,26.45
Mage,2018-05-03,83.71000000000001
Mage,2018-05-08,54.09
Mage,2018-05-09,274.07
Mage,2018-05-16,126.55
Mage,2018-05-18,107.78
Mage,2018-05-29,82.95
Mage,2018-06-03,43.01
Mage,2018-06-08,114.68
Mage,2018-06-13,161.83
Mage,2018-06-14,85.27000000000001
Mage,2018-06-25,76.17
Mage,2018-06-29,87.68
Mage,2018-06-30,907.9
Mage,2018-07-05,356.74
Mage,2018-07-16,127.83
Mage,2018-07-25,121.56
Mage,2018-08-03,429.58
Mage,2018-08-04,238.69
Mage,2018-08-08,72.14
Mage,2018-08-11,64.44
Mage,2018-08-12,446.6
Mage,2018-08-14,582.8
Mage,2018-08-23,204.2
Maioba,2017-06-22,177.24
Maioba,2017-09-06,75.17
Maioba,2018-05-10,81.12
Maioba,2018-05-18,73.84
Maiquinique,2017-09-13,139.48000000000002
Mairi,2017-07-10,821.03
Mairi,2017-11-24,267.28
Mairinque,2017-01-14,44.57
Mairinque,2017-02-01,616.53
Mairinque,2017-05-03,61.37
Mairinque,2017-08-10,113.03
Mairinque,2017-08-27,102.87
Mairinque,2017-10-01,133.07999999999998
Mairinque,2017-11-24,182.45
Mairinque,2017-11-26,90.03999999999999
Mairinque,2017-12-17,127.2
Mairinque,2018-01-11,176.71
Mairinque,2018-02-21,60.85
Mairinque,2018-02-27,46.85
Mairinque,2018-02-28,124.85
Mairinque,2018-03-14,18.85
Mairinque,2018-03-24,36.75
Mairinque,2018-04-26,290.6
Mairinque,2018-05-10,595.8
Mairinque,2018-05-14,25.78
Mairinque,2018-05-20,40.86
Mairinque,2018-05-26,256.62
Mairinque,2018-06-05,166.29
Mairinque,2018-06-07,451.51
Mairinque,2018-06-12,285.02
Mairinque,2018-07-18,1110.75
Mairinque,2018-07-28,199.7
Mairinque,2018-08-10,21.75
Mairinque,2018-08-19,229.0
Mairipora,2017-02-03,59.85
Mairipora,2017-02-07,60.730000000000004
Mairipora,2017-02-18,128.08
Mairipora,2017-03-06,58.88
Mairipora,2017-03-25,205.93
Mairipora,2017-04-05,69.73
Mairipora,2017-04-10,235.35999999999999
Mairipora,2017-04-17,286.4
Mairipora,2017-05-03,114.53
Mairipora,2017-05-11,64.09
Mairipora,2017-05-23,35.37
Mairipora,2017-05-29,151.05
Mairipora,2017-06-22,38.01
Mairipora,2017-06-25,112.41
Mairipora,2017-07-01,27.76
Mairipora,2017-07-18,57.77
Mairipora,2017-08-22,137.16
Mairipora,2017-08-24,31.77
Mairipora,2017-09-01,59.08
Mairipora,2017-09-05,123.43
Mairipora,2017-09-09,34.51
Mairipora,2017-09-10,63.09
Mairipora,2017-09-13,195.22
Mairipora,2017-10-02,153.64000000000001
Mairipora,2017-10-03,106.47
Mairipora,2017-10-14,789.1199999999999
Mairipora,2017-10-17,171.16
Mairipora,2017-10-24,158.74
Mairipora,2017-11-11,515.28
Mairipora,2017-11-24,104.28999999999999
Mairipora,2017-11-27,80.11000000000001
Mairipora,2017-11-28,98.72
Mairipora,2017-12-07,113.62
Mairipora,2017-12-13,138.89
Mairipora,2017-12-18,103.55000000000001
Mairipora,2017-12-19,314.7
Mairipora,2017-12-24,48.72
Mairipora,2017-12-27,98.69
Mairipora,2017-12-30,315.08000000000004
Mairipora,2018-01-17,37.37
Mairipora,2018-01-21,41.19
Mairipora,2018-01-23,47.68
Mairipora,2018-02-05,37.68
Mairipora,2018-02-07,261.7
Mairipora,2018-02-21,175.82999999999998
Mairipora,2018-03-02,37.78
Mairipora,2018-03-04,199.74
Mairipora,2018-03-05,55.050000000000004
Mairipora,2018-03-14,194.54000000000002
Mairipora,2018-03-27,98.62
Mairipora,2018-03-29,48.72
Mairipora,2018-04-21,217.97
Mairipora,2018-05-02,866.34
Mairipora,2018-05-08,75.75999999999999
Mairipora,2018-05-12,312.62
Mairipora,2018-05-14,282.65
Mairipora,2018-05-20,139.12
Mairipora,2018-05-21,623.59
Mairipora,2018-06-07,234.32
Mairipora,2018-06-11,252.66
Mairipora,2018-06-24,152.48000000000002
Mairipora,2018-07-01,105.02000000000001
Mairipora,2018-07-03,81.73
Mairipora,2018-07-04,69.84
Mairipora,2018-07-09,122.2
Mairipora,2018-07-10,72.05
Mairipora,2018-07-18,73.16
Mairipora,2018-07-19,23.39
Mairipora,2018-07-29,72.45
Mairipora,2018-08-08,197.70999999999998
Mairipora,2018-08-21,220.79
Major Isidoro,2017-02-14,155.10000000000002
Major Porto,2017-11-25,100.33
Malacacheta,2017-02-20,257.27
Malacacheta,2017-05-11,201.96
Malacacheta,2017-08-04,212.34
Malacacheta,2017-10-31,768.08
Malacacheta,2017-11-26,190.3
Malacacheta,2017-11-28,40.15
Malacacheta,2018-01-02,107.86999999999999
Malacacheta,2018-01-23,42.36
Malacacheta,2018-02-26,275.42
Malacacheta,2018-04-04,62.92
Malacacheta,2018-05-05,715.94
