customer_city,order_purchase_year,order_purchase_week,Total_sales
Lauro de Freitas,2018,9,47.82
Lavinia,2017,12,41.85
Lavinia,2017,21,130.33
Lavinia,2017,29,155.5
Lavinia,2017,36,101.60000000000001
Lavinia,2018,25,117.94
Lavinia,2018,7,45.37
Lavras,2016,40,72.5
Lavras,2017,1,765.0299999999999
Lavras,2017,13,71.53999999999999
Lavras,2017,14,40.93
Lavras,2017,20,276.62
Lavras,2017,22,359.16999999999996
Lavras,2017,23,181.47
Lavras,2017,25,72.14
Lavras,2017,27,24.23
Lavras,2017,30,292.0
Lavras,2017,32,117.94
Lavras,2017,33,255.85
Lavras,2017,36,877.35
Lavras,2017,4,126.8
Lavras,2017,41,1077.72
Lavras,2017,43,116.66999999999999
Lavras,2017,44,67.5
Lavras,2017,45,35.089999999999996
Lavras,2017,46,325.1
Lavras,2017,47,82.89
Lavras,2017,48,153.72
Lavras,2017,49,231.27
Lavras,2017,5,337.31
Lavras,2017,50,99.72
Lavras,2017,51,127.92
Lavras,2017,52,219.3
Lavras,2017,9,126.64
Lavras,2018,1,378.6
Lavras,2018,10,106.87
Lavras,2018,11,519.75
Lavras,2018,12,248.98
Lavras,2018,13,260.53
Lavras,2018,14,103.45
Lavras,2018,15,102.67
Lavras,2018,16,525.22
Lavras,2018,18,1029.51
Lavras,2018,19,291.16
Lavras,2018,2,593.13
Lavras,2018,20,250.22
Lavras,2018,21,506.73
Lavras,2018,22,129.53
Lavras,2018,23,99.22
Lavras,2018,24,70.14
Lavras,2018,25,213.43
Lavras,2018,26,55.09
Lavras,2018,28,94.69
Lavras,2018,29,1485.3200000000002
Lavras,2018,3,396.45
Lavras,2018,30,113.31
Lavras,2018,31,411.14000000000004
Lavras,2018,32,238.69
Lavras,2018,33,222.67000000000002
Lavras,2018,34,176.8
Lavras,2018,4,185.74
Lavras,2018,5,45.23
Lavras,2018,6,118.25999999999999
Lavras,2018,7,59.4
Lavras,2018,8,149.9
Lavras,2018,9,152.39
Lavras da Mangabeira,2017,19,922.8399999999999
Lavras da Mangabeira,2018,13,63.620000000000005
Lavras do Sul,2018,1,326.92
Lavrinhas,2017,48,162.70000000000002
Leandro Ferreira,2017,50,117.85000000000001
Leandro Ferreira,2018,11,130.25
Lebon Regis,2017,47,181.51
Lebon Regis,2018,1,170.12
Leme,2017,10,138.53
Leme,2017,12,138.71
Leme,2017,15,57.269999999999996
Leme,2017,17,145.14
Leme,2017,18,38.9
Leme,2017,19,177.8
Leme,2017,20,221.25
Leme,2017,21,46.77
Leme,2017,26,38.56
Leme,2017,27,102.35
Leme,2017,35,200.44
Leme,2017,36,128.04000000000002
Leme,2017,37,891.46
Leme,2017,40,71.71
Leme,2017,42,650.8599999999999
Leme,2017,46,163.65
Leme,2017,47,879.83
Leme,2017,48,2058.74
Leme,2017,49,98.78999999999999
Leme,2017,50,400.49
Leme,2017,51,306.57
Leme,2018,11,46.85
Leme,2018,15,47.69
Leme,2018,16,153.13
Leme,2018,17,31.75
Leme,2018,18,29.589999999999996
Leme,2018,19,40.04
Leme,2018,2,209.11
Leme,2018,24,643.2
Leme,2018,26,815.25
Leme,2018,3,187.64
Leme,2018,32,79.75999999999999
Leme,2018,33,159.45999999999998
Leme,2018,4,228.8
Leme,2018,5,95.67
Leme,2018,6,206.08999999999997
Leme,2018,7,282.6
Leme,2018,9,69.84
Lencois,2018,31,525.6800000000001
Lencois Paulista,2017,19,486.88
Lencois Paulista,2017,20,579.42
Lencois Paulista,2017,23,272.24
Lencois Paulista,2017,28,171.49
Lencois Paulista,2017,32,56.550000000000004
Lencois Paulista,2017,42,49.589999999999996
Lencois Paulista,2017,43,68.76
Lencois Paulista,2017,45,189.92000000000002
Lencois Paulista,2017,46,365.69
Lencois Paulista,2017,48,250.99
Lencois Paulista,2017,52,49.42
Lencois Paulista,2017,8,61.75
Lencois Paulista,2018,1,607.3199999999999
Lencois Paulista,2018,11,59.85
Lencois Paulista,2018,13,43.28
Lencois Paulista,2018,16,185.69
Lencois Paulista,2018,18,109.18
Lencois Paulista,2018,19,104.84
Lencois Paulista,2018,20,289.24
Lencois Paulista,2018,22,92.57
Lencois Paulista,2018,24,136.5
Lencois Paulista,2018,25,46.84
Lencois Paulista,2018,29,752.26
Lencois Paulista,2018,3,151.23
Lencois Paulista,2018,30,254.12
Lencois Paulista,2018,31,50.86
Lencois Paulista,2018,32,63.599999999999994
Lencois Paulista,2018,33,169.49
Lencois Paulista,2018,5,354.81
Leoberto Leal,2017,2,74.16
Leoberto Leal,2017,47,287.12
Leopoldina,2017,17,53.230000000000004
Leopoldina,2017,30,206.87
Leopoldina,2017,31,106.87
Leopoldina,2017,34,83.33
Leopoldina,2017,38,42.54
Leopoldina,2017,39,56.78
Leopoldina,2017,40,88.45
Leopoldina,2017,42,98.22
Leopoldina,2017,44,170.82000000000002
Leopoldina,2017,45,36.28
Leopoldina,2017,47,154.14
Leopoldina,2017,48,635.9000000000001
Leopoldina,2018,12,88.25
Leopoldina,2018,15,53.230000000000004
Leopoldina,2018,17,290.12
Leopoldina,2018,19,201.96
Leopoldina,2018,20,148.06
Leopoldina,2018,23,124.06
Leopoldina,2018,27,54.09
Leopoldina,2018,29,675.01
Leopoldina,2018,4,68.63
Liberdade,2017,19,57.1
Liberdade,2017,33,52.37
Liberdade,2018,10,41.43
Liberdade,2018,28,141.23000000000002
Lima Duarte,2017,21,148.15
Lima Duarte,2017,25,28.07
Lima Duarte,2017,35,114.22
Lima Duarte,2018,10,140.07999999999998
Lima Duarte,2018,17,267.29
Lima Duarte,2018,20,199.14
Limeira,2016,40,50.41
Limeira,2017,10,130.94
Limeira,2017,11,808.3999999999999
Limeira,2017,14,388.25
Limeira,2017,15,125.39
Limeira,2017,17,350.84
Limeira,2017,19,226.12
Limeira,2017,21,40.58
Limeira,2017,22,271.87
Limeira,2017,23,58.989999999999995
Limeira,2017,24,60.46
Limeira,2017,25,369.90999999999997
Limeira,2017,27,1126.35
Limeira,2017,28,235.58999999999997
Limeira,2017,29,532.49
Limeira,2017,31,783.2199999999999
Limeira,2017,33,303.87
Limeira,2017,34,56.01
Limeira,2017,35,62.39
Limeira,2017,36,814.8299999999999
Limeira,2017,37,467.52
Limeira,2017,38,343.12
Limeira,2017,4,34.839999999999996
Limeira,2017,42,184.68
Limeira,2017,43,64.55
Limeira,2017,44,182.89
Limeira,2017,45,560.58
Limeira,2017,46,172.01999999999998
Limeira,2017,47,2188.87
Limeira,2017,48,662.28
Limeira,2017,49,443.33
Limeira,2017,5,191.88
Limeira,2017,50,195.98000000000002
Limeira,2017,51,88.15
Limeira,2017,52,49.25
Limeira,2017,6,99.9
Limeira,2017,9,284.65
Limeira,2018,1,5390.370000000001
Limeira,2018,10,430.97
Limeira,2018,11,364.28999999999996
Limeira,2018,12,1331.0100000000002
Limeira,2018,13,469.54
Limeira,2018,14,395.49
Limeira,2018,15,921.77
Limeira,2018,17,695.04
Limeira,2018,18,452.75
Limeira,2018,19,252.38
Limeira,2018,2,325.35
Limeira,2018,20,472.23999999999995
Limeira,2018,21,126.55
Limeira,2018,22,833.44
Limeira,2018,23,628.26
Limeira,2018,24,202.87
Limeira,2018,25,755.4999999999999
Limeira,2018,26,336.65999999999997
Limeira,2018,27,2164.48
Limeira,2018,28,402.6
Limeira,2018,29,215.06
Limeira,2018,3,70.42
Limeira,2018,30,1110.3000000000002
Limeira,2018,31,558.8399999999999
Limeira,2018,32,146.22
Limeira,2018,33,697.9200000000001
Limeira,2018,34,123.96000000000001
Limeira,2018,4,398.63
Limeira,2018,5,797.1600000000001
Limeira,2018,6,239.58
Limeira,2018,7,706.72
Limeira,2018,8,647.3299999999999
Limeira,2018,9,43.12
Limeira do Oeste,2017,21,322.32000000000005
Limoeiro,2017,10,88.72
Limoeiro,2017,19,166.38
Limoeiro,2017,39,92.3
Limoeiro,2017,46,272.09999999999997
Limoeiro,2018,4,183.4
Limoeiro,2018,7,71.53
Limoeiro,2018,8,54.629999999999995
Limoeiro do Norte,2017,24,70.53
Limoeiro do Norte,2017,27,358.72999999999996
Limoeiro do Norte,2017,35,245.85999999999999
Limoeiro do Norte,2017,4,62.79
Limoeiro do Norte,2017,40,147.38
Limoeiro do Norte,2017,48,58.739999999999995
Limoeiro do Norte,2017,49,72.15
Limoeiro do Norte,2017,6,177.59
Limoeiro do Norte,2018,11,194.46
Limoeiro do Norte,2018,18,58.620000000000005
Limoeiro do Norte,2018,21,96.68
Limoeiro do Norte,2018,24,131.72
Limoeiro do Norte,2018,3,549.9499999999999
Limoeiro do Norte,2018,31,94.59
Lindoeste,2017,29,162.85
Lindoeste,2018,1,35.4
Lindoia,2017,36,32.71
Lindoia,2017,40,135.59
Lindoia,2017,48,32.96
Lindoia,2018,17,99.35
Lindoia,2018,19,132.85
Lindoia,2018,25,191.51
Lindoia,2018,28,51.75
Lindoia do Sul,2017,51,120.22
Linhares,2017,11,241.48999999999998
Linhares,2017,13,36.04
Linhares,2017,18,192.42000000000002
Linhares,2017,19,255.29000000000002
Linhares,2017,26,290.84000000000003
Linhares,2017,30,105.36999999999999
Linhares,2017,31,77.57
Linhares,2017,32,238.45
Linhares,2017,33,348.97
Linhares,2017,34,61.95
Linhares,2017,35,190.41000000000003
Linhares,2017,36,229.64
Linhares,2017,37,133.25
Linhares,2017,38,170.03
Linhares,2017,4,252.89
Linhares,2017,40,134.54000000000002
Linhares,2017,41,114.44
Linhares,2017,42,318.38
Linhares,2017,43,342.02
Linhares,2017,44,359.02
Linhares,2017,45,107.4
Linhares,2017,47,1156.19
Linhares,2017,48,497.88
Linhares,2017,49,99.03999999999999
Linhares,2017,5,216.82999999999998
Linhares,2017,50,380.75
Linhares,2017,51,322.31
Linhares,2017,52,233.39
Linhares,2017,6,50.31
Linhares,2018,1,44.1
Linhares,2018,10,210.29000000000002
Linhares,2018,11,435.76
Linhares,2018,12,165.54
Linhares,2018,13,142.96
Linhares,2018,14,241.73
Linhares,2018,16,83.23
Linhares,2018,17,215.34
Linhares,2018,18,211.26999999999998
Linhares,2018,19,95.25
Linhares,2018,2,477.06
Linhares,2018,20,96.02
Linhares,2018,22,292.44
Linhares,2018,24,1447.5100000000002
Linhares,2018,27,205.67
Linhares,2018,28,70.03
Linhares,2018,29,139.65
Linhares,2018,30,291.14
Linhares,2018,31,128.88
Linhares,2018,32,346.71
Linhares,2018,33,116.93
Linhares,2018,34,1537.6000000000001
Linhares,2018,4,971.67
Linhares,2018,5,476.28000000000003
Linhares,2018,6,59.18
Linhares,2018,7,67.44
Linhares,2018,8,220.53
Linhares,2018,9,519.09
Lins,2017,16,284.64
Lins,2017,17,290.96
Lins,2017,20,228.28
Lins,2017,21,308.65000000000003
Lins,2017,22,90.99
Lins,2017,24,239.72
Lins,2017,27,48.34
Lins,2017,28,84.02000000000001
Lins,2017,30,65.86
Lins,2017,31,46.78
Lins,2017,32,139.23999999999998
Lins,2017,33,32.69
Lins,2017,36,232.12
Lins,2017,39,345.32
Lins,2017,42,155.63
Lins,2017,45,75.95
Lins,2017,46,343.8
Lins,2017,48,109.49000000000001
Lins,2017,50,419.06999999999994
Lins,2017,51,267.69
Lins,2017,7,41.75
Lins,2018,1,61.730000000000004
Lins,2018,11,32.78
Lins,2018,12,279.02
Lins,2018,15,29.86
Lins,2018,16,629.88
Lins,2018,17,236.68
Lins,2018,18,293.68
Lins,2018,2,132.92000000000002
Lins,2018,21,728.6
Lins,2018,23,68.24
Lins,2018,24,324.15
Lins,2018,25,166.68
Lins,2018,26,924.48
Lins,2018,27,490.59000000000003
Lins,2018,29,88.59
Lins,2018,3,36.75
Lins,2018,30,208.77
Lins,2018,6,243.62
Lins,2018,8,312.39
Lins,2018,9,925.76
Livramento,2017,51,295.98999999999995
Livramento,2018,20,43.83
Livramento de Nossa Senhora,2017,31,56.65
Livramento de Nossa Senhora,2017,51,39.75
Livramento de Nossa Senhora,2018,17,68.59
Livramento de Nossa Senhora,2018,6,139.06
Loanda,2017,29,78.37
Loanda,2017,49,67.5
Loanda,2018,16,193.17000000000002
Loanda,2018,17,38.099999999999994
Loanda,2018,2,148.17
Loanda,2018,20,180.9
Loanda,2018,25,274.94
Loanda,2018,27,99.26
Loanda,2018,29,619.06
Loanda,2018,32,373.71999999999997
Loanda,2018,33,312.49
Loanda,2018,34,178.73000000000002
Loanda,2018,6,463.07
Loanda,2018,8,192.76
Lobato,2017,12,527.67
Lobato,2017,41,44.69
Lobato,2018,8,341.91
Londrina,2017,10,103.26
Londrina,2017,12,26.09
Londrina,2017,13,414.51
Londrina,2017,14,214.5
Londrina,2017,15,51.730000000000004
Londrina,2017,16,118.36
Londrina,2017,17,348.65000000000003
Londrina,2017,18,51.75
Londrina,2017,19,154.89999999999998
Londrina,2017,20,294.71
Londrina,2017,21,1162.19
Londrina,2017,22,1774.3799999999999
Londrina,2017,23,113.55
Londrina,2017,24,190.76000000000002
Londrina,2017,25,1111.26
Londrina,2017,27,209.0
Londrina,2017,28,471.49999999999994
Londrina,2017,29,609.87
Londrina,2017,30,305.01
Londrina,2017,31,563.1700000000001
Londrina,2017,32,1222.0900000000001
Londrina,2017,33,298.6
Londrina,2017,34,334.19
Londrina,2017,35,516.02
Londrina,2017,36,176.78
Londrina,2017,37,54.03
Londrina,2017,38,374.06
Londrina,2017,39,129.64000000000001
Londrina,2017,4,122.62
Londrina,2017,40,1119.8600000000001
Londrina,2017,41,687.86
Londrina,2017,42,174.63
Londrina,2017,43,561.1800000000001
Londrina,2017,44,319.52000000000004
Londrina,2017,45,594.3000000000001
Londrina,2017,46,143.7
Londrina,2017,47,1377.51
Londrina,2017,48,712.11
Londrina,2017,49,296.15999999999997
Londrina,2017,5,195.54
Londrina,2017,50,1190.23
Londrina,2017,51,457.58
Londrina,2017,52,369.39
Londrina,2017,6,262.16
Londrina,2017,7,299.23
Londrina,2017,8,45.19
Londrina,2017,9,150.22000000000003
Londrina,2018,1,1180.65
Londrina,2018,10,757.1700000000001
Londrina,2018,11,397.19999999999993
Londrina,2018,12,1418.76
Londrina,2018,13,550.86
Londrina,2018,15,1217.53
Londrina,2018,16,999.55
Londrina,2018,17,255.2
Londrina,2018,18,397.16999999999996
Londrina,2018,19,918.8800000000001
Londrina,2018,2,463.93
Londrina,2018,20,642.25
Londrina,2018,21,2050.7000000000003
Londrina,2018,22,939.7900000000001
Londrina,2018,23,1464.97
Londrina,2018,24,43.0
Londrina,2018,25,1922.4199999999998
Londrina,2018,26,769.83
Londrina,2018,27,227.86
Londrina,2018,28,125.52
Londrina,2018,29,942.77
Londrina,2018,3,726.77
Londrina,2018,30,701.8800000000001
Londrina,2018,31,407.54
Londrina,2018,32,1544.76
Londrina,2018,33,1013.57
Londrina,2018,34,615.06
Londrina,2018,4,2969.31
Londrina,2018,5,1459.6799999999998
Londrina,2018,6,79.52000000000001
Londrina,2018,7,966.73
Londrina,2018,8,484.3
Londrina,2018,9,442.96000000000004
Lontras,2017,25,318.34
Lontras,2018,15,97.65
Lontras,2018,26,96.8
Lontras,2018,9,218.35
Lorena,2016,40,158.74
Lorena,2017,10,72.07
Lorena,2017,12,80.56
Lorena,2017,15,134.26999999999998
Lorena,2017,16,182.25
Lorena,2017,18,214.88
Lorena,2017,20,67.59
Lorena,2017,22,104.37
Lorena,2017,23,70.41
Lorena,2017,25,159.74
Lorena,2017,26,24.85
Lorena,2017,29,403.92
Lorena,2017,3,114.63
Lorena,2017,30,200.56
Lorena,2017,31,83.9
Lorena,2017,32,69.9
Lorena,2017,34,113.56
Lorena,2017,36,141.52
Lorena,2017,37,62.79
Lorena,2017,38,906.25
Lorena,2017,39,175.60000000000002
Lorena,2017,40,56.85
Lorena,2017,46,369.88
Lorena,2017,47,703.96
Lorena,2017,48,182.48
Lorena,2018,10,398.61
Lorena,2018,14,144.25
Lorena,2018,17,172.52
Lorena,2018,19,362.87
Lorena,2018,2,197.79
Lorena,2018,20,35.25
Lorena,2018,23,174.04000000000002
Lorena,2018,24,205.26000000000002
Lorena,2018,26,976.3699999999999
Lorena,2018,27,248.01999999999998
Lorena,2018,28,449.61
Lorena,2018,3,157.55
Lorena,2018,30,107.7
Lorena,2018,31,152.11
Lorena,2018,32,380.0799999999999
Lorena,2018,33,78.2
Lorena,2018,4,25.84
Lorena,2018,7,17.86
Lorena,2018,8,86.02000000000001
Loreto,2017,44,174.36
Loreto,2018,2,1643.64
Lourdes,2018,29,117.55
Louveira,2017,10,86.02000000000001
Louveira,2017,11,326.94
Louveira,2017,13,98.03
Louveira,2017,14,60.96
Louveira,2017,17,115.06
Louveira,2017,20,124.98
Louveira,2017,27,114.33
Louveira,2017,29,117.98000000000002
Louveira,2017,31,97.44000000000001
Louveira,2017,32,186.94
Louveira,2017,35,36.75
Louveira,2017,41,187.47
Louveira,2017,42,51.72
Louveira,2017,44,60.85
Louveira,2017,47,31.839999999999996
Louveira,2017,49,375.4
Louveira,2017,50,53.9
Louveira,2017,51,113.62
Louveira,2017,8,195.0
Louveira,2018,1,45.96
Louveira,2018,10,54.0
Louveira,2018,12,431.53
Louveira,2018,14,158.35
Louveira,2018,17,141.01999999999998
Louveira,2018,19,198.33
Louveira,2018,22,102.98
Louveira,2018,27,535.07
Louveira,2018,3,60.85
Louveira,2018,31,96.09
Louveira,2018,32,127.98
Louveira,2018,34,21.12
Louveira,2018,5,50.65
Louveira,2018,7,137.07999999999998
Louveira,2018,9,97.91999999999999
Lucas do Rio Verde,2017,10,711.27
Lucas do Rio Verde,2017,13,58.95
Lucas do Rio Verde,2017,18,160.05
Lucas do Rio Verde,2017,28,23.79
Lucas do Rio Verde,2017,32,533.63
Lucas do Rio Verde,2017,34,173.77
Lucas do Rio Verde,2017,8,118.83
Lucas do Rio Verde,2018,10,204.98000000000002
Lucas do Rio Verde,2018,11,220.24
Lucas do Rio Verde,2018,14,444.41999999999996
Lucas do Rio Verde,2018,17,207.01000000000002
Lucas do Rio Verde,2018,22,494.58
Lucas do Rio Verde,2018,23,89.63000000000001
Lucas do Rio Verde,2018,27,413.59
Lucas do Rio Verde,2018,29,70.81
Lucas do Rio Verde,2018,3,237.88
Lucas do Rio Verde,2018,6,1733.34
Lucas do Rio Verde,2018,8,141.52
Lucas do Rio Verde,2018,9,139.98000000000002
Lucelia,2017,12,26.75
Lucelia,2017,16,314.44
Lucelia,2017,21,113.97
Lucelia,2017,24,203.84
Lucelia,2017,41,66.1
Lucelia,2017,43,142.92
Lucelia,2017,49,73.36
Lucelia,2018,15,44.35
Lucelia,2018,17,28.75
Lucena,2017,37,127.17
Lucianopolis,2017,44,76.58
Lucianopolis,2018,17,37.63
Lucianopolis,2018,3,37.63
Luciara,2018,32,138.28
Luis Antonio,2017,37,68.89
Luis Antonio,2017,44,83.5
Luis Antonio,2018,11,53.7
Luis Antonio,2018,25,93.91
Luis Antonio,2018,27,53.7
Luis Antonio,2018,34,132.17
Luis Antonio,2018,6,421.83
Luis Antonio,2018,7,19.16
Luis Antonio,2018,9,56.43000000000001
Luis Correia,2018,16,153.36
Luisburgo,2017,46,73.53
Luisburgo,2018,11,125.21
Luisburgo,2018,16,115.83
Luiz Alves,2017,35,94.3
Luiz Alves,2017,47,45.19
Luiz Alves,2017,6,71.65
Luiz Alves,2018,16,59.01
Luiz Alves,2018,21,50.1
Luiziana,2017,18,111.38
Luiziana,2018,19,128.29
Luiziania,2017,36,2740.7700000000004
Luiziania,2018,11,113.34
Luiziania,2018,2,38.64
Luiziania,2018,31,88.0
Luizlandia do Oeste,2018,29,225.22
Luminarias,2017,20,57.1
Luminarias,2017,34,350.19
Luminarias,2017,47,243.89
Luminarias,2018,14,105.28
Luminarias,2018,23,107.88000000000001
Lunardelli,2017,34,107.78
Lupercio,2017,23,142.99
Lupercio,2018,25,31.75
Lupionopolis,2018,23,105.28
Lutecia,2017,9,35.96
Lutecia,2018,7,908.84
Luz,2017,20,231.95000000000002
Luz,2017,37,67.23
Luz,2017,46,117.85000000000001
Luz,2018,1,45.1
Luz,2018,10,464.82
Luz,2018,11,47.46
Luz,2018,2,155.43
Luz,2018,22,97.21000000000001
Luziania,2017,20,96.43
Luziania,2017,22,33.089999999999996
Luziania,2017,24,41.69
Luziania,2017,26,166.29
Luziania,2017,27,45.089999999999996
Luziania,2017,29,35.0
Luziania,2017,3,168.36
Luziania,2017,45,1426.57
Luziania,2017,46,231.27
Luziania,2017,48,88.0
Luziania,2017,7,50.89
Luziania,2018,10,99.6
Luziania,2018,11,222.64
Luziania,2018,12,109.38999999999999
Luziania,2018,14,232.39
Luziania,2018,15,67.5
Luziania,2018,18,290.22
Luziania,2018,21,49.87
Luziania,2018,22,55.09
Luziania,2018,23,246.88
Luziania,2018,24,36.22
Luziania,2018,29,134.94
Luziania,2018,31,160.53
Luziania,2018,4,137.61
Luziania,2018,5,524.13
Luziania,2018,7,72.48
Luzilandia,2017,11,102.31
Luzilandia,2018,25,132.91
Luzilandia,2018,33,84.05
MESQUITA,2017,11,171.93
MESQUITA,2017,12,62.94
MESQUITA,2017,23,94.39
MESQUITA,2017,24,462.15999999999997
MESQUITA,2017,25,74.75
MESQUITA,2017,28,122.03
MESQUITA,2017,29,68.23
MESQUITA,2017,30,25.83
MESQUITA,2017,31,295.24
MESQUITA,2017,33,686.26
MESQUITA,2017,34,129.28
MESQUITA,2017,36,196.19000000000003
MESQUITA,2017,37,462.3
MESQUITA,2017,38,373.21
MESQUITA,2017,39,100.12
MESQUITA,2017,40,669.42
MESQUITA,2017,41,161.77
MESQUITA,2017,42,105.77000000000001
MESQUITA,2017,43,128.01
MESQUITA,2017,44,64.47
MESQUITA,2017,46,404.71999999999997
MESQUITA,2017,47,242.98
MESQUITA,2017,49,44.230000000000004
MESQUITA,2017,50,251.73000000000002
MESQUITA,2017,52,277.15999999999997
MESQUITA,2017,9,223.6
MESQUITA,2018,10,137.4
MESQUITA,2018,14,94.12
MESQUITA,2018,15,105.29
MESQUITA,2018,16,149.72
MESQUITA,2018,17,1834.98
MESQUITA,2018,18,453.25
MESQUITA,2018,20,402.84000000000003
MESQUITA,2018,22,544.52
MESQUITA,2018,25,66.6
MESQUITA,2018,27,275.56
MESQUITA,2018,28,236.29
MESQUITA,2018,29,179.22
MESQUITA,2018,3,280.76
MESQUITA,2018,30,271.90999999999997
MESQUITA,2018,31,649.75
MESQUITA,2018,32,274.21000000000004
MESQUITA,2018,34,267.53
MESQUITA,2018,35,76.89
MESQUITA,2018,4,421.65999999999997
MESQUITA,2018,6,61.11
MESQUITA,2018,8,1224.0100000000002
MESQUITA,2018,9,278.1
MIRASSOL D'OESTE,2017,18,115.57
MIRASSOL D'OESTE,2017,23,125.41000000000001
MIRASSOL D'OESTE,2017,32,226.03000000000003
MIRASSOL D'OESTE,2017,41,119.92999999999999
MIRASSOL D'OESTE,2017,47,93.26
MIRASSOL D'OESTE,2018,13,207.54000000000002
MIRASSOL D'OESTE,2018,17,34.78
MIRASSOL D'OESTE,2018,23,73.69
MIRASSOL D'OESTE,2018,4,881.45
MIRASSOL D'OESTE,2018,9,93.26
Macae,2017,10,147.16000000000003
Macae,2017,11,54.01
Macae,2017,12,67.11
Macae,2017,13,68.64
Macae,2017,14,101.17999999999999
Macae,2017,15,274.18
Macae,2017,16,47.17
Macae,2017,19,135.6
Macae,2017,2,83.69000000000001
Macae,2017,20,169.70999999999998
Macae,2017,21,545.3100000000001
Macae,2017,22,713.8999999999999
Macae,2017,23,61.76
Macae,2017,24,133.69
Macae,2017,26,145.11
Macae,2017,27,139.07
Macae,2017,28,1333.4299999999998
Macae,2017,29,540.77
Macae,2017,3,242.31
Macae,2017,30,167.39000000000001
Macae,2017,32,287.15
Macae,2017,33,90.24000000000001
Macae,2017,34,163.04000000000002
Macae,2017,35,96.69
Macae,2017,36,56.94
Macae,2017,37,635.0300000000001
Macae,2017,38,232.85000000000002
Macae,2017,39,252.81
Macae,2017,40,286.54
Macae,2017,41,358.25
Macae,2017,42,985.4100000000001
Macae,2017,43,518.7
Macae,2017,44,282.15
Macae,2017,45,1621.0500000000002
Macae,2017,46,436.82
Macae,2017,47,202.45000000000002
Macae,2017,48,1187.77
Macae,2017,49,964.2
Macae,2017,5,256.01
Macae,2017,50,370.7
Macae,2017,51,55.75
Macae,2017,52,487.59000000000003
Macae,2017,6,224.21
Macae,2017,7,210.8
Macae,2017,8,28.42
Macae,2018,1,62.31
Macae,2018,10,299.01
Macae,2018,11,434.4
Macae,2018,12,1935.4599999999998
Macae,2018,13,754.99
Macae,2018,14,505.26
Macae,2018,15,598.4200000000001
Macae,2018,16,211.69
Macae,2018,17,618.75
Macae,2018,18,486.91
Macae,2018,19,550.5
Macae,2018,2,298.67
Macae,2018,20,470.13000000000005
Macae,2018,21,328.40999999999997
Macae,2018,22,34.230000000000004
Macae,2018,23,862.52
Macae,2018,24,1088.49
Macae,2018,25,319.57
Macae,2018,26,748.4200000000001
Macae,2018,27,128.63
Macae,2018,28,649.3
Macae,2018,29,131.95
Macae,2018,3,755.78
Macae,2018,30,282.24
Macae,2018,31,519.7
Macae,2018,32,188.68
Macae,2018,33,725.9200000000001
Macae,2018,34,713.1300000000001
Macae,2018,4,552.34
Macae,2018,5,615.54
Macae,2018,6,1834.75
Macae,2018,7,527.97
Macae,2018,8,3862.38
Macae,2018,9,1683.3
Macaiba,2017,20,494.03
Macaiba,2018,19,89.78999999999999
Macambara,2017,46,106.38
Macambara,2018,34,106.33
Macambira,2018,5,259.15
Macapa,2017,15,102.59
Macapa,2017,21,184.04
Macapa,2017,23,1744.72
Macapa,2017,26,129.1
Macapa,2017,30,146.2
Macapa,2017,32,134.99
Macapa,2017,34,229.88
Macapa,2017,35,93.21000000000001
Macapa,2017,36,114.87
Macapa,2017,39,292.48
Macapa,2017,42,235.13
Macapa,2017,45,216.26
Macapa,2017,47,248.51
Macapa,2017,48,254.32999999999998
Macapa,2017,52,61.989999999999995
Macapa,2017,7,115.17
Macapa,2018,10,168.46
Macapa,2018,11,134.99
Macapa,2018,14,417.28999999999996
Macapa,2018,15,303.37
Macapa,2018,16,152.0
Macapa,2018,19,657.61
Macapa,2018,2,2913.7400000000002
Macapa,2018,22,1573.3100000000002
Macapa,2018,23,1324.8000000000002
Macapa,2018,24,90.67999999999999
Macapa,2018,28,66.1
Macapa,2018,32,71.14
Macapa,2018,33,163.68
Macapa,2018,34,316.34000000000003
Macapa,2018,4,347.37
Macapa,2018,7,154.99
Macapa,2018,8,912.3899999999999
Macapa,2018,9,126.23
Macaparana,2018,20,117.16
Macarani,2018,25,149.54
Macarani,2018,32,206.17
Macarani,2018,9,33.7
Macatuba,2017,38,32.379999999999995
Macatuba,2017,47,1149.0
Macatuba,2017,48,36.69
Macatuba,2017,50,169.0
Macatuba,2018,16,57.75
Macatuba,2018,21,86.02000000000001
Macatuba,2018,26,4283.48
Macatuba,2018,5,58.589999999999996
Macatuba,2018,9,127.25
Macau,2017,23,104.28
Macau,2017,41,176.63
Macau,2018,14,138.24
Macau,2018,30,928.12
Macau,2018,4,91.19
Macaubal,2018,34,233.88
Macaubas,2017,28,147.0
Macaubas,2017,3,69.9
Macaubas,2017,7,1653.4199999999998
Macaubas,2018,14,79.09
Macaubas,2018,2,198.16
Macaubas,2018,29,51.78
Macaubas,2018,34,26.700000000000003
Macedonia,2017,26,119.85
Macedonia,2017,47,60.89
Macedonia,2017,52,181.51999999999998
Macedonia,2018,24,176.74
Macedonia,2018,29,58.989999999999995
Macedonia,2018,9,32.85
Maceio,2016,40,507.4599999999999
Maceio,2017,10,312.66999999999996
Maceio,2017,11,323.74
Maceio,2017,12,152.07
Maceio,2017,14,50.15
Maceio,2017,16,94.11000000000001
Maceio,2017,17,110.0
Maceio,2017,18,507.69
Maceio,2017,19,171.95
Maceio,2017,20,2019.3899999999999
